match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_totalOffside,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,captain,stat_hitWoodwork,stat_goals,stat_goodHighClaim,stat_punches,stat_accurateKeeperSweeper,stat_lastManTackle,stat_errorLeadToAShot
13472792,home,Cruzeiro,Cássio,cassio,Cássio,G,1,195.0,4592,M,rcassio12,27756,EUR,549936000,G,1,1,False,20.0,19.0,5.0,4.0,0.0,18.0,18.0,1.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,4.0,1.0,90.0,30.0,6.7,1.0,0.00032341,0,0.1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472792,home,Cruzeiro,Kauã Moraes,kaua-moraes,K. Moraes,D,2,178.0,668,M,,2057367,EUR,1159488000,D,2,2,False,44.0,36.0,2.0,,0.0,12.0,12.0,24.0,32.0,1.0,5.0,,5.0,,3.0,,,,79.0,70.0,7.6,18.0,0.238334,0,,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
13472792,home,Cruzeiro,Jonathan Jesus,jonathan,J. Jesus,D,34,187.0,1356,M,,1498670,EUR,1085616000,D,34,34,False,41.0,41.0,1.0,1.0,0.0,23.0,23.0,18.0,18.0,2.0,3.0,,2.0,,,,,,54.0,54.0,7.0,1.0,0.0159987,0,,,,1.0,,,6.0,2.0,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13472792,home,Cruzeiro,Lucas Villalba,lucas-villalba,L. Villalba,D,25,177.0,1898,M,,260077,EUR,777254400,D,25,25,False,68.0,62.0,7.0,5.0,0.0,29.0,30.0,33.0,38.0,1.0,5.0,,6.0,,3.0,,,,90.0,81.0,7.6,7.0,0.0451811,2,,1.0,1.0,2.0,1.0,,2.0,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,0.0591,0.0687,,,,,,,,,,,,
13472792,home,Cruzeiro,Kaiki,kaiki,Kaiki,D,6,172.0,2601,M,,1112484,EUR,1047081600,D,6,6,False,31.0,27.0,,,0.0,6.0,6.0,21.0,25.0,5.0,9.0,1.0,7.0,,,,,,90.0,61.0,7.5,14.0,0.100094,4,,2.0,,3.0,7.0,,1.0,,2.0,3.0,3.0,2.0,,,,,3.0,1.0,,,0.4585,0.3424,Kaiki,,1.0,3.0,,,,,,,,
13472792,home,Cruzeiro,Matheus Henrique,matheus-henrique,M. Henrique,M,8,175.0,2964,M,,912786,EUR,882489600,M,8,8,False,7.0,6.0,,,0.0,,1.0,6.0,6.0,,3.0,,2.0,,1.0,,,,16.0,11.0,6.8,2.0,0.00446084,0,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
13472792,home,Cruzeiro,Lucas Silva,lucas-silva,L. Silva,M,16,182.0,2401,M,,245159,EUR,729820800,M,16,16,False,41.0,38.0,4.0,2.0,0.0,18.0,18.0,20.0,23.0,3.0,1.0,,1.0,,,,,,55.0,48.0,6.4,7.0,0.0264865,0,,,,,2.0,,,,,,,,,,2.0,,1.0,,,1.0,,,,,,,True,,,,,,,
13472792,home,Cruzeiro,Keny Arroyo,arroyo-keny,K. Arroyo,M,99,176.0,6018,M,,1482431,EUR,1139875200,M,99,99,False,40.0,38.0,1.0,1.0,0.0,11.0,11.0,27.0,29.0,3.0,5.0,,1.0,,3.0,,,,90.0,57.0,7.5,6.0,0.162431,4,,2.0,1.0,,2.0,,,,,1.0,1.0,2.0,3.0,1.0,,,1.0,1.0,1.0,1.0,0.1558,0.0523,Keny Arroyo,,,2.0,,,,,,,,
13472792,home,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175.0,14140,M,matheus_pereira,377238,EUR,831254400,M,10,10,False,65.0,56.0,5.0,3.0,1.0,13.0,14.0,43.0,51.0,5.0,10.0,2.0,4.0,,3.0,,,,90.0,99.0,8.7,20.0,0.533804,5,,13.0,5.0,1.0,6.0,1.0,,,1.0,1.0,1.0,,9.0,1.0,,1.0,5.0,1.0,2.0,1.0,0.3489,0.0177,,,1.0,2.0,,1.0,,,,,,
13472792,home,Cruzeiro,Eduardo,eduardo,Eduardo,M,21,184.0,1737,M,,76507,EUR,624585600,M,21,21,False,45.0,41.0,2.0,2.0,0.0,14.0,14.0,27.0,31.0,10.0,2.0,1.0,2.0,,1.0,,,,90.0,55.0,6.5,7.0,0.0234877,1,,2.0,,1.0,1.0,,,,2.0,,,,,2.0,,,,,1.0,6.0,0.0242,,,,,,,,,,,,,
