match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_wasFouled,stat_blockedScoringAttempt,player_firstName,player_lastName,captain,stat_interceptionWon,stat_unsuccessfulTouch,stat_shotOffTarget,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_punches,stat_hitWoodwork
10408421,home,Barcelona,Marc-André Ter Stegen,marc-andre-ter-stegen,M. ter Stegen,G,22,187,119658,M,terStegen,88625,EUR,704592000,G,1,1,False,33.0,24.0,15.0,6.0,22.0,23.0,2.0,10.0,1.0,1.0,1.0,8.0,1.0,3.0,3.0,90.0,45.0,7.6,9.0,0.0,0.0,0.00062145,0,0.5965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408421,home,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,JKoundé,827212,EUR,910828800,D,23,23,False,91.0,81.0,6.0,1.0,36.0,37.0,47.0,58.0,2.0,5.0,4.0,7.0,,,,90.0,114.0,7.3,13.0,0.0,0.0,0.165509,0,,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10408421,home,Barcelona,Ronald Araújo,ronald-araujo,R. Araújo,D,4,191,137257,M,RAraújo,925097,EUR,920764800,D,4,4,False,80.0,73.0,6.0,2.0,33.0,34.0,40.0,46.0,1.0,3.0,3.0,4.0,,,,90.0,92.0,7.2,8.0,0.0,0.0,0.0270796,0,,,,4.0,,1.0,1.0,,,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10408421,home,Barcelona,Marcos Alonso,marcos-alonso,M. Alonso,D,20,188,7636,M,marcosalonso28,69408,EUR,662342400,D,17,17,False,59.0,50.0,11.0,6.0,22.0,26.0,28.0,35.0,1.0,1.0,,6.0,,,,61.0,61.0,6.7,11.0,0.0,0.0,0.0268648,0,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10408421,home,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175,128076,M,AlejandroBalde,997035,EUR,1066435200,D,28,28,False,35.0,31.0,2.0,1.0,18.0,19.0,17.0,20.0,4.0,7.0,,2.0,,,,90.0,55.0,6.6,10.0,0.0609,0.0,0.213339,1,,4.0,4.0,7.0,1.0,5.0,1.0,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,
10408421,home,Barcelona,Sergio Busquets,sergio-busquets,S. Busquets,M,5,189,29647,M,5sergiob,39433,EUR,585014400,M,5,5,False,62.0,55.0,5.0,3.0,19.0,19.0,36.0,43.0,,1.0,2.0,7.0,,,,90.0,78.0,6.7,9.0,0.0,0.0,0.0387732,0,,,,5.0,1.0,,,1.0,,3.0,,1.0,1.0,,,,,,True,2.0,1.0,,,,,,,,,
10408421,home,Barcelona,Frenkie de Jong,frenkie-de-jong,F. de Jong,M,21,180,192664,M,Frenkie,795222,EUR,863395200,M,21,21,False,81.0,74.0,,,27.0,29.0,47.0,53.0,1.0,4.0,1.0,5.0,,,,78.0,93.0,6.9,11.0,0.0323,0.0,0.0501574,1,,1.0,,3.0,,3.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,
10408421,home,Barcelona,Raphinha,raphinha,Raphinha,M,11,176,878494,M,Raphinha,831005,EUR,850521600,M,22,22,False,54.0,41.0,3.0,2.0,12.0,12.0,29.0,45.0,2.0,11.0,,3.0,,,,89.0,84.0,7.7,24.0,0.7835,0.8543,0.413566,2,,3.0,,9.0,1.0,8.0,6.0,1.0,,3.0,4.0,1.0,2.0,,2.0,,,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
10408421,home,Barcelona,Pablo Gavi,gavi,Gavi,M,6,173,250088,M,Gavi,1103693,EUR,1091664000,M,30,30,False,22.0,17.0,,,6.0,7.0,13.0,17.0,2.0,6.0,,3.0,,,,90.0,40.0,6.5,10.0,0.5934,0.0,0.0530299,3,,2.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,,2.0,1.0,,,,,2.0,2.0,,,1.0,,1.0,,,
10408421,home,Barcelona,Ferran Torres,ferran-torres,F. Torres,F,7,185,144391,M,FerranTorres,855833,EUR,951782400,M,11,11,False,25.0,21.0,3.0,1.0,3.0,3.0,18.0,22.0,1.0,5.0,,1.0,,,,61.0,36.0,7.1,9.0,0.1331,0.2733,0.0228683,2,,,,7.0,2.0,2.0,,2.0,2.0,1.0,,1.0,1.0,,2.0,,,,,,2.0,,,,,2.0,,1.0,,
