player_id,player_name,player_slug,player_shortName,n_matches,first_match_id,last_match_id,competitions,seasons
335.0,Roque Santa Cruz,roque-santa-cruz,R. S. Cruz,1,13966078,13966078,copa-libertadores,2024-25
576.0,Colin Doyle,colin-doyle,C. Doyle,7,10437208,13080876,"england-fa-cup,england-league-cup","2022-23,2023-24,2024-25"
618.0,Jemal Johnson,jemal-johnson,J. Johnson,1,11154035,11154035,usa-open-cup,2022-23
716.0,Scott Carson,scott-carson,S. Carson,46,10385380,13339732,"england-fa-cup,england-league-cup,england-premier-league,uefa-champions-league","2022-23,2023-24,2024-25"
750.0,Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,107,10385360,14833584,"england-premier-league,saudi-pro-league","2022-23,2023-24,2024-25,2025-26"
768.0,Phil Bardsley,phil-bardsley,P. Bardsley,1,10929635,10929635,england-fa-cup,2022-23
770.0,Gerard Piqué,gerard-pique,G. Piqué,14,10408272,10408638,spain-laliga,2022-23
791.0,James Milner,james-milner,J. Milner,84,10385373,15361022,"england-fa-cup,england-league-cup,england-premier-league","2022-23,2023-24,2024-25,2025-26"
851.0,Ian Henderson,ian-henderson,I. Henderson,4,10437227,12988650,"england-fa-cup,england-league-cup","2022-23,2024-25"
1051.0,Joe Murphy,joe-murphy,J. Murphy,6,11523752,14888301,"england-fa-cup,england-league-cup","2023-24,2024-25,2025-26"
1076.0,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,77,10389725,14572796,"belgium-pro-league,france-ligue-1,uefa-champions-league,uefa-europa-league","2022-23,2023-24,2024-25,2025-26"
1124.0,Bradley Wright-Phillips,bradley-wright-phillips,B. Wright-Phillips,1,13444507,13444507,usa-open-cup,2024-25
1131.0,John Ruddy,john-ruddy,J. Ruddy,22,10980123,15359735,"england-fa-cup,england-league-cup,england-premier-league","2022-23,2023-24,2024-25,2025-26"
1749.0,Joaquín,joaquin,Joaquín,33,10408256,10408636,spain-laliga,2022-23
1941.0,Maarten Stekelenburg,maarten-stekelenburg,M. Stekelenburg,37,10381989,11061799,"netherlands-eredivisie,netherlands-knvb-beker",2022-23
2089.0,Zlatan Ibrahimović,zlatan-ibrahimovic,Z. Ibrahimović,7,10411432,10411721,italy-serie-a,2022-23
2594.0,Boy Waterman,boy-waterman,B. Waterman,72,10381989,11981882,"netherlands-eredivisie,netherlands-knvb-beker","2022-23,2023-24"
2622.0,Remko Pasveer,remko-pasveer,R. Pasveer,126,10381989,14566921,"netherlands-eredivisie,netherlands-knvb-beker,uefa-champions-league,uefa-europa-league","2022-23,2023-24,2024-25,2025-26"
2899.0,Daniele Padelli,daniele-padelli,D. Padelli,136,10411195,14787853,"italy-coppa-italia,italy-serie-a","2022-23,2023-24,2024-25,2025-26"
2949.0,Samir Handanović,samir-handanovic,S. Handanović,37,10411197,11258820,"italy-coppa-italia,italy-serie-a",2022-23
3021.0,Ludovic Butelle,ludovic-butelle,L. Butelle,5,12450243,12451045,france-ligue-1,2024-25
3041.0,Raúl Albiol,raul-albiol,R. Albiol,101,10408276,14493423,"italy-coppa-italia,italy-serie-a,spain-laliga","2022-23,2023-24,2024-25,2025-26"
3186.0,Jérémy Ménez,jeremy-menez,J. Ménez,1,10447712,10447712,italy-coppa-italia,2022-23
3306.0,Karim Benzema,karim-benzema,K. Benzema,91,10346421,14773735,"saudi-pro-league,spain-laliga,uefa-super-cup","2022-23,2023-24,2024-25,2025-26"
3504.0,Kévin Gameiro,kevin-gameiro,K. Gameiro,64,10389729,11820586,france-ligue-1,"2022-23,2023-24"
3530.0,Bafetimbi Gomis,bafetimbi-gomis,B. Gomis,33,10433780,11068553,turkey-super-lig,2022-23
3577.0,Dante,dante,Dante,109,10389725,14572784,"france-ligue-1,uefa-europa-league","2022-23,2023-24,2024-25,2025-26"
4252.0,Gökhan Inler,gokhan-inler,G. Inler,37,10433779,11451083,turkey-super-lig,"2022-23,2023-24"
4387.0,Eldin Jakupović,eldin-jakupovic,E. Jakupović,2,10385623,11274628,"england-premier-league,usa-open-cup",2022-23
4581.0,Raúl García,raul-garcia,R. García,74,10408268,11369487,spain-laliga,"2022-23,2023-24"
4697.0,Diego López,diego-lopez,D. López,32,10408264,10408617,spain-laliga,2022-23
