match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_dispossessed,stat_totalCross,stat_accurateCross,stat_challengeLost,captain,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_onTargetScoringAttempt,stat_keyPass,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_errorLeadToAShot,stat_bigChanceMissed,stat_bigChanceCreated
11407369,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,31.0,18.0,22.0,9.0,10.0,10.0,8.0,21.0,1.0,4.0,1.0,4.0,90.0,38.0,7.7,13.0,0.0,0.0,0.00430588,0,0.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407369,home,Hellas Verona,Giangiacomo Magnani,giangiacomo-magnani,G. Magnani,D,96,190,252,M,812829,EUR,812764800,D,23,23,False,27.0,25.0,5.0,3.0,18.0,18.0,7.0,9.0,5.0,4.0,,,90.0,35.0,7.2,2.0,0.0,0.0,0.0049266,0,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11407369,home,Hellas Verona,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,6,6,False,50.0,48.0,3.0,3.0,29.0,29.0,19.0,21.0,4.0,11.0,,,90.0,62.0,7.3,3.0,0.0,0.0,0.0265494,0,,,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11407369,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188,1744,M,288321,EUR,800928000,D,27,27,False,47.0,41.0,4.0,,33.0,39.0,9.0,9.0,2.0,6.0,,,90.0,54.0,6.4,8.0,0.0,0.0,0.0068015,0,,,4.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11407369,home,Hellas Verona,Davide Faraoni,davide-faraoni,D. Faraoni,D,19,180,300,M,32040,EUR,688348800,M,5,5,False,22.0,18.0,5.0,5.0,10.0,12.0,8.0,13.0,1.0,7.0,,,62.0,44.0,7.1,12.0,0.0448,0.0,0.0157993,1,,,5.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,,3.0,,,True,1.0,1.0,4.0,1.0,,,,,,,,,,
11407369,home,Hellas Verona,Michael Folorunsho,michael-folorunsho,M. Folorunsho,M,90,190,1521,M,869795,EUR,886809600,M,90,90,False,22.0,17.0,1.0,,9.0,9.0,8.0,14.0,1.0,5.0,,,70.0,35.0,7.1,9.0,0.0388,0.1693,0.00520707,1,,2.0,5.0,6.0,1.0,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
11407369,home,Hellas Verona,Martin Hongla,martin-hongla,M. Hongla,M,78,183,1195,M,856062,EUR,890006400,M,18,18,False,33.0,27.0,4.0,2.0,14.0,15.0,13.0,19.0,,6.0,,,90.0,42.0,7.0,9.0,0.0435,0.0,0.00485455,1,,,1.0,4.0,1.0,1.0,,3.0,2.0,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,
11407369,home,Hellas Verona,Josh Doig,josh-doig,J. Doig,D,3,189,836,M,989276,EUR,1021680000,M,3,3,False,18.0,16.0,1.0,1.0,9.0,10.0,7.0,9.0,1.0,3.0,,,36.0,25.0,6.8,4.0,0.0278,0.0,0.00541044,1,,,2.0,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,
11407369,home,Hellas Verona,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179,1937,M,877037,EUR,959299200,F,26,26,False,13.0,10.0,2.0,2.0,2.0,2.0,10.0,14.0,,1.0,,,90.0,31.0,6.6,12.0,0.0331,0.0,0.106145,1,,1.0,10.0,2.0,3.0,,,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,,1.0,,1.0,,,2.0,,,,,,,,
11407369,home,Hellas Verona,Ondrej Duda,ondrej-duda,O. Duda,M,11,181,1121,M,246319,EUR,786585600,F,33,33,False,19.0,18.0,3.0,3.0,6.0,6.0,14.0,17.0,,2.0,,,70.0,31.0,7.3,6.0,0.0,0.0,0.128622,0,,,1.0,4.0,,,,2.0,1.0,1.0,,,4.0,2.0,,,,,2.0,2.0,,3.0,,,,,,,,
