match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_unsuccessfulTouch,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_totalOffside,stat_punches,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_goalAssist,stat_bigChanceMissed
11360022,home,Preußen Münster,Johannes Schenk,johannes-schenk,J. Schenk,G,1,191,272,M,1022459,EUR,1042416000,G,40,40,False,23.0,17.0,13.0,7.0,13.0,17.0,4.0,6.0,1.0,1.0,1.0,11.0,1.0,1.0,4.0,5.0,90.0,40.0,6.9,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360022,home,Preußen Münster,Jano ter Horst,jano-ter-horst,J. t. Horst,D,27,181,34,M,1152342,EUR,1024444800,D,27,27,False,21.0,15.0,1.0,,10.0,12.0,6.0,11.0,5.0,3.0,2.0,6.0,2.0,,,,90.0,43.0,6.4,13.0,0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
11360022,home,Preußen Münster,Niko Koulis,niko-koulis,N. Koulis,D,24,187,21,M,941115,EUR,925776000,D,24,24,False,35.0,26.0,8.0,3.0,17.0,19.0,9.0,16.0,7.0,5.0,3.0,7.0,1.0,,,,90.0,54.0,6.3,11.0,1,,,1.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
11360022,home,Preußen Münster,Thomas Kok,thomas-kok,T. Kok,D,15,179,20,M,833112,EUR,895190400,D,6,6,False,12.0,12.0,2.0,2.0,11.0,11.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,,,,90.0,32.0,7.1,,0,,,1.0,,,,6.0,5.0,3.0,1.0,,Thomas,Kok,,,1.0,,,,,,,,,,,,
11360022,home,Preußen Münster,Alexander Hahn,alexander-hahn,A. Hahn,D,42,187,19,M,97937,EUR,727488000,D,42,42,False,26.0,23.0,3.0,3.0,16.0,18.0,7.0,8.0,1.0,1.0,1.0,3.0,1.0,,,,45.0,31.0,6.2,3.0,0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
11360022,home,Preußen Münster,Benjamin Böckle,bockle-benjamin,B. Böckle,D,20,182,72,M,962272,EUR,1024272000,D,3,3,False,32.0,22.0,5.0,1.0,11.0,17.0,11.0,16.0,2.0,3.0,1.0,6.0,2.0,,,,90.0,51.0,6.2,17.0,0,1.0,,1.0,,,,4.0,,1.0,1.0,1.0,,,,,1.0,,2.0,,,,,,,,,,
11360022,home,Preußen Münster,Daniel Kyerewaa,daniel-kyerewaa,D. Kyerewaa,M,11,175,80,M,1066810,EUR,1002240000,M,7,7,False,17.0,16.0,,,8.0,9.0,8.0,9.0,9.0,6.0,2.0,6.0,5.0,,,,87.0,35.0,6.1,11.0,1,1.0,,,4.0,2.0,1.0,,,1.0,2.0,1.0,,,,,,2.0,4.0,1.0,,,,,,,,,
11360022,home,Preußen Münster,Luca Bazzoli,luca-bazzoli,L. Bazzoli,M,18,188,63,M,947879,EUR,973036800,M,32,32,False,33.0,22.0,3.0,1.0,14.0,20.0,8.0,14.0,6.0,3.0,2.0,8.0,,,,,90.0,51.0,6.4,16.0,1,1.0,,1.0,,3.0,1.0,5.0,1.0,1.0,,1.0,,,,1.0,2.0,1.0,2.0,,,,,,,,,,
11360022,home,Preußen Münster,Sebastian Mrowca,sebastian-mrowca,S. Mrowca,M,,175,72,M,147312,EUR,758678400,M,26,26,False,16.0,10.0,4.0,3.0,6.0,9.0,4.0,7.0,4.0,4.0,1.0,4.0,3.0,,,,58.0,26.0,6.3,9.0,0,,,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,
11360022,home,Preußen Münster,Marc Lorenz,marc-lorenz,M. Lorenz,M,,182,32,M,36138,EUR,585187200,M,18,18,False,14.0,11.0,2.0,,9.0,10.0,4.0,10.0,4.0,2.0,3.0,4.0,1.0,,,,75.0,34.0,6.4,11.0,3,6.0,2.0,,,2.0,1.0,,,1.0,,2.0,,,,1.0,,,1.0,2.0,True,,,,,,,,
