match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_expectedGoalsOnTarget,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_clearanceOffLine,stat_totalOffside,stat_goals,stat_shotOffTarget,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle
12448305,home,NAC Breda,Daniel Bielica,,,bielica-daniel,D. Bielica,G,99,189,296,M,939460,EUR,925430400,G,99,99,False,31.0,20.0,20.0,9.0,0.0,18.0,20.0,2.0,11.0,1.0,1.0,3.0,10.0,1.0,4.0,3.0,90.0,47.0,7.3,11.0,0.00037457,0,0.0846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448305,home,NAC Breda,Maxime Busi,,,maxime-busi,M. Busi,D,4,182,170,M,943926,EUR,939859200,D,44,44,False,18.0,15.0,2.0,1.0,0.0,7.0,8.0,8.0,12.0,,2.0,3.0,5.0,,,,90.0,41.0,6.6,12.0,0.00564661,1,,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,0.1042,,,,,,,,,,,,,,,,,,,,,
12448305,home,NAC Breda,Leo Greiml,,,leo-greiml,L. Greiml,D,12,186,224,M,918420,EUR,994118400,D,12,12,False,28.0,22.0,9.0,5.0,0.0,15.0,16.0,7.0,12.0,5.0,8.0,14.0,4.0,,,,90.0,51.0,7.9,6.0,0.00393413,1,,,2.0,3.0,1.0,,1.0,2.0,1.0,,,0.016,1.0,4.0,1.0,0.0362,,,,,,,,,,,,,,,,,
12448305,home,NAC Breda,Jan Van den Bergh,,,jan-van-den-bergh,J. Van den Bergh,D,52,189,155,M,929498,EUR,781056000,D,5,5,False,34.0,19.0,14.0,4.0,0.0,10.0,13.0,9.0,21.0,2.0,5.0,8.0,4.0,,,,90.0,60.0,7.0,19.0,0.00804436,0,,,3.0,6.0,,,3.0,1.0,1.0,1.0,2.0,,,2.0,1.0,,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12448305,home,NAC Breda,Boy Kemper,Boy,Kemper,boy-kemper,B. Kemper,D,4,185,120,M,858242,EUR,929923200,D,4,4,False,25.0,14.0,3.0,,1.0,5.0,8.0,10.0,19.0,5.0,8.0,2.0,7.0,,,,90.0,49.0,7.7,18.0,0.445487,0,,2.0,2.0,7.0,1.0,,1.0,2.0,1.0,5.0,3.0,,,1.0,1.0,,,,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,
12448305,home,NAC Breda,Maximilien Balard,Maximilien,Balard,balard-maximilien,M. Balard,M,16,178,164,M,1096511,EUR,974592000,M,16,16,False,24.0,20.0,4.0,2.0,0.0,6.0,6.0,14.0,18.0,,1.0,3.0,2.0,,,,90.0,33.0,6.8,5.0,0.0611225,0,,,1.0,3.0,,,2.0,,,1.0,2.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
12448305,home,NAC Breda,Dominik Janošek,,,dominik-janosek,D. Janošek,M,39,183,161,M,891420,EUR,897696000,M,39,39,False,27.0,22.0,6.0,3.0,0.0,10.0,10.0,16.0,27.0,,2.0,,5.0,,,,71.0,44.0,7.4,11.0,0.175268,1,,10.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,0.0971,,,,,,,1.0,1.0,,2.0,4.0,,,,,,,,,,
12448305,home,NAC Breda,Leo Sauer,Leo Sauer,,sauer-leo,L. Sauer,M,16,184,1911,M,1150938,EUR,1134691200,M,77,77,False,19.0,13.0,1.0,,1.0,4.0,6.0,9.0,15.0,2.0,4.0,3.0,5.0,,,,90.0,46.0,6.2,17.0,0.115134,3,,2.0,,9.0,,3.0,1.0,1.0,,1.0,1.0,0.0541,,,,,,4.0,5.0,1.0,,1.0,,,,,,,,,,,
12448305,home,NAC Breda,Adam Kaied,,,adam-kaied,A. Kaied,F,18,177,5317,M,1106666,EUR,1015027200,M,14,14,False,11.0,8.0,1.0,1.0,0.0,1.0,1.0,7.0,11.0,1.0,4.0,1.0,2.0,,,,71.0,21.0,7.6,5.0,0.0383392,1,,1.0,,3.0,1.0,,,2.0,2.0,,1.0,0.0821,1.0,,,0.8477,,,2.0,1.0,,1.0,,,,,1.0,,,,,,
12448305,home,NAC Breda,Elías Már Ómarsson,,,elias-mar-omarsson,E. Már Ómarsson,F,22,183,190,M,187031,EUR,790387200,F,10,10,False,10.0,7.0,1.0,,0.0,2.0,2.0,5.0,8.0,,1.0,1.0,,,,,80.0,23.0,7.4,10.0,0.331031,3,,,1.0,8.0,,1.0,,,,2.0,2.0,0.4105,1.0,,1.0,0.8718,,3.0,2.0,,,1.0,,1.0,,,1.0,1.0,,,,,
12448305,home,NAC Breda,Sydney van Hooijdonk,Sydney,van Hooijdonk,sydney-van-hooijdonk,S. v. Hooijdonk,F,20,190,703,M,943595,EUR,949795200,F,29,29,False,16.0,11.0,,,0.0,5.0,5.0,6.0,11.0,2.0,5.0,,1.0,,,,89.0,24.0,6.6,7.0,0.049558,1,,,2.0,9.0,,,,1.0,1.0,1.0,6.0,0.2648,1.0,,1.0,0.1334,,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,
12448305,home,NAC Breda,Boyd Lucassen,Boyd,Lucassen,boyd-lucassen,B. Lucassen,D,2,173,39,M,912651,EUR,899251200,D,2,2,True,6.0,4.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,,,1.0,2.0,,,,19.0,9.0,6.3,2.0,0.00289426,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448305,home,NAC Breda,Clint Leemans,Clint,Leemans,clint-franciscus-henricus-leemans,C. Leemans,M,8,187,91,M,336811,EUR,811123200,M,8,8,True,9.0,5.0,1.0,1.0,0.0,,,5.0,9.0,1.0,4.0,,,,,,19.0,14.0,6.8,4.0,0.0127901,0,,,,,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
12448305,home,NAC Breda,Terence Kongolo,Terence,Kongolo,terence-kongolo,T. Kongolo,D,,188,165,M,138837,EUR,761184000,D,23,23,True,,,,,0.0,,,,,1.0,1.0,1.0,,,,,10.0,1.0,6.6,,,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448305,home,NAC Breda,Kacper Kostorz,,,kacper-kostorz,K. Kostorz,F,,188,270,M,882645,EUR,935193600,F,9,9,True,,,,,0.0,,,,,,1.0,,,,,,1.0,2.0,,,,0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12448305,home,NAC Breda,Kostas Lamprou,,,kostas-lamprou,K. Lamprou,G,31,176,186,M,42876,EUR,685065600,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448305,home,NAC Breda,Roy Kortsmit,Roy,Kortsmit,roy-kortsmit,R. Kortsmit,G,1,190,35,M,168437,EUR,714787200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
