match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_accurateLongBalls,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_keyPass,stat_dispossessed,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_penaltyWon,stat_accurateCross,stat_bigChanceCreated,stat_outfielderBlock,stat_totalOffside,captain,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_penaltyConceded
11453191,home,Al-Hilal,Bono,,,bono,Bono,G,37,195.0,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,21.0,19.0,2.0,0.0,19.0,20.0,1.0,1.0,10.0,1.0,90.0,28.0,6.5,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453191,home,Al-Hilal,Mohammed Al-Burayk,,,mohammed-al-burayk,M. Al-Burayk,D,2,173.0,281,M,,804096,EUR,716515200,D,2,2,False,36.0,30.0,,0.0,8.0,10.0,29.0,,3.0,,50.0,50.0,6.9,12.0,1,22.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11453191,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187.0,26133,M,kkoulibaly26,126071,EUR,677376000,D,3,3,False,84.0,81.0,6.0,0.0,42.0,44.0,40.0,2.0,7.0,,90.0,88.0,7.7,3.0,1,39.0,,,1.0,,1.0,,,,,,,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11453191,home,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182.0,1057,M,,1138857,EUR,627609600,D,5,5,False,55.0,53.0,1.0,0.0,27.0,28.0,27.0,,2.0,,59.0,58.0,6.9,2.0,0,26.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11453191,home,Al-Hilal,Renan Lodi,,,renan-lodi,R. Lodi,D,16,173.0,4256,M,renan_lodi,851150,EUR,891993600,D,6,6,False,68.0,64.0,5.0,0.0,27.0,28.0,41.0,2.0,3.0,,90.0,99.0,7.4,12.0,2,37.0,1.0,,,3.0,5.0,,3.0,2.0,4.0,2.0,1.0,4.0,2.0,,1.0,,2.0,,,,,,,,,,,,,,,
11453191,home,Al-Hilal,Sergej Milinković-Savić,,,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191.0,13384,M,sms,331447,EUR,793843200,M,22,22,False,51.0,44.0,4.0,0.0,12.0,12.0,39.0,,6.0,,58.0,59.0,7.4,10.0,1,32.0,,,1.0,4.0,4.0,,1.0,1.0,1.0,1.0,,2.0,,,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,
11453191,home,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181.0,15472,M,rubenneves,280955,EUR,858211200,M,8,8,False,110.0,101.0,14.0,1.0,41.0,42.0,72.0,1.0,7.0,,90.0,129.0,8.2,13.0,1,63.0,4.0,,1.0,6.0,5.0,,4.0,2.0,1.0,,4.0,11.0,,,,4.0,1.0,,1.0,,1.0,,3.0,1.0,1.0,,,,,,,
11453191,home,Al-Hilal,Michael,,,michael,Michael,M,96,166.0,9025,M,Michael19,878084,EUR,826588800,M,96,96,False,31.0,24.0,,0.0,5.0,5.0,29.0,,,,76.0,45.0,6.1,16.0,0,19.0,3.0,,,11.0,3.0,,,,,2.0,1.0,,,,,1.0,,4.0,7.0,1.0,,,,,,1.0,,,,,,
11453191,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171.0,13905,M,malcomoliveira_97,551772,EUR,856915200,M,77,77,False,66.0,61.0,2.0,0.0,13.0,14.0,52.0,,6.0,,90.0,76.0,7.3,8.0,1,48.0,,,1.0,1.0,2.0,,,,3.0,,1.0,2.0,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,
11453191,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171.0,11126,M,29salem,160893,EUR,682560000,M,29,29,False,63.0,60.0,1.0,0.0,8.0,8.0,56.0,,7.0,,90.0,87.0,7.9,10.0,2,53.0,1.0,,,5.0,8.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,,,1.0,3.0,1.0,1.0,7.0,5.0,,,1.0,,,,True,,,,,
11453191,home,Al-Hilal,Aleksandar Mitrović,,,aleksandar-mitrovic,A. Mitrović,F,9,189.0,24095,M,AleksMitrović,192144,EUR,779673600,F,9,9,False,21.0,15.0,,0.0,2.0,2.0,19.0,,2.0,,76.0,33.0,8.6,8.0,6,13.0,,1.0,2.0,5.0,2.0,1.0,,,,,1.0,,3.0,2.0,2.0,1.0,,1.0,2.0,,2.0,,,,,1.0,,,,,,
11453191,home,Al-Hilal,Saud Abdulhamid,,,abdulhamid-saud,S. Abdulhamid,D,23,178.0,8457,M,s.abdulhamed66,966849,EUR,932256000,D,66,66,True,41.0,40.0,,0.0,17.0,17.0,24.0,,2.0,,40.0,46.0,6.6,3.0,0,23.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
11453191,home,Al-Hilal,Salman Al-Faraj,,,salman-al-faraj,S. Al-Faraj,M,7,180.0,489,M,,148858,EUR,617932800,M,7,7,True,33.0,27.0,,0.0,13.0,13.0,20.0,,4.0,,32.0,35.0,6.4,8.0,0,14.0,,,,2.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
