match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_wasFouled,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAShot,stat_fouls,stat_possessionLostCtrl,stat_totalCross,stat_onTargetScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_accurateCross,stat_goals,stat_outfielderBlock,stat_ownGoals,stat_totalOffside
11877067,home,Manchester City,Stefan Ortega,stefan-ortega,S. Ortega,G,27,186,11780,M,stefan.ortega1,125274,EUR,721008000,G,18,18,False,17.0,17.0,2.0,2.0,17.0,17.0,10.0,1.0,1.0,2.0,1.0,1.0,90.0,24.0,7.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877067,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22626,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,27.0,27.0,1.0,1.0,1.0,1.0,,,,,,,18.0,29.0,7.1,0,26.0,26.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877067,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40381,M,RúbenD,318941,EUR,863568000,D,3,3,False,167.0,165.0,12.0,11.0,28.0,28.0,4.0,,,,,,90.0,176.0,8.5,3,137.0,139.0,4.0,2.0,,True,2.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11877067,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50024,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,102.0,93.0,3.0,3.0,32.0,34.0,5.0,,,,,,90.0,106.0,7.4,0,61.0,68.0,3.0,1.0,1.0,,,2.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,
11877067,home,Manchester City,Sergio Gómez,sergio-gomez,S. Gómez,M,17,171,4433,M,sergiogm_10,855835,EUR,968025600,D,21,21,False,64.0,61.0,2.0,1.0,12.0,13.0,3.0,,,,,,90.0,83.0,7.4,2,49.0,57.0,3.0,1.0,,,,,1.0,,,1.0,1.0,3.0,,1.0,11.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,,
11877067,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17470,M,Rico_Lewis,1136731,EUR,1100995200,M,82,82,False,116.0,110.0,3.0,1.0,16.0,18.0,5.0,,,,,,90.0,131.0,8.0,1,94.0,102.0,2.0,,1.0,,1.0,1.0,3.0,1.0,1.0,,,,,1.0,12.0,4.0,,,2.0,Rico Lewis,,1.0,1.0,1.0,4.0,,,,,,,,
11877067,home,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33771,M,Kova8,136710,EUR,768182400,M,8,8,False,99.0,96.0,7.0,7.0,19.0,19.0,9.0,,,,,,75.0,106.0,8.2,0,77.0,81.0,3.0,,,,,,,,,,2.0,3.0,,,4.0,1.0,,3.0,,,,1.0,,,2.0,,,,,,,,
11877067,home,Manchester City,Oscar Bobb,oscar-bobb,O. Bobb,M,14,174,21379,M,oscarbobb,1065216,EUR,1057968000,M,52,52,False,69.0,67.0,1.0,1.0,2.0,2.0,4.0,,,,,,90.0,86.0,8.0,3,65.0,68.0,4.0,,1.0,,,,3.0,,1.0,2.0,,2.0,,1.0,8.0,1.0,,,2.0,Oscar Bobb,,,,,1.0,1.0,2.0,1.0,,,,,
11877067,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,173851,M,Foden,859765,EUR,959472000,M,47,47,False,68.0,61.0,6.0,4.0,12.0,12.0,1.0,,,,,,76.0,77.0,9.3,4,50.0,57.0,,,,,,,1.0,,,1.0,,,,,10.0,1.0,3.0,,2.0,,,,,,1.0,1.0,,,1.0,2.0,,,
11877067,home,Manchester City,Jack Grealish,jack-grealish,J. Grealish,M,18,180,57959,M,JGrealish,189061,EUR,810691200,M,10,10,False,45.0,43.0,2.0,2.0,1.0,1.0,3.0,,,,,,57.0,50.0,7.1,0,42.0,46.0,,,,,2.0,,3.0,,,,,,,,5.0,2.0,,,,,,,,,2.0,,1.0,,,,,,
