match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_accurateCross,stat_aerialLost,stat_bigChanceCreated,stat_interceptionWon,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_outfielderBlock,stat_blockedScoringAttempt,stat_dispossessed,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_punches,stat_lastManTackle
12450230,home,Olympique Lyonnais,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3418,M,871290,EUR,881712000,G,1,1,False,18.0,16.0,4.0,2.0,0.0,16.0,17.0,1.0,2.0,1.0,90.0,21.0,6.2,2.0,7.456e-05,0,-0.9505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450230,home,Olympique Lyonnais,Ainsley Maitland-Niles,,,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1575,M,352768,EUR,872812800,D,98,98,False,41.0,40.0,2.0,2.0,0.0,15.0,15.0,27.0,1.0,,90.0,64.0,6.9,8.0,0.0594694,1,,25.0,1.0,1.0,5.0,5.0,1.0,5.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0531,,,,,,,,,,,,,,,,,,
12450230,home,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180,1320,M,152813,EUR,721094400,D,22,22,False,69.0,65.0,,,1.0,25.0,26.0,45.0,7.0,,90.0,79.0,7.1,5.0,0.118036,1,,41.0,2.0,,2.0,2.0,,,,1.0,1.0,,,,,0.0137,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
12450230,home,Olympique Lyonnais,Moussa Niakhaté,,,moussa-niakhate,M. Niakhaté,D,19,190,8301,M,758168,EUR,826243200,D,19,19,False,84.0,72.0,3.0,,0.0,30.0,36.0,48.0,6.0,,90.0,97.0,7.1,12.0,0.0974897,0,,42.0,,7.0,3.0,11.0,,,,,2.0,3.0,2.0,,1.0,,,2.0,,2.0,1.0,1.0,niakhate,1.0,,,,,,,,,,
12450230,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,63.0,54.0,2.0,1.0,0.0,15.0,15.0,55.0,4.0,,90.0,92.0,7.2,15.0,0.522547,4,,40.0,7.0,1.0,5.0,2.0,,,,2.0,2.0,,,,4.0,0.2721,1.0,1.0,,1.0,1.0,,tagliafico3,,2.0,,,,,,,,,
12450230,home,Olympique Lyonnais,Nemanja Matić,,,nemanja-matic,N. Matić,M,18,194,3565,M,44241,EUR,586396800,M,31,31,False,70.0,63.0,3.0,2.0,0.0,18.0,18.0,53.0,4.0,,71.0,78.0,7.2,9.0,0.151552,1,,45.0,1.0,,4.0,2.0,1.0,1.0,1.0,,,,,,,0.0271,,2.0,,3.0,1.0,2.0,Mati,,1.0,1.0,,,,,,,,
12450230,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,8,8,False,76.0,67.0,3.0,1.0,0.0,16.0,17.0,61.0,7.0,,88.0,95.0,7.1,14.0,0.122852,0,,51.0,2.0,,4.0,6.0,1.0,2.0,1.0,,2.0,4.0,3.0,1.0,,,,1.0,,1.0,1.0,,,1.0,,1.0,True,,,,,,,
12450230,home,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176,76914,M,979128,EUR,1061078400,M,18,18,False,63.0,49.0,2.0,1.0,0.0,8.0,8.0,61.0,2.0,,90.0,88.0,7.9,23.0,0.35795,5,,43.0,6.0,,2.0,2.0,,1.0,1.0,1.0,,,,3.0,,0.2186,2.0,,,,1.0,2.0,rayan_cherki,,1.0,2.0,,3.0,0.2243,,,,,
12450230,home,Olympique Lyonnais,Thiago Almada,,,thiago-almada,T. Almada,M,11,171,27604,M,944660,EUR,988243200,M,23,23,False,72.0,65.0,4.0,2.0,0.0,6.0,8.0,70.0,3.0,,90.0,91.0,7.6,16.0,0.629147,2,,60.0,6.0,,1.0,5.0,1.0,2.0,2.0,2.0,,2.0,,3.0,,0.0874,1.0,,,1.0,1.0,3.0,thiago_almada23,,,,,,,,,,,
12450230,home,Olympique Lyonnais,Malick Fofana,Malick Fofana,,malick-fofana,M. Fofana,F,11,169,6170,M,1195784,EUR,1112227200,M,11,11,False,54.0,49.0,1.0,1.0,0.0,1.0,1.0,59.0,1.0,,90.0,77.0,7.7,12.0,0.407226,0,,51.0,6.0,,5.0,5.0,,6.0,4.0,,,,,2.0,2.0,,3.0,1.0,,,1.0,5.0,,,,,,,,1.0,,,,
