match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_possessionLostCtrl,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_clearanceOffLine,stat_outfielderBlock,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim,stat_punches
14429552,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195,19839,M,edou_mendy,845074,EUR,699408000,G,16,16,False,True,9.0,9.0,2.0,2.0,0.0,8.0,8.0,1.0,1.0,8.0,2.0,2.0,90.0,15.0,6.4,0.00082644,0.3525,0,0.2535,0.02,0.0,-0.23,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429552,home,Al-Ahli,Ali Majrashi,,,ali-majrashi,A. Majrashi,D,27,177,404,M,,917035,EUR,938736000,D,27,27,False,,14.0,11.0,4.0,2.0,0.0,5.0,5.0,6.0,9.0,5.0,,,45.0,30.0,6.1,0.0660904,,1,,0.24,0.04,-0.53,,2.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,0.0174,1.0,0.01,,,,,,,,,,,,,,,,,,
14429552,home,Al-Ahli,Merih Demiral,,,merih-demiral,M. Demiral,D,28,190,4099,M,merihdemiral,806968,EUR,889056000,D,28,28,False,,39.0,36.0,4.0,2.0,0.0,10.0,11.0,26.0,28.0,4.0,,,90.0,51.0,7.3,0.0192839,,2,,0.08,0.52,-0.45,,,,5.0,6.0,1.0,,,,4.0,1.0,1.0,,5.0,0.1045,1.0,0.52,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,0.2538,,,,,,,,,
14429552,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185,2314,M,,888949,EUR,911779200,D,3,3,False,,54.0,50.0,4.0,4.0,0.0,15.0,16.0,35.0,38.0,7.0,,,90.0,72.0,7.2,0.0636768,,3,,0.41,0.16,0.0,,1.0,,7.0,2.0,1.0,,,1.0,3.0,3.0,2.0,1.0,8.0,0.1161,,-0.25,4.0,1.0,,2.0,,,,3.0,0.2824,1.0,1.0,1.0,1.0,,,,,
14429552,home,Al-Ahli,Zakaria Hawsawi,Zakaria Al Hawsawi,,zakaria-al-hawsawi,Z. Hawsawi,D,2,175,153,M,,1398854,EUR,979171200,D,2,2,False,,35.0,33.0,2.0,1.0,0.0,9.0,9.0,24.0,26.0,4.0,,,64.0,52.0,6.2,0.0508544,,0,,0.35,0.0,-0.61,,3.0,1.0,4.0,3.0,1.0,5.0,3.0,,,1.0,2.0,,11.0,,,,,,,,,,,2.0,,,,,,,,,,
14429552,home,Al-Ahli,Ziyad Aljohani,Ziyad Aljohani,,ziyad-aljohani,Z. Aljohani,M,30,180,354,M,,1048372,EUR,1005436800,M,30,30,False,,29.0,28.0,1.0,1.0,0.0,1.0,1.0,27.0,28.0,1.0,,,64.0,38.0,6.7,0.0731974,,0,,0.26,0.21,-0.16,,1.0,,2.0,3.0,,2.0,2.0,,1.0,,2.0,1.0,5.0,,,,,,,,,,,1.0,,,,,,1.0,,,,
14429552,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183,43381,M,franckkessie,359226,EUR,850953600,M,79,79,False,,53.0,49.0,5.0,4.0,0.0,11.0,12.0,38.0,41.0,2.0,,,90.0,65.0,6.6,0.0421668,,0,,0.14,0.07,-0.14,,1.0,,6.0,5.0,,4.0,2.0,,2.0,,2.0,,10.0,,1.0,,2.0,1.0,,,,2.0,1.0,1.0,,,,,,1.0,,,,
14429552,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179,70718,M,RMahrez,158213,EUR,667094400,M,7,7,False,,58.0,50.0,7.0,4.0,2.0,9.0,9.0,41.0,49.0,5.0,,,90.0,76.0,7.9,0.557778,,4,,0.66,0.33,-0.19,,10.0,7.0,2.0,1.0,1.0,,,3.0,,,,1.0,11.0,0.1305,8.0,-0.39,1.0,,,1.0,,,,,0.7118,,,,,,3.0,1.0,,
14429552,home,Al-Ahli,Enzo Millot,,,millot-enzo,E. Millot,M,10,175,4909,M,,957889,EUR,1026864000,M,10,10,False,,46.0,43.0,3.0,2.0,0.0,12.0,12.0,31.0,34.0,2.0,,,90.0,63.0,6.5,0.312962,,4,,0.27,0.26,-0.21,,2.0,1.0,7.0,3.0,2.0,2.0,,2.0,,1.0,1.0,1.0,8.0,0.3236,2.0,-0.52,2.0,,2.0,,,2.0,1.0,,,1.0,,,,1.0,1.0,,,
14429552,home,Al-Ahli,Matheus Gonçalves,Matheus Gonçalves,,matheus-goncalves,M. Gonçalves,M,20,175,7172,M,,1175553,EUR,1124323200,M,20,20,False,,31.0,27.0,2.0,2.0,0.0,4.0,5.0,23.0,26.0,5.0,,,64.0,42.0,6.6,0.0529653,,1,,0.38,0.23,-0.19,,4.0,1.0,4.0,,,2.0,,1.0,,,3.0,,12.0,0.0125,,0.01,,,,,,,,2.0,,,,,,,,1.0,,
