match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_aerialWon,stat_shotOffTarget,stat_totalTackle,stat_expectedGoals,stat_aerialLost,stat_wonTackle,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_goodHighClaim,stat_totalOffside,stat_bigChanceCreated,stat_outfielderBlock,stat_hitWoodwork,stat_bigChanceMissed
13472734,home,Cruzeiro,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,1,1,False,15.0,10.0,6.0,1.0,0.0,9.0,9.0,1.0,6.0,1.0,1.0,5.0,1.0,4.0,5.0,2.0,2.0,90.0,27.0,7.2,5.0,0.00046577,0,0.3281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472734,home,Cruzeiro,William,william,William,D,12,176,2476,M,,604274,EUR,796867200,D,12,12,False,49.0,42.0,9.0,6.0,0.0,18.0,21.0,24.0,28.0,1.0,,5.0,,,,,,90.0,77.0,6.4,22.0,0.0439481,0,,,,9.0,7.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
13472734,home,Cruzeiro,Fabrício Bruno,fabricio-bruno,F. Bruno,D,15,192,6526,M,fabriciobruno96,840220,EUR,824083200,D,15,15,False,66.0,62.0,15.0,13.0,0.0,32.0,32.0,30.0,34.0,5.0,5.0,8.0,2.0,,,,,90.0,83.0,7.4,5.0,0.0135923,1,,,,1.0,1.0,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0138,,,,,,,,,,,,,,
13472734,home,Cruzeiro,Lucas Villalba,lucas-villalba,L. Villalba,D,25,177,1898,M,,260077,EUR,777254400,D,25,25,False,63.0,58.0,9.0,5.0,0.0,30.0,31.0,28.0,32.0,3.0,7.0,4.0,1.0,,,,,90.0,76.0,7.0,5.0,0.0180115,0,,,,,5.0,1.0,,,,,,1.0,,,,2.0,,3.0,2.0,1.0,,,,,,,,,,,
13472734,home,Cruzeiro,Kaiki,kaiki,Kaiki,D,6,172,2601,M,,1112484,EUR,1047081600,D,6,6,False,45.0,38.0,5.0,1.0,0.0,13.0,14.0,25.0,31.0,8.0,4.0,3.0,,,,,,90.0,72.0,7.8,14.0,0.0281789,2,,Kaiki,,2.0,5.0,,1.0,3.0,3.0,1.0,1.0,2.0,,2.0,1.0,3.0,0.2792,2.0,2.0,,1.0,1.0,0.9464,,,,,,,,
13472734,home,Cruzeiro,Lucas Romero,lucas-romero,L. Romero,M,29,167,2727,M,,263477,EUR,766627200,M,29,29,False,45.0,43.0,6.0,6.0,0.0,18.0,18.0,25.0,27.0,4.0,,4.0,2.0,,,,,71.0,54.0,7.2,2.0,0.0298011,3,,,,,3.0,1.0,,1.0,1.0,1.0,,2.0,,,3.0,1.0,0.063,,,1.0,,,,,,,,,,,
13472734,home,Cruzeiro,Lucas Silva,lucas-silva,L. Silva,M,16,182,2401,M,,245159,EUR,729820800,M,16,16,False,51.0,44.0,8.0,5.0,0.0,17.0,18.0,27.0,33.0,3.0,,4.0,,,,,,90.0,61.0,7.2,9.0,0.0226064,1,,,,,5.0,2.0,2.0,,,1.0,,1.0,,1.0,,2.0,0.0398,,,1.0,1.0,1.0,0.1936,True,,,,,,,
13472734,home,Cruzeiro,Christian,christian,Christian,M,88,178,1761,M,,981733,EUR,977184000,M,88,88,False,20.0,17.0,,,0.0,8.0,8.0,9.0,12.0,7.0,,3.0,5.0,,,,,90.0,38.0,7.1,11.0,0.00984722,2,,,,5.0,3.0,1.0,1.0,,,,1.0,,,,1.0,2.0,0.1243,1.0,1.0,,,,,,1.0,,,,,,
13472734,home,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175,14140,M,matheus_pereira,377238,EUR,831254400,M,10,10,False,46.0,36.0,2.0,1.0,0.0,7.0,8.0,29.0,38.0,2.0,,3.0,2.0,,,,,89.0,66.0,7.4,22.0,0.149577,1,,,,8.0,4.0,,3.0,1.0,,,2.0,2.0,2.0,,1.0,,0.0173,,,7.0,,,,,,,,,,,
13472734,home,Cruzeiro,Wanderson,wanderson,Wanderson,M,94,175,1923,M,,247483,EUR,781401600,M,94,94,False,10.0,9.0,1.0,,0.0,3.0,3.0,6.0,7.0,2.0,1.0,1.0,1.0,,,,,61.0,19.0,6.6,4.0,0.00541398,1,,,,1.0,2.0,1.0,,2.0,1.0,,1.0,,,,1.0,,0.0321,,,,,,,,,,,,,,
