match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateLongBalls,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_expectedGoals,stat_wonTackle,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_goals,stat_clearanceOffLine,stat_goalAssist
11396245,home,FC Bayern München,Sven Ulreich,,,sven-ulreich,S. Ulreich,G,26,192,2973,M,26768,EUR,586569600,G,26,26,False,15.0,13.0,2.0,12.0,13.0,1.0,2.0,1.0,10.0,1.0,3.0,1.0,90.0,28.0,6.7,2.0,0.00021941,0,0.2691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396245,home,FC Bayern München,Joshua Kimmich,,,joshua-kimmich,J. Kimmich,M,6,176,42486,M,259117,EUR,792201600,D,6,6,False,74.0,70.0,3.0,28.0,28.0,50.0,61.0,2.0,7.0,,,,90.0,105.0,8.4,14.0,1.5124,0,,Jok_32,2.0,15.0,8.0,1.0,6.0,5.0,2.0,6.0,4.0,2.0,1.0,1.0,1.0,8.0,,,,,,,,,,,,,,,,,,
11396245,home,FC Bayern München,Matthijs de Ligt,,,matthijs-de-ligt,M. de Ligt,D,4,188,32702,M,803031,EUR,934416000,D,4,4,False,83.0,80.0,7.0,39.0,41.0,41.0,42.0,2.0,3.0,,,,90.0,90.0,7.1,3.0,0.0272237,0,,mdeligt,5.0,,,,,3.0,,,,,,1.0,,,2.0,1.0,3.0,,,,,,,,,,,,,,,
11396245,home,FC Bayern München,Eric Dier,,,eric-dier,E. Dier,D,3,191,4303,M,146101,EUR,758592000,D,15,15,False,83.0,76.0,6.0,49.0,54.0,27.0,29.0,3.0,3.0,,,,90.0,94.0,6.7,8.0,0.0231283,2,,ericdier,3.0,,,1.0,2.0,5.0,,,,,1.0,,1.0,,4.0,,1.0,1.0,1.0,1.0,1.0,0.1727,,,,,,,,,,
11396245,home,FC Bayern München,Alphonso Davies,,,alphonso-davies,A. Davies,D,19,185,29613,M,843665,EUR,973123200,D,19,19,False,52.0,46.0,1.0,22.0,23.0,25.0,30.0,,2.0,,,,84.0,70.0,6.7,8.0,0.0446862,1,,ADavies19,1.0,1.0,1.0,,3.0,2.0,2.0,1.0,,,,,,1.0,,1.0,,,1.0,,2.0,0.0329,1.0,,,,,,,,,
11396245,home,FC Bayern München,Konrad Laimer,,,konrad-laimer,K. Laimer,D,27,180,7452,M,355492,EUR,864691200,M,27,27,False,62.0,56.0,6.0,22.0,25.0,34.0,37.0,1.0,6.0,,,,73.0,77.0,6.9,11.0,0.121819,1,,KonradLaimer,3.0,,,,3.0,3.0,1.0,1.0,,,4.0,,1.0,,1.0,,1.0,,1.0,,2.0,0.0368,2.0,,,,,,,,,
11396245,home,FC Bayern München,Leon Goretzka,,,leon-goretzka,L. Goretzka,M,8,189,12148,M,184661,EUR,792028800,M,8,8,False,93.0,88.0,10.0,31.0,31.0,57.0,64.0,,8.0,,,,90.0,110.0,7.7,8.0,0.122145,2,,leon_goretzka,8.0,2.0,,,2.0,1.0,1.0,,,,,,1.0,1.0,,,4.0,,1.0,,1.0,0.1053,1.0,1.0,,,,,,,,
11396245,home,FC Bayern München,Leroy Sané,,,leroy-sane,L. Sané,M,10,184,41295,M,293519,EUR,821318400,M,10,10,False,29.0,25.0,1.0,10.0,12.0,15.0,17.0,,3.0,,,,63.0,45.0,6.6,10.0,0.0429102,3,,LeroySane,1.0,,,,4.0,2.0,1.0,4.0,2.0,,3.0,,1.0,,,,1.0,,,,,0.2316,,3.0,,,,,,,,
11396245,home,FC Bayern München,Thomas Müller,,,thomas-muller,T. Müller,F,13,186,37471,M,35166,EUR,621648000,M,25,25,False,32.0,23.0,2.0,9.0,10.0,14.0,24.0,,4.0,,,,63.0,46.0,7.0,14.0,0.034978,2,,esmuellert,,2.0,,1.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,,,1.0,,,0.0368,,1.0,True,1.0,1.0,,,,,
11396245,home,FC Bayern München,Jamal Musiala,,,jamal-musiala,J. Musiala,M,10,184,116690,M,1010231,EUR,1046217600,M,42,42,False,24.0,18.0,1.0,2.0,3.0,16.0,21.0,,1.0,,,,63.0,43.0,6.4,14.0,0.0282163,0,,Bambi,,,,,8.0,6.0,1.0,8.0,3.0,,2.0,1.0,1.0,2.0,,,,,,,2.0,,,,,1.0,,,,,,
