match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_lastManTackle,stat_wasFouled,stat_shotOffTarget,stat_accurateCross,stat_dispossessed,stat_challengeLost,captain,stat_bigChanceMissed,stat_goals,stat_punches,stat_outfielderBlock,stat_totalOffside
13472676,home,Cruzeiro,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,1,1,False,17.0,14.0,6.0,3.0,0.0,13.0,14.0,1.0,3.0,10.0,2.0,1.0,2.0,90.0,24.0,6.8,3.0,0.00251353,0,-0.3451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472676,home,Cruzeiro,William,william,William,D,12,176,2476,M,,604274,EUR,796867200,D,12,12,False,43.0,33.0,7.0,4.0,1.0,11.0,12.0,22.0,31.0,4.0,,,,90.0,82.0,8.2,22.0,0.217895,2,,,,6.0,1.0,3.0,5.0,8.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,0.0416,0.5065,1.0,,,,,,,,,,,,
13472676,home,Cruzeiro,Fabrício Bruno,fabricio-bruno,F. Bruno,D,15,192,6526,M,fabriciobruno96,840220,EUR,824083200,D,15,15,False,56.0,49.0,13.0,8.0,0.0,37.0,39.0,12.0,17.0,4.0,,,,90.0,68.0,7.2,7.0,0.00574974,0,,,,,,3.0,,5.0,,,,,,7.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,
13472676,home,Cruzeiro,Lucas Villalba,lucas-villalba,L. Villalba,D,25,177,1898,M,,260077,EUR,777254400,D,25,25,False,48.0,39.0,8.0,5.0,0.0,33.0,35.0,6.0,13.0,1.0,,,,90.0,61.0,7.1,9.0,0.0113485,1,,,,,1.0,4.0,1.0,5.0,,,,,,6.0,3.0,,,,,0.0582,,,,1.0,1.0,,,,,,,,,
13472676,home,Cruzeiro,Kaiki,kaiki,Kaiki,D,6,172,2601,M,,1112484,EUR,1047081600,D,6,6,False,19.0,12.0,3.0,,0.0,7.0,8.0,5.0,11.0,5.0,,,,90.0,48.0,6.8,15.0,0.0316164,0,,Kaiki,,3.0,2.0,3.0,7.0,8.0,1.0,,,,,3.0,1.0,4.0,3.0,1.0,1.0,,,1.0,,1.0,,1.0,3.0,,,,,,,
13472676,home,Cruzeiro,Lucas Romero,lucas-romero,L. Romero,M,29,167,2727,M,,263477,EUR,766627200,M,29,29,False,42.0,31.0,7.0,3.0,0.0,12.0,15.0,19.0,27.0,4.0,,,,90.0,56.0,6.8,15.0,0.0148252,2,,,,3.0,,,4.0,4.0,,,,1.0,1.0,1.0,,2.0,1.0,,1.0,0.0587,0.1685,,,2.0,,1.0,2.0,1.0,,,,,,
13472676,home,Cruzeiro,Lucas Silva,lucas-silva,L. Silva,M,16,182,2401,M,,245159,EUR,729820800,M,16,16,False,29.0,27.0,3.0,3.0,0.0,9.0,10.0,18.0,19.0,7.0,,,,77.0,36.0,7.1,3.0,0.021166,1,,,,,,,2.0,3.0,,,,,,,1.0,3.0,3.0,1.0,1.0,0.0132,,1.0,,,1.0,,,1.0,True,,,,,
13472676,home,Cruzeiro,Christian,christian,Christian,M,88,178,1761,M,,981733,EUR,977184000,M,88,88,False,12.0,6.0,2.0,1.0,0.0,,,6.0,12.0,3.0,,,,90.0,29.0,6.6,12.0,0.0214937,1,,,,3.0,2.0,,5.0,5.0,1.0,,,,,,1.0,2.0,,1.0,1.0,0.2475,,1.0,,3.0,1.0,,1.0,,,1.0,,,,
13472676,home,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175,14140,M,matheus_pereira,377238,EUR,831254400,M,10,10,False,23.0,19.0,3.0,1.0,0.0,4.0,5.0,15.0,18.0,4.0,,,,77.0,41.0,8.0,12.0,0.0220905,1,,,,5.0,1.0,1.0,5.0,9.0,1.0,1.0,,1.0,,,1.0,3.0,3.0,1.0,2.0,0.0374,0.1852,2.0,,4.0,,,1.0,1.0,,,1.0,,,
13472676,home,Cruzeiro,Wanderson,wanderson,Wanderson,M,94,175,1923,M,,247483,EUR,781401600,M,94,94,False,13.0,13.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,1.0,,,,67.0,26.0,7.8,3.0,0.20745,2,,,,4.0,,,,2.0,,,1.0,1.0,1.0,,,1.0,,1.0,,0.0831,0.5842,4.0,,1.0,,2.0,,,,,,,,
