match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_outfielderBlock,stat_wasFouled,stat_clearanceOffLine,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_shotOffTarget,stat_accurateCross,stat_penaltyConceded,stat_bigChanceCreated,stat_goodHighClaim,stat_goalAssist,player_sofascoreId,stat_penaltyWon,stat_goals
10388436,home,FC Schalke 04,Alexander Schwolow,alexander-schwolow,A. Schwolow,G,25,189,159,M,134778,EUR,707443200,G,13,13,False,34.0,24.0,17.0,8.0,18.0,22.0,6.0,12.0,1.0,13.0,4.0,1.0,6.0,1.0,90.0,49.0,7.3,10.0,0.0,0.0,0.00203407,0,-0.0362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388436,home,FC Schalke 04,Cédric Brunner,cedric-brunner,C. Brunner,D,26,179,95,M,330689,EUR,761443200,D,27,27,False,34.0,24.0,1.0,,15.0,18.0,9.0,17.0,3.0,4.0,,,,,90.0,58.0,6.5,15.0,0.0,0.0,0.0668368,0,,Cédric,Brunner,1.0,3.0,2.0,9.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,
10388436,home,FC Schalke 04,Maya Yoshida,maya-yoshida,M. Yoshida,D,4,189,842,M,24248,EUR,588384000,D,4,4,False,59.0,38.0,14.0,4.0,33.0,39.0,5.0,20.0,5.0,9.0,,,,,90.0,75.0,7.1,22.0,0.0,0.0,0.00410516,0,,,,,,5.0,2.0,8.0,,,1.0,1.0,3.0,1.0,,2.0,True,2.0,1.0,,,,,,,,,,,,,,,,
10388436,home,FC Schalke 04,Henning Matriciani,henning-matriciani,H. Matriciani,D,41,185,146,M,962577,EUR,952992000,D,41,41,False,40.0,33.0,8.0,5.0,27.0,31.0,6.0,9.0,2.0,6.0,,,,,90.0,47.0,7.3,7.0,0.0,0.0,0.00214131,0,,,,,,1.0,1.0,3.0,1.0,,,,1.0,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
10388436,home,FC Schalke 04,Thomas Ouwejan,thomas-ouwejan,T. Ouwejan,D,5,184,243,M,798180,EUR,844041600,D,2,2,False,4.0,1.0,1.0,,,,1.0,4.0,2.0,1.0,,,,,34.0,10.0,6.8,3.0,0.0,0.0,0.00421984,0,,,,,1.0,,1.0,2.0,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
10388436,home,FC Schalke 04,Tom Krauß,tom-krauss,T. Krauß,M,5,182,398,M,930272,EUR,993168000,M,6,6,False,17.0,16.0,,,9.0,9.0,7.0,8.0,1.0,1.0,,,,,81.0,24.0,6.1,2.0,0.1196,0.1582,0.0336292,1,,,,,1.0,,6.0,1.0,1.0,1.0,,,,1.0,1.0,3.0,,,,,,1.0,1.0,,,,,,,,,,,,
10388436,home,FC Schalke 04,Alex Král,alex-kral,A. Král,M,33,185,619,M,825740,EUR,895536000,M,30,30,False,31.0,18.0,8.0,1.0,13.0,15.0,5.0,17.0,2.0,7.0,,,,,90.0,41.0,6.7,15.0,0.0163,0.0,0.112825,1,,,,1.0,2.0,2.0,3.0,4.0,,,,,1.0,2.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,
10388436,home,FC Schalke 04,Kenan Karaman,kenan-karaman,K. Karaman,F,19,189,1025,M,168943,EUR,762825600,M,19,19,False,5.0,3.0,,,1.0,1.0,2.0,5.0,1.0,1.0,,,,,56.0,14.0,6.3,7.0,0.057,0.0361,0.0257685,1,,,,1.0,2.0,,5.0,,1.0,2.0,,,,,,,,,,,1.0,,1.0,,2.0,1.0,,,,,,,,,
10388436,home,FC Schalke 04,Florent Mollet,florent-mollet,F. Mollet,M,91,174,195,M,234230,EUR,690508800,M,20,20,False,22.0,14.0,3.0,1.0,7.0,8.0,7.0,17.0,,4.0,,,,,90.0,38.0,6.1,16.0,0.0912,0.0,0.00454701,2,,,,3.0,3.0,,7.0,2.0,2.0,1.0,,,1.0,,,1.0,,,2.0,,,,,1.0,4.0,,1.0,,,,,,,,
10388436,home,FC Schalke 04,Marius Bülter,marius-bulter,M. Bülter,F,30,188,454,M,378340,EUR,733363200,M,11,11,False,22.0,14.0,2.0,,8.0,10.0,7.0,15.0,,4.0,,,,,90.0,37.0,6.9,12.0,0.0852,0.029,0.0614365,3,,,,3.0,7.0,4.0,7.0,6.0,,,,,2.0,1.0,,,,,1.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,,,,,,,
