match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_wonTackle,stat_aerialWon,stat_fouls,stat_challengeLost,captain,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
12764304,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188.0,21392,M,996953,EUR,1005004800,G,30,30,False,25.0,16.0,15.0,6.0,0.0,15.0,18.0,1.0,7.0,4.0,7.0,5.0,5.0,2.0,2.0,90.0,40.0,8.1,9.0,0.00017734,0,1.9934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764304,home,Lille,Tiago Santos,,,tiago-santos,T. Santos,D,22,175.0,1639,M,1087364,EUR,1027382400,D,22,22,False,36.0,27.0,4.0,2.0,0.0,14.0,16.0,14.0,25.0,3.0,6.0,,,,,90.0,72.0,8.2,17.0,0.0400589,0,,5.0,1.0,1.0,4.0,7.0,2.0,4.0,3.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
12764304,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182.0,1852,M,962408,EUR,978739200,D,18,18,False,42.0,40.0,4.0,2.0,0.0,29.0,30.0,11.0,12.0,6.0,4.0,,,,,90.0,53.0,7.2,2.0,0.0069545,0,,,,,,3.0,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
12764304,home,Lille,Alexsandro Ribeiro,Alexsandro Ribeiro,,alexsandro-ribeiro,A. Ribeiro,D,4,192.0,4607,M,1049775,EUR,934156800,D,4,4,False,57.0,49.0,9.0,6.0,0.0,44.0,49.0,5.0,8.0,3.0,5.0,,,,,90.0,66.0,7.1,9.0,0.171068,0,,,,1.0,3.0,5.0,1.0,,,,,1.0,,,2.0,,,3.0,1.0,,,,,,,,,,,,,,,,
12764304,home,Lille,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181.0,1203,M,834308,EUR,925344000,D,5,5,False,39.0,32.0,7.0,4.0,0.0,20.0,25.0,12.0,14.0,5.0,6.0,,,,,90.0,70.0,6.9,16.0,0.0106645,0,,,,,8.0,6.0,5.0,3.0,3.0,,,,2.0,2.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,
12764304,home,Lille,Ayyoub Bouaddi,Ayyoub Bouaddi,,bouaddi-ayyoub,A. Bouaddi,M,32,185.0,5460,M,1564180,EUR,1191283200,M,32,32,False,44.0,43.0,,,0.0,25.0,25.0,18.0,19.0,1.0,1.0,,,,,90.0,51.0,6.6,3.0,0.00743918,0,,,,,4.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,
12764304,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180.0,767,M,51665,EUR,649641600,M,21,21,False,66.0,52.0,7.0,2.0,0.0,33.0,38.0,19.0,28.0,2.0,7.0,,,,,90.0,81.0,6.6,20.0,0.0165569,0,,,,3.0,7.0,4.0,1.0,1.0,1.0,,1.0,1.0,,4.0,1.0,,,2.0,2.0,1.0,True,1.0,,,,,,,,,,,,,
12764304,home,Lille,Edon Zhegrova,,,edon-zhegrova,E. Zhegrova,M,11,181.0,9905,M,887766,EUR,922838400,M,23,23,False,26.0,23.0,,,0.0,10.0,10.0,14.0,20.0,,6.0,,,,,90.0,61.0,6.4,20.0,0.209935,3,,4.0,1.0,,13.0,6.0,2.0,9.0,1.0,,,,3.0,3.0,2.0,2.0,,,1.0,2.0,,,edonzhegrova10,1.0,2.0,1.0,0.0883,,,,,,,,
12764304,home,Lille,Rémy Cabella,,,remy-cabella,R. Cabella,M,20,171.0,1158,M,72998,EUR,636854400,M,10,10,False,41.0,38.0,,,0.0,15.0,15.0,23.0,27.0,,1.0,,,,,72.0,48.0,6.8,5.0,0.0234565,0,,1.0,,1.0,4.0,3.0,1.0,,,,,,1.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,
12764304,home,Lille,Mitchel Bakker,,,mitchel-bakker,M. Bakker,D,5,185.0,1235,M,856638,EUR,961459200,M,20,20,False,29.0,21.0,2.0,,0.0,8.0,9.0,13.0,22.0,,4.0,,,,,88.0,38.0,6.5,11.0,0.00904823,0,,2.0,,,3.0,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
