match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_totalContest,stat_unsuccessfulTouch,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_wasFouled,stat_keyPass,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_shotOffTarget,stat_bigChanceCreated,captain,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches
13472778,home,Cruzeiro,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,1,1,False,15.0,10.0,11.0,6.0,0.0,7.0,10.0,3.0,5.0,5.0,1.0,90.0,18.0,6.5,5.0,0.00061797,0,0.0829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472778,home,Cruzeiro,William,william,William,D,12,176,2476,M,,604274,EUR,796867200,D,12,12,False,7.0,7.0,,,0.0,3.0,3.0,4.0,4.0,1.0,,21.0,13.0,6.4,5.0,0.00212454,0,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472778,home,Cruzeiro,Fabrício Bruno,fabricio-bruno,F. Bruno,D,15,192,6526,M,fabriciobruno96,840220,EUR,824083200,D,15,15,False,59.0,52.0,6.0,3.0,0.0,33.0,35.0,19.0,24.0,5.0,,90.0,67.0,6.9,7.0,0.0426657,0,,,,,1.0,,,1.0,2.0,3.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
13472778,home,Cruzeiro,Lucas Villalba,lucas-villalba,L. Villalba,D,25,177,1898,M,,260077,EUR,777254400,D,25,25,False,48.0,41.0,9.0,3.0,0.0,31.0,33.0,10.0,15.0,4.0,,90.0,61.0,7.9,7.0,0.0193458,1,,,,,2.0,1.0,,1.0,,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.2405,0.9521,,,,,,,,,,,
13472778,home,Cruzeiro,Kaiki,kaiki,Kaiki,D,6,172,2601,M,,1112484,EUR,1047081600,D,6,6,False,15.0,10.0,2.0,,0.0,5.0,6.0,5.0,9.0,2.0,,90.0,44.0,6.8,12.0,0.00483944,1,,Kaiki,,1.0,7.0,,2.0,3.0,1.0,4.0,4.0,,,,,,,2.0,3.0,2.0,4.0,0.0186,,1.0,1.0,,,,,,,,,
13472778,home,Cruzeiro,Lucas Romero,lucas-romero,L. Romero,M,29,167,2727,M,,263477,EUR,766627200,M,29,29,False,50.0,37.0,6.0,4.0,1.0,15.0,16.0,22.0,34.0,2.0,,83.0,60.0,7.6,14.0,0.343304,1,,,,,3.0,2.0,,,,3.0,,,1.0,1.0,1.0,,,2.0,2.0,1.0,2.0,0.0701,0.1669,,,1.0,,,,,,,,
13472778,home,Cruzeiro,Lucas Silva,lucas-silva,L. Silva,M,16,182,2401,M,,245159,EUR,729820800,M,16,16,False,53.0,49.0,4.0,1.0,0.0,23.0,23.0,26.0,30.0,7.0,,90.0,67.0,6.7,10.0,0.38741,0,,,,1.0,7.0,6.0,1.0,,,2.0,1.0,,3.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,1.0,True,1.0,,,,,,
13472778,home,Cruzeiro,Christian,christian,Christian,M,88,178,1761,M,,981733,EUR,977184000,M,88,88,False,21.0,15.0,,,1.0,5.0,5.0,10.0,16.0,6.0,,90.0,36.0,7.4,10.0,0.0198005,3,,,,,3.0,1.0,2.0,,,3.0,1.0,1.0,2.0,,,,,1.0,2.0,,1.0,0.293,,,2.0,1.0,,,1.0,1.0,,,,
13472778,home,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175,14140,M,matheus_pereira,377238,EUR,831254400,M,10,10,False,39.0,33.0,2.0,1.0,2.0,8.0,9.0,25.0,30.0,4.0,,84.0,63.0,9.1,14.0,0.686962,4,,,,5.0,3.0,1.0,3.0,,,9.0,,4.0,5.0,,2.0,,,,5.0,4.0,1.0,0.129,0.1842,,1.0,2.0,,2.0,1.0,1.0,,,,
13472778,home,Cruzeiro,Wanderson,wanderson,Wanderson,M,94,175,1923,M,,247483,EUR,781401600,M,94,94,False,17.0,15.0,,,0.0,3.0,3.0,12.0,14.0,1.0,,79.0,27.0,6.6,6.0,0.189895,2,,,,2.0,3.0,2.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,,1.0,0.5448,0.7087,,,,,,,1.0,1.0,,,
13472778,home,Cruzeiro,Kaio Jorge,kaio-jorge,K. Jorge,F,19,182,26963,M,kaiojorge,954888,EUR,1011830400,F,19,19,False,12.0,11.0,,,0.0,2.0,2.0,9.0,10.0,1.0,,79.0,28.0,9.2,10.0,0.0152284,5,,,,,7.0,3.0,5.0,2.0,1.0,3.0,,1.0,,1.0,4.0,3.0,,,,,1.0,1.3258,2.0119,1.0,1.0,,,,1.0,,,,,
13472778,home,Cruzeiro,Fagner,fagner,Fagner,D,23,168,3781,M,Fagner,25554,EUR,613526400,D,23,23,True,20.0,16.0,2.0,,0.0,5.0,6.0,11.0,14.0,2.0,,69.0,36.0,6.5,8.0,0.0312355,0,,,,2.0,2.0,,1.0,1.0,,2.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,
13472778,home,Cruzeiro,Marquinhos,marquinhos,Marquinhos,M,7,175,4094,M,_marquinhos011,1116954,EUR,1049673600,F,7,7,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,11.0,9.0,6.8,2.0,0.110596,0,,Marquinhos,,1.0,1.0,2.0,1.0,1.0,,3.0,,,,2.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,
