match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_shotOffTarget,stat_lastManTackle,stat_wasFouled,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_totalOffside,stat_keyPass,captain,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock
10388483,home,SC Freiburg,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2843,M,171919,EUR,739929600,G,26,26,False,41.0,31.0,22.0,12.0,22.0,24.0,9.0,17.0,8.0,1.0,1.0,90.0,45.0,6.4,11.0,0.0,0.0,0.0099444,0,-0.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388483,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,False,32.0,22.0,8.0,1.0,16.0,18.0,6.0,14.0,6.0,,,90.0,50.0,6.7,15.0,0.0,0.0,0.00507584,0,,1.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388483,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,63.0,49.0,13.0,6.0,40.0,43.0,9.0,21.0,5.0,,,90.0,75.0,7.8,15.0,0.2369,0.4108,0.0919994,1,,2.0,3.0,6.0,,,3.0,2.0,4.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388483,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,False,62.0,49.0,11.0,7.0,42.0,50.0,7.0,12.0,12.0,,,90.0,78.0,7.7,13.0,0.0442,0.0,0.0127475,2,,3.0,2.0,10.0,,,2.0,3.0,5.0,2.0,,,,2.0,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,
10388483,home,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,M,25,25,False,26.0,16.0,2.0,1.0,6.0,10.0,10.0,16.0,7.0,,,90.0,41.0,7.0,15.0,0.0,0.0,0.0556249,0,,2.0,3.0,6.0,,,2.0,,3.0,3.0,1.0,,,2.0,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,
10388483,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,22.0,15.0,1.0,1.0,4.0,8.0,11.0,16.0,8.0,,,79.0,33.0,6.5,15.0,0.0,0.0,0.100624,0,,3.0,5.0,5.0,1.0,2.0,1.0,,1.0,1.0,4.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,
10388483,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,46.0,34.0,5.0,4.0,19.0,23.0,15.0,23.0,9.0,,,90.0,65.0,7.2,14.0,0.0339,0.0163,0.0347664,1,,2.0,5.0,8.0,1.0,,1.0,4.0,3.0,2.0,,5.0,,,1.0,,,,2.0,,,2.0,1.0,,,,,,,,,,,,
10388483,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,M,30,30,False,32.0,25.0,6.0,3.0,8.0,10.0,22.0,32.0,5.0,,,90.0,57.0,7.9,14.0,0.0538,0.3724,0.290104,1,,1.0,3.0,4.0,2.0,,1.0,1.0,3.0,2.0,1.0,1.0,10.0,,1.0,,,,,,,,,1.0,2.0,True,1.0,5.0,1.0,,,,,,
10388483,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,F,42,42,False,18.0,12.0,2.0,2.0,2.0,5.0,10.0,13.0,3.0,,,89.0,41.0,7.2,10.0,0.7159,0.0,0.229117,3,,,4.0,11.0,,,,1.0,1.0,,2.0,1.0,,3.0,,,1.0,,4.0,,,6.0,6.0,,,,,,,doanritsu,1.0,2.0,,,
10388483,home,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1525,M,111483,EUR,766627200,F,38,38,False,23.0,13.0,1.0,,2.0,2.0,11.0,22.0,4.0,,,89.0,46.0,6.6,22.0,0.7419,0.1253,0.145534,3,,9.0,14.0,13.0,2.0,1.0,,,2.0,1.0,8.0,2.0,1.0,7.0,1.0,,2.0,,1.0,,,3.0,1.0,1.0,1.0,,,,,,1.0,,,,
