match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_totalOffside,stat_aerialLost,stat_bigChanceCreated,stat_totalCross,stat_wonContest,stat_penaltyConceded,stat_fouls,stat_accurateCross,stat_goals,stat_wasFouled,captain,stat_bigChanceMissed,stat_goalAssist,stat_goodHighClaim,stat_punches,stat_lastManTackle,stat_penaltyWon,stat_hitWoodwork
11396452,home,FC Bayern München,Sven Ulreich,,,sven-ulreich,S. Ulreich,G,26,192,2973,M,26768,EUR,586569600,G,26,26,False,33.0,24.0,15.0,7.0,20.0,21.0,4.0,12.0,1.0,2.0,2.0,1.0,3.0,90.0,39.0,6.6,9.0,0.0,0.0,0.00112061,0,0.1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396452,home,FC Bayern München,Konrad Laimer,,,konrad-laimer,K. Laimer,D,27,180,7452,M,355492,EUR,864691200,D,27,27,False,57.0,51.0,,,28.0,31.0,23.0,26.0,,8.0,,,,85.0,82.0,7.2,9.0,0.1011,0.0557,0.0171109,2,,KonradLaimer,2.0,4.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11396452,home,FC Bayern München,Dayot Upamecano,,,dayot-upamecano,D. Upamecano,D,2,185,14152,M,798583,EUR,909446400,D,2,2,False,78.0,70.0,6.0,3.0,47.0,50.0,23.0,28.0,2.0,11.0,,,,90.0,88.0,6.6,9.0,0.0712,0.0,0.0134992,1,,Upamecano,,2.0,2.0,2.0,,,,,,,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
11396452,home,FC Bayern München,Min-jae Kim,,,min-jae-kim,M. Kim,D,3,190,15013,M,896569,EUR,848016000,D,3,3,False,101.0,92.0,3.0,1.0,62.0,64.0,30.0,37.0,3.0,6.0,,,,90.0,118.0,7.4,10.0,0.0912,0.0,0.0804393,1,,kiminjae3,,4.0,2.0,2.0,,,,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,
11396452,home,FC Bayern München,Alphonso Davies,,,alphonso-davies,A. Davies,D,19,185,29613,M,843665,EUR,973123200,D,19,19,False,53.0,51.0,,,31.0,31.0,20.0,23.0,2.0,6.0,,,,90.0,77.0,6.7,7.0,0.0,0.0,0.0899104,0,,ADavies19,,4.0,5.0,1.0,,4.0,,,,3.0,2.0,1.0,,3.0,,,,,,1.0,3.0,1.0,2.0,,,,,,,,,,,
11396452,home,FC Bayern München,Joshua Kimmich,,,joshua-kimmich,J. Kimmich,M,6,176,42486,M,259117,EUR,792201600,M,6,6,False,67.0,61.0,3.0,1.0,35.0,36.0,27.0,35.0,,4.0,,,,61.0,80.0,7.4,9.0,0.0235,0.0169,0.263848,1,,Jok_32,,1.0,4.0,1.0,,,1.0,,,,4.0,3.0,,,2.0,,,,,4.0,,,,1.0,,,,,,,,,,
11396452,home,FC Bayern München,Leon Goretzka,,,leon-goretzka,L. Goretzka,M,8,189,12148,M,184661,EUR,792028800,M,8,8,False,50.0,43.0,2.0,,24.0,26.0,19.0,24.0,1.0,10.0,,,,90.0,59.0,7.4,10.0,0.2769,0.4668,0.0287445,2,,leon_goretzka,3.0,1.0,4.0,,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,
11396452,home,FC Bayern München,Leroy Sané,,,leroy-sane,L. Sané,M,10,184,41295,M,293519,EUR,821318400,M,10,10,False,41.0,34.0,4.0,3.0,5.0,5.0,30.0,45.0,,6.0,,,,90.0,71.0,7.6,22.0,0.1419,0.2768,0.341637,2,,LeroySane,,9.0,6.0,1.0,3.0,6.0,1.0,,,,1.0,1.0,,1.0,2.0,1.0,,1.0,,9.0,3.0,,1.0,1.0,,2.0,,,,,,,,
11396452,home,FC Bayern München,Thomas Müller,,,thomas-muller,T. Müller,F,13,186,37471,M,35166,EUR,621648000,M,25,25,False,25.0,20.0,,,5.0,5.0,16.0,21.0,2.0,2.0,,,,61.0,40.0,7.6,6.0,0.0878,0.4077,0.171001,1,,esmuellert,4.0,4.0,9.0,,1.0,,1.0,,,,4.0,3.0,,,2.0,,,2.0,1.0,1.0,,,1.0,1.0,,1.0,True,,,,,,,
11396452,home,FC Bayern München,Serge Gnabry,,,serge-gnabry,S. Gnabry,M,7,176,19183,M,187433,EUR,805680000,M,7,7,False,27.0,21.0,2.0,2.0,9.0,9.0,13.0,20.0,2.0,6.0,,,,70.0,45.0,6.2,11.0,0.4777,0.573,0.126436,4,,sergegnabry,1.0,8.0,2.0,5.0,2.0,1.0,1.0,1.0,,,1.0,,,1.0,,2.0,,,,2.0,,,,1.0,,,,3.0,,,,,,
