match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,player_sofascoreId,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_errorLeadToAShot
12436629,home,Ipswich Town,Alex Palmer,,,alex-palmer,A. Palmer,G,1,190,227,M,796143,EUR,839635200,G,31,31,False,23.0,17.0,15.0,9.0,0.0,11.0,12.0,6.0,11.0,1.0,7.0,2.0,2.0,1.0,90.0,29.0,6.3,6.0,0.00337439,0,-1.3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436629,home,Ipswich Town,Ben Godfrey,,,ben-godfrey,B. Godfrey,D,14,183,614,M,754698,EUR,884822400,D,44,44,False,8.0,6.0,,,0.0,2.0,3.0,4.0,5.0,,,,,,45.0,14.0,6.3,2.0,0.00141057,0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436629,home,Ipswich Town,Dara O'Shea,,,dara-oshea,D. O'Shea,D,26,188,660,M,856719,EUR,920505600,D,26,26,False,39.0,31.0,6.0,4.0,0.0,18.0,21.0,13.0,18.0,1.0,5.0,,,,90.0,51.0,6.6,8.0,0.011124,1,,2.0,1.0,1.0,1.0,True,1.0,1.0,6.0,1.0,1.0,4.0,4.0,1.0,0.0098,,,,,,,,,,,,,,,,,,,,,,
12436629,home,Ipswich Town,Jacob Greaves,,,jacob-greaves,J. Greaves,D,24,193,527,M,990821,EUR,968716800,D,24,24,False,50.0,45.0,4.0,,0.0,28.0,32.0,17.0,18.0,3.0,6.0,,,,90.0,59.0,6.2,5.0,0.0211036,0,,1.0,,,,,1.0,,4.0,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12436629,home,Ipswich Town,Leif Davis,,,leif-davis,L. Davis,D,3,182,985,M,963493,EUR,946598400,D,3,3,False,37.0,30.0,5.0,1.0,0.0,16.0,19.0,15.0,25.0,,3.0,,,,90.0,64.0,6.9,17.0,0.0258844,0,,3.0,1.0,2.0,,,,1.0,9.0,,,4.0,2.0,4.0,,7.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,
12436629,home,Ipswich Town,Kalvin Phillips,,,kalvin-phillips,K. Phillips,M,27,177,9303,M,786028,EUR,817862400,M,8,8,False,27.0,21.0,1.0,,0.0,11.0,11.0,11.0,17.0,1.0,4.0,,,,80.0,44.0,6.9,8.0,0.0911819,1,,1.0,,2.0,,,,,5.0,,,3.0,1.0,1.0,0.0177,1.0,1.0,,,1.0,kalvinphillips,2.0,1.0,1.0,1.0,,,,,,,,,,,,
12436629,home,Ipswich Town,Jens Cajuste,,,jens-cajuste,J. Cajuste,M,12,188,1162,M,857671,EUR,934243200,M,12,12,False,15.0,13.0,,,0.0,7.0,7.0,6.0,8.0,,4.0,,,,52.0,21.0,6.4,4.0,0.00979295,0,,7.0,,,2.0,,2.0,,4.0,,,1.0,1.0,,,,,,,1.0,,4.0,3.0,,,2.0,,,,,,,,,,,
12436629,home,Ipswich Town,Jaden Philogene-Bidace,,,jaden-philogene-bidace,J. Philogene-Bidace,M,11,181,4512,M,1014461,EUR,1013126400,M,29,29,False,23.0,19.0,,,0.0,5.0,5.0,15.0,23.0,2.0,5.0,,,,90.0,56.0,6.8,16.0,0.0573274,4,,7.0,,3.0,1.0,,1.0,,7.0,2.0,,5.0,1.0,1.0,0.2019,5.0,1.0,1.0,,2.0,,4.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,
12436629,home,Ipswich Town,Omari Hutchinson,,,omari-hutchinson,O. Hutchinson,M,21,174,3680,M,1090963,EUR,1067385600,M,20,20,False,24.0,21.0,1.0,1.0,0.0,9.0,11.0,15.0,18.0,,3.0,,,,90.0,47.0,7.5,11.0,0.0786565,4,,6.0,,,2.0,,,,3.0,,,1.0,,2.0,0.4448,5.0,3.0,2.0,1.0,3.0,,2.0,,2.0,,,,2.0,1.0,1.0,0.6006,,,,,,
12436629,home,Ipswich Town,Jack Clarke,,,jack-clarke,J. Clarke,M,47,181,1601,M,921005,EUR,974937600,M,47,47,False,17.0,14.0,,,1.0,4.0,4.0,10.0,13.0,1.0,6.0,,,,68.0,26.0,7.1,7.0,0.102129,1,,5.0,,,2.0,,,,1.0,,,1.0,1.0,,0.0508,,,,1.0,3.0,,2.0,,,2.0,1.0,,1.0,,,0.0144,,,,,,
