match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_outfielderBlock,stat_unsuccessfulTouch,stat_aerialWon,stat_wasFouled,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded
13472850,home,Cruzeiro,Léo Aragão,Leonardo,leo-aragao,L. Aragão,G,41,192,775,M,1488035,EUR,1019174400,G,41,41,False,13.0,12.0,2.0,1.0,0.0,12.0,13.0,5.0,1.0,1.0,90.0,17.0,6.9,1.0,2.802e-05,0,0.1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472850,home,Cruzeiro,William,,william,William,D,12,176,2476,M,604274,EUR,796867200,D,12,12,False,38.0,30.0,4.0,2.0,0.0,12.0,15.0,3.0,,,90.0,76.0,7.4,23.0,0.148421,1,,,18.0,23.0,9.0,1.0,2.0,7.0,6.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0104,3.0,,,,,,,,,,,,,,,
13472850,home,Cruzeiro,Fabrício Bruno,,fabricio-bruno,F. Bruno,D,15,192,6526,M,840220,EUR,824083200,D,15,15,False,42.0,41.0,2.0,2.0,0.0,30.0,30.0,1.0,,,90.0,51.0,7.1,2.0,0.00773235,0,,,11.0,12.0,,,1.0,3.0,2.0,,,,,,4.0,,2.0,1.0,,2.0,,,fabriciobruno96,1.0,1.0,,,,,,,,,,,,
13472850,home,Cruzeiro,Lucas Villalba,,lucas-villalba,L. Villalba,D,25,177,1898,M,260077,EUR,777254400,D,25,25,False,46.0,37.0,11.0,5.0,0.0,27.0,30.0,4.0,,,90.0,53.0,6.9,10.0,0.00439397,1,,,10.0,16.0,,,3.0,5.0,5.0,1.0,,,,1.0,4.0,,1.0,,,1.0,0.0626,,,,,4.0,,,,,,,,,,,
13472850,home,Cruzeiro,Kaiki,Kaiki,kaiki,Kaiki,D,6,172,2601,M,1112484,EUR,1047081600,D,6,6,False,21.0,17.0,3.0,1.0,0.0,12.0,14.0,4.0,,,90.0,47.0,6.8,11.0,0.0124748,1,,,5.0,7.0,2.0,,3.0,8.0,3.0,1.0,,2.0,,1.0,5.0,1.0,1.0,1.0,,2.0,0.0234,,,,,1.0,1.0,,,,,,,,,,
13472850,home,Cruzeiro,Lucas Romero,,lucas-romero,L. Romero,M,29,167,2727,M,263477,EUR,766627200,M,29,29,False,44.0,37.0,6.0,3.0,0.0,18.0,19.0,7.0,,,67.0,48.0,6.8,8.0,0.0103059,0,,,19.0,25.0,1.0,,1.0,3.0,2.0,,,,,,,,1.0,1.0,,2.0,,1.0,,,,1.0,,True,,,,,,,,,
13472850,home,Cruzeiro,Eduardo,,eduardo,Eduardo,M,21,184,1737,M,76507,EUR,624585600,M,21,21,False,44.0,38.0,8.0,5.0,0.0,19.0,21.0,5.0,,,90.0,60.0,7.5,10.0,0.0246446,1,,,19.0,23.0,1.0,,,5.0,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,0.3101,,,,2.0,,1.0,,1.0,1.0,0.9337,,,,,,
13472850,home,Cruzeiro,Christian,,christian,Christian,M,88,178,1761,M,981733,EUR,977184000,M,88,88,False,10.0,7.0,,,0.0,,,2.0,,,67.0,20.0,7.3,5.0,0.00546728,2,,,7.0,10.0,,,,3.0,3.0,,1.0,1.0,,1.0,1.0,,2.0,1.0,,1.0,0.4608,,,,,1.0,,,1.0,1.0,0.8573,,,,,,
13472850,home,Cruzeiro,Gabriel Barbosa,,gabriel-barbosa,G. Barbosa,F,9,178,36944,M,358554,EUR,841363200,M,9,9,False,17.0,15.0,1.0,1.0,0.0,2.0,3.0,3.0,,,89.0,29.0,8.7,5.0,0.0274919,3,,,13.0,14.0,2.0,,,2.0,4.0,1.0,,,,1.0,,,2.0,1.0,,1.0,1.3252,1.0,Gabigol,,1.0,,2.0,,2.0,2.0,1.135,1.0,,,,,
13472850,home,Cruzeiro,Marquinhos,Marquinhos,marquinhos,Marquinhos,M,7,175,4094,M,1116954,EUR,1049673600,M,7,7,False,8.0,6.0,,,0.0,,,4.0,,,90.0,29.0,7.8,10.0,0.00615892,3,,,6.0,8.0,7.0,,,2.0,5.0,,1.0,,,1.0,1.0,2.0,2.0,,,1.0,0.118,2.0,_marquinhos011,,,1.0,2.0,,2.0,,0.1,,,,,,
