match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wasFouled,stat_shotOffTarget,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_goalAssist,stat_wonTackle,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_goals,captain,stat_blockedScoringAttempt,stat_goodHighClaim,stat_punches,stat_hitWoodwork
10411561,home,Spezia,Bartłomiej Drągowski,bartlomiej-dragowski,B. Drągowski,G,1,191,2915,M,329519,EUR,871948800,G,69,69,False,35.0,16.0,24.0,5.0,12.0,13.0,4.0,22.0,2.0,12.0,2.0,3.0,1.0,1.0,90.0,48.0,6.5,19.0,0.0,0.0,0.025801,0,-1.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411561,home,Spezia,Ethan Ampadu,ethan-ampadu,E. Ampadu,D,4,182,2540,M,847097,EUR,968889600,D,4,4,False,41.0,32.0,7.0,4.0,21.0,22.0,11.0,19.0,2.0,3.0,,,,,90.0,55.0,6.6,12.0,0.0,0.0,0.0218827,0,,,,4.0,7.0,9.0,7.0,2.0,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411561,home,Spezia,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189,15163,M,976037,EUR,950572800,D,14,14,False,40.0,35.0,9.0,6.0,29.0,31.0,8.0,11.0,6.0,2.0,,,,,90.0,58.0,7.3,7.0,0.0,0.0,0.0525527,0,,,,2.0,3.0,3.0,4.0,,5.0,,1.0,,,j_kiwior,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10411561,home,Spezia,Dimitrios Nikolaou,dimitris-nikolaou,D. Nikolaou,D,43,188,244,M,788185,EUR,902966400,D,43,43,False,47.0,35.0,9.0,2.0,27.0,28.0,8.0,19.0,1.0,3.0,,,,,82.0,53.0,6.0,13.0,0.014,0.0,0.0023491,1,,,,1.0,3.0,3.0,3.0,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
10411561,home,Spezia,Emil Holm,emil-holm,E. Holm,D,2,191,1648,M,965264,EUR,958176000,M,2,2,False,16.0,10.0,1.0,,5.0,8.0,5.0,9.0,,1.0,,,,,68.0,40.0,6.1,12.0,0.0,0.0,0.261097,0,,,,1.0,3.0,8.0,5.0,1.0,,1.0,1.0,2.0,,,1.0,,2.0,1.0,,3.0,1.0,,,,,,,,,,,,,
10411561,home,Spezia,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,,183,404,M,98003,EUR,681523200,M,6,6,False,28.0,17.0,2.0,1.0,9.0,11.0,8.0,25.0,,7.0,,,,,90.0,55.0,6.7,27.0,0.0,0.0,0.0773719,0,,,,2.0,,7.0,5.0,,2.0,,3.0,,1.0,,8.0,,3.0,2.0,,3.0,1.0,1.0,2.0,,,,,,,,,,,
10411561,home,Spezia,Albin Ekdal,albin-ekdal,A. Ekdal,M,8,186,177,M,21992,EUR,617587200,M,8,8,False,24.0,14.0,3.0,,9.0,14.0,5.0,10.0,3.0,7.0,,,,,90.0,37.0,7.0,12.0,0.1179,0.0,0.0127671,1,,,,1.0,1.0,5.0,6.0,1.0,,,1.0,3.0,1.0,,,,,2.0,1.0,,,1.0,3.0,1.0,3.0,,,,,,,,,
10411561,home,Spezia,Kevin Agudelo,kevin-agudelo,K. Agudelo,M,20,178,358,M,931290,EUR,911001600,M,33,33,False,16.0,9.0,,,4.0,5.0,5.0,13.0,1.0,6.0,,,,,90.0,45.0,7.0,18.0,0.0545,0.1194,0.0549016,1,,,,4.0,1.0,10.0,10.0,2.0,1.0,,5.0,,2.0,,2.0,,2.0,4.0,,5.0,3.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,
10411561,home,Spezia,Arkadiusz Reca,arkadiusz-reca,A. Reca,M,13,187,1086,M,580638,EUR,803347200,M,13,13,False,17.0,14.0,2.0,1.0,5.0,6.0,11.0,14.0,2.0,2.0,,,,,60.0,31.0,7.0,6.0,0.0,0.0,0.056024,0,,,,,,,2.0,,,,1.0,,1.0,,3.0,2.0,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,
10411561,home,Spezia,M'Bala Nzola,mbala-nzola,M. Nzola,F,8,185,2430,M,788061,EUR,840326400,F,18,18,False,16.0,11.0,1.0,,4.0,4.0,7.0,12.0,1.0,4.0,,,,,90.0,29.0,6.7,11.0,0.6603,0.6262,0.00656206,3,,,,10.0,2.0,18.0,3.0,,1.0,,2.0,5.0,,,,,2.0,1.0,1.0,1.0,,,,,,2.0,,1.0,1.0,,,,,
