match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_challengeLost,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_aerialLost,stat_totalOffside,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_outfielderBlock,captain,stat_dispossessed,stat_bigChanceCreated,stat_penaltyWon,stat_shotOffTarget,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_clearanceOffLine
12499773,home,VfB Stuttgart,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2048,M,584722,EUR,844041600,G,33,33,False,30.0,20.0,12.0,2.0,0.0,20.0,25.0,5.0,1.0,5.0,1.0,2.0,90.0,38.0,6.0,10.0,9.282e-05,0,-1.1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499773,home,VfB Stuttgart,Josha Vagnoman,,,josha-vagnoman,J. Vagnoman,D,4,186,549,M,906278,EUR,976492800,D,4,4,False,50.0,43.0,8.0,3.0,0.0,27.0,29.0,21.0,4.0,8.0,,,90.0,64.0,7.3,7.0,0.0229723,1,,16.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0143,0.3134,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499773,home,VfB Stuttgart,Anthony Rouault,,,anthony-rouault,A. Rouault,D,24,186,602,M,991479,EUR,991094400,D,29,29,False,35.0,34.0,5.0,4.0,0.0,23.0,23.0,12.0,3.0,5.0,,,75.0,43.0,6.3,2.0,0.0876841,1,,11.0,2.0,2.0,3.0,,,1.0,1.0,1.0,,1.0,0.1298,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12499773,home,VfB Stuttgart,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,47.0,43.0,4.0,2.0,0.0,25.0,27.0,20.0,4.0,8.0,,,90.0,60.0,6.7,4.0,0.0252051,1,,18.0,3.0,8.0,5.0,1.0,,5.0,1.0,1.0,1.0,2.0,0.1546,,1.0,5.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12499773,home,VfB Stuttgart,Maximilian Mittelstädt,,,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,False,60.0,53.0,6.0,3.0,0.0,19.0,22.0,49.0,1.0,5.0,,,90.0,93.0,7.5,15.0,0.549122,0,,38.0,1.0,1.0,7.0,,,1.0,3.0,2.0,3.0,,,,4.0,,,,,1.0,,11.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12499773,home,VfB Stuttgart,Atakan Karazor,,,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,False,43.0,39.0,2.0,1.0,0.0,16.0,16.0,27.0,,5.0,,,61.0,51.0,6.9,6.0,0.0273864,0,,23.0,,1.0,4.0,,,1.0,,,3.0,,,,1.0,,,,,,,,,1.0,1.0,,True,1.0,,,,,,,,,,,,
12499773,home,VfB Stuttgart,Angelo Stiller,,,stiller-angelo,A. Stiller,M,6,183,7426,M,901882,EUR,986342400,M,6,6,False,89.0,80.0,9.0,9.0,1.0,26.0,28.0,62.0,,4.0,,,90.0,94.0,8.5,11.0,0.513913,0,,54.0,1.0,2.0,4.0,,,,1.0,1.0,2.0,,,,5.0,,,,,2.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,
12499773,home,VfB Stuttgart,Fabian Rieder,,,fabian-rieder,F. Rieder,M,32,181,1560,M,929620,EUR,1013817600,M,32,32,False,30.0,23.0,2.0,1.0,0.0,12.0,15.0,17.0,,4.0,,,61.0,38.0,6.4,11.0,0.0413574,1,,12.0,,4.0,1.0,,,,,,,1.0,0.1073,,,3.0,,,2.0,,,2.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
12499773,home,VfB Stuttgart,Enzo Millot,,,millot-enzo,E. Millot,M,10,175,4915,M,957889,EUR,1026864000,M,8,8,False,60.0,53.0,2.0,,0.0,13.0,16.0,46.0,,8.0,,,90.0,86.0,6.5,20.0,0.175117,3,,41.0,,13.0,6.0,1.0,,,3.0,1.0,1.0,2.0,0.2377,0.1367,1.0,1.0,1.0,,4.0,2.0,1.0,2.0,1.0,6.0,2.0,,,4.0,,,1.0,,,,,,,,,
12499773,home,VfB Stuttgart,Chris Führich,,,chris-fuhrich,C. Führich,M,10,178,1574,M,891510,EUR,884304000,M,27,27,False,47.0,36.0,,,1.0,9.0,11.0,40.0,,2.0,,,90.0,69.0,7.9,20.0,0.532405,4,,29.0,,7.0,4.0,3.0,,,1.0,1.0,1.0,2.0,0.1701,0.5527,5.0,,1.0,,2.0,,1.0,4.0,2.0,5.0,2.0,,,2.0,1.0,,,,,,,,,,,
12499773,home,VfB Stuttgart,Ermedin Demirović,,,ermedin-demirovic,E. Demirović,F,9,184,5628,M,878081,EUR,890784000,F,9,9,False,20.0,14.0,,,0.0,6.0,8.0,12.0,,,,,75.0,37.0,5.7,13.0,0.0227311,5,,8.0,,5.0,3.0,3.0,,,,,2.0,,1.216,1.0867,1.0,,,,2.0,,2.0,,,4.0,1.0,,,2.0,,,2.0,e.demirovic29,3.0,2.0,1.0,,,,,
