match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_goals,stat_totalClearance,stat_aerialLost,stat_wonTackle,captain,stat_bigChanceMissed,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,stat_hitWoodwork,stat_ownGoals
12624947,home,Al-Hilal,Bono,,,bono,Bono,G,37,195.0,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,33.0,28.0,11.0,6.0,0.0,22.0,24.0,6.0,9.0,13.0,1.0,3.0,5.0,1.0,1.0,90.0,48.0,8.3,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624947,home,Al-Hilal,João Cancelo,,,joao-cancelo,J. Cancelo,D,2,182.0,90162,M,JCancelo,138892,EUR,769996800,D,20,20,False,50.0,44.0,3.0,2.0,1.0,16.0,18.0,29.0,36.0,7.0,,,,,,90.0,81.0,8.4,12.0,4,4.0,1.0,5.0,7.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,
12624947,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187.0,26133,M,kkoulibaly26,126071,EUR,677376000,D,3,3,False,54.0,43.0,9.0,6.0,0.0,29.0,36.0,14.0,18.0,4.0,,,,,,90.0,64.0,8.0,12.0,2,,,3.0,7.0,1.0,,,,,1.0,1.0,,,,1.0,,,2.0,,6.0,1.0,4.0,,,,,,,,,
12624947,home,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182.0,1057,M,,1138857,EUR,627609600,D,5,5,False,46.0,39.0,2.0,,0.0,34.0,39.0,5.0,7.0,5.0,,,,,,83.0,48.0,6.5,7.0,0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,
12624947,home,Al-Hilal,Renan Lodi,,,renan-lodi,R. Lodi,D,16,173.0,4256,M,renan_lodi,851150,EUR,891993600,D,6,6,False,42.0,37.0,4.0,3.0,0.0,18.0,21.0,19.0,24.0,3.0,,,,,,83.0,64.0,7.5,15.0,1,3.0,,5.0,4.0,,2.0,3.0,,,,1.0,,1.0,,1.0,,1.0,,2.0,2.0,1.0,3.0,,,,,,,,,
12624947,home,Al-Hilal,Nasser Al-Dawsari,,,nasser-al-dawsari,N. Al-Dawsari,M,16,178.0,1153,M,,872607,EUR,914025600,M,16,16,False,29.0,24.0,1.0,,0.0,11.0,14.0,13.0,16.0,3.0,,,,,,70.0,43.0,6.7,10.0,1,1.0,,4.0,5.0,3.0,,1.0,1.0,,1.0,,,,,3.0,4.0,1.0,1.0,1.0,,,1.0,,,,,,,,,
12624947,home,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181.0,15472,M,rubenneves,280955,EUR,858211200,M,8,8,False,55.0,53.0,4.0,2.0,1.0,26.0,26.0,29.0,31.0,4.0,,,,,,71.0,61.0,7.6,2.0,1,2.0,2.0,2.0,,1.0,,,,1.0,,,1.0,,,,,,1.0,5.0,,,,,,,,,,,,
12624947,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171.0,13905,M,malcomoliveira_97,551772,EUR,856915200,M,77,77,False,47.0,44.0,2.0,2.0,1.0,8.0,8.0,36.0,44.0,7.0,,,,,,90.0,71.0,9.8,14.0,3,5.0,,5.0,8.0,,2.0,5.0,3.0,1.0,,1.0,2.0,,,1.0,2.0,4.0,1.0,9.0,,1.0,,,1.0,,,,,,,
12624947,home,Al-Hilal,Sergej Milinković-Savić,,,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191.0,13384,M,sms,331447,EUR,793843200,M,22,22,False,54.0,44.0,6.0,3.0,0.0,13.0,14.0,31.0,43.0,4.0,,,,,,90.0,66.0,8.2,16.0,3,3.0,,3.0,2.0,,,,,,,2.0,1.0,,,,2.0,,1.0,2.0,2.0,1.0,,2.0,,,,,,,,
12624947,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171.0,11126,M,29salem,160893,EUR,682560000,M,29,29,False,59.0,47.0,3.0,1.0,3.0,12.0,14.0,36.0,47.0,5.0,,,,,,90.0,81.0,9.6,16.0,7,2.0,1.0,4.0,6.0,2.0,,5.0,3.0,1.0,2.0,3.0,2.0,,,2.0,1.0,1.0,,4.0,,,,,2.0,True,,,,,,
