match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,player_sofascoreId,stat_errorLeadToAGoal,captain,stat_dispossessed,stat_wasFouled,stat_keyPass,stat_bigChanceCreated,stat_ownGoals,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_shotOffTarget,stat_goodHighClaim
10382172,home,Go Ahead Eagles,Jeffrey de Lange,jeffrey-de-lange,J. de Lange,G,12,188,623,M,803034,EUR,891388800,G,1,1,False,24.0,19.0,11.0,6.0,18.0,21.0,1.0,3.0,6.0,3.0,5.0,1.0,1.0,90.0,37.0,7.2,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382172,home,Go Ahead Eagles,Jamal Amofa,jamal-amofa,J. Amofa,D,6,185,110,M,1049653,EUR,911952000,D,25,25,False,41.0,35.0,4.0,2.0,13.0,13.0,23.0,32.0,5.0,,,,,90.0,66.0,6.4,14.0,0,Jamal Amofa,,4.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,
10382172,home,Go Ahead Eagles,Gerrit Nauber,gerrit-nauber,G. Nauber,D,3,185,79,M,133168,EUR,703123200,D,3,3,False,35.0,34.0,6.0,5.0,22.0,23.0,12.0,12.0,3.0,,,,,67.0,42.0,6.7,1.0,1,,,,,,2.0,2.0,,,,2.0,,1.0,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
10382172,home,Go Ahead Eagles,Jay Idzes,jay-idzes,J. Idzes,D,21,190,19136,M,933641,EUR,959904000,D,6,6,False,71.0,64.0,4.0,1.0,44.0,46.0,20.0,25.0,9.0,,,,,90.0,81.0,6.1,7.0,0,,,,,,2.0,,,,,6.0,1.0,1.0,,,2.0,,,,jayidzes,1.0,,,,,,,,,,,,
10382172,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180,337,M,794013,EUR,868924800,D,2,2,False,51.0,43.0,6.0,3.0,18.0,18.0,26.0,38.0,7.0,,,,,90.0,78.0,6.5,15.0,0,,,5.0,1.0,,4.0,2.0,2.0,1.0,1.0,4.0,,2.0,1.0,,1.0,,,,,,True,1.0,1.0,1.0,,,,,,,,
10382172,home,Go Ahead Eagles,Tesfaldet Tekie,tesfaldet-tekie,T. Tekie,M,5,175,113,M,793754,EUR,865382400,M,15,15,False,43.0,35.0,6.0,5.0,17.0,21.0,18.0,22.0,3.0,,,,,67.0,46.0,7.0,8.0,0,,,,,,4.0,2.0,1.0,,,,,,,2.0,1.0,,2.0,1.0,,,,,,1.0,1.0,,,,,,,
10382172,home,Go Ahead Eagles,Enric Llansana,enric-llansana,E. Llansana,M,24,183,329,M,916951,EUR,987033600,M,21,21,False,63.0,54.0,8.0,6.0,26.0,29.0,28.0,35.0,5.0,,,,,85.0,80.0,7.0,12.0,0,,,1.0,,,6.0,7.0,3.0,3.0,2.0,2.0,,1.0,1.0,1.0,1.0,,4.0,3.0,,,,,1.0,1.0,,,,,,,,
10382172,home,Go Ahead Eagles,Willum Thor Willumsson,willum-thor-willumsson,W. T. Willumsson,M,19,193,297,M,978823,EUR,909100800,M,18,18,False,36.0,24.0,7.0,3.0,6.0,9.0,18.0,27.0,3.0,,,,,90.0,47.0,6.1,15.0,0,,,,,,4.0,1.0,,,,3.0,,,1.0,2.0,2.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,
10382172,home,Go Ahead Eagles,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175,591,M,878599,EUR,921801600,M,23,23,False,31.0,25.0,,,9.0,11.0,17.0,28.0,7.0,,,,,90.0,62.0,6.4,18.0,2,,,8.0,1.0,,4.0,4.0,,4.0,2.0,,,2.0,1.0,,1.0,1.0,,,,,,1.0,2.0,2.0,,,,1.0,1.0,,,
10382172,home,Go Ahead Eagles,Bobby Adekanye,bobby-adekanye,B. Adekanye,M,11,170,177,M,825851,EUR,918950400,F,11,11,False,22.0,15.0,1.0,1.0,8.0,8.0,8.0,17.0,9.0,,,,,74.0,46.0,7.8,17.0,1,,,3.0,1.0,,5.0,6.0,,4.0,4.0,1.0,,2.0,3.0,1.0,,,1.0,,,,,4.0,1.0,1.0,,,,,1.0,1.0,,
