match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross,stat_goals
12388494,home,SSV Ulm 1846,Christian Ortag,christian-ortag,C. Ortag,G,39,191,24,M,231150,EUR,790041600,G,39,39,False,10.0,4.0,8.0,2.0,0.0,4.0,5.0,5.0,4.0,1.0,1.0,38.0,12.0,6.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12388494,home,SSV Ulm 1846,Lennart Stoll,lennart-stoll,L. Stoll,M,,189,6,M,800254,EUR,831081600,D,18,18,False,16.0,12.0,4.0,2.0,0.0,10.0,11.0,5.0,2.0,,,90.0,38.0,6.3,10.0,0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
12388494,home,SSV Ulm 1846,Johannes Reichert,johannes-reichert,J. Reichert,D,5,184,25,M,110496,EUR,678412800,D,5,5,False,26.0,19.0,9.0,5.0,0.0,14.0,16.0,10.0,5.0,,,90.0,38.0,6.5,7.0,0,5.0,,,3.0,5.0,,2.0,1.0,4.0,3.0,,3.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12388494,home,SSV Ulm 1846,Philipp Strompf,philipp-strompf,P. Strompf,D,3,193,75,M,886316,EUR,893289600,D,32,32,False,26.0,17.0,11.0,3.0,0.0,12.0,17.0,9.0,3.0,,,90.0,43.0,5.9,12.0,1,5.0,3.0,,5.0,2.0,,3.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,
12388494,home,SSV Ulm 1846,Niklas Kolbe,niklas-kolbe,N. Kolbe,D,27,194,33,M,803749,EUR,851644800,D,27,27,False,12.0,5.0,2.0,,0.0,2.0,6.0,6.0,,,,90.0,25.0,6.4,8.0,1,3.0,1.0,1.0,3.0,3.0,,3.0,2.0,2.0,1.0,,1.0,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,
12388494,home,SSV Ulm 1846,Romario Rösch,romario-rosch,R. Rösch,M,26,180,28,M,935283,EUR,930787200,D,43,43,False,16.0,7.0,1.0,,0.0,3.0,4.0,12.0,4.0,,,90.0,40.0,6.2,22.0,0,4.0,,,2.0,3.0,,1.0,,3.0,3.0,,1.0,,,,1.0,1.0,,5.0,,,,,,,,,,,,,,
12388494,home,SSV Ulm 1846,Dennis Chessa,dennis-chessa,D. Chessa,F,11,175,21,M,113665,EUR,719452800,M,11,11,False,12.0,9.0,1.0,,0.0,7.0,7.0,7.0,4.0,,,62.0,26.0,6.6,7.0,1,2.0,1.0,1.0,2.0,3.0,1.0,,,2.0,2.0,,,,,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,
12388494,home,SSV Ulm 1846,Luka Hyryläinen,hyrylainen-luka,L. Hyryläinen,M,38,197,216,M,1128640,EUR,1093392000,M,38,38,False,22.0,15.0,5.0,3.0,0.0,8.0,11.0,11.0,4.0,,,90.0,40.0,6.9,9.0,0,7.0,2.0,,3.0,9.0,,1.0,1.0,6.0,4.0,3.0,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,
12388494,home,SSV Ulm 1846,Max Brandt,max-brandt,M. Brandt,M,23,180,41,M,930275,EUR,991440000,M,23,23,False,15.0,9.0,1.0,,0.0,6.0,9.0,6.0,5.0,,,78.0,22.0,6.3,9.0,0,3.0,,,2.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,
12388494,home,SSV Ulm 1846,Maurice Krattenmacher,maurice-krattenmacher,M. Krattenmacher,F,14,180,930,M,1153365,EUR,1123718400,F,30,30,False,11.0,9.0,,,0.0,3.0,3.0,8.0,2.0,,,63.0,21.0,7.2,5.0,2,6.0,,,1.0,5.0,,,,1.0,1.0,3.0,,,2.0,1.0,,,2.0,2.0,,,,,,1.0,2.0,,,,,,,
12388494,home,SSV Ulm 1846,Felix Higl,felix-higl,F. Higl,F,18,191,49,M,842199,EUR,852681600,F,33,33,False,20.0,16.0,,,0.0,9.0,10.0,11.0,,,,78.0,35.0,6.6,9.0,1,7.0,7.0,1.0,9.0,3.0,,,,1.0,,,,,1.0,1.0,1.0,2.0,,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,
12388494,home,SSV Ulm 1846,Marvin Seybold,seybold-marvin,M. Seybold,G,12,190,10,M,1064894,EUR,1006732800,G,12,12,True,22.0,8.0,17.0,3.0,0.0,7.0,9.0,13.0,8.0,2.0,2.0,52.0,30.0,6.6,14.0,0,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,Marvin Seybold,,,,,,,,,,
12388494,home,SSV Ulm 1846,Aaron Keller,aaron-keller,A. Keller,M,16,181,97,M,1129677,EUR,1084579200,F,16,16,True,6.0,5.0,,,0.0,3.0,3.0,3.0,2.0,,,28.0,17.0,6.5,7.0,0,2.0,1.0,,4.0,2.0,,,,1.0,1.0,,,,2.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,
12388494,home,SSV Ulm 1846,Jonathan Meier,jonathan-meier,J. Meier,M,19,177,34,M,862965,EUR,942278400,D,19,19,True,11.0,7.0,3.0,1.0,0.0,6.0,6.0,5.0,4.0,,,27.0,13.0,6.0,5.0,0,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
12388494,home,SSV Ulm 1846,Niklas Kölle,niklas-kolle,N. Kolle,M,32,183,11,M,930340,EUR,942796800,D,17,17,True,3.0,1.0,,,0.0,,2.0,1.0,2.0,,,12.0,4.0,5.8,3.0,0,1.0,1.0,,3.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
12388494,home,SSV Ulm 1846,Semir Telalović,semir-telalovic,S. Telalović,F,7,187,362,M,1129765,EUR,945907200,F,29,29,True,5.0,2.0,1.0,,0.0,2.0,3.0,2.0,,,,12.0,5.0,6.4,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12388494,home,SSV Ulm 1846,Lamar Yarbrough,lamar-yarbrough,L. Yarbrough,D,25,192,11,M,989809,EUR,828835200,D,25,25,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12388494,home,SSV Ulm 1846,Thomas Geyer,thomas-geyer,T. Geyer,D,6,179,12,M,112620,EUR,668217600,D,6,6,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
