match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_wonContest,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId
14109712,home,Kocaelispor,Aleksandar Jovanović,,,aleksandar-jovanovic,A. Jovanović,G,1,191.0,617,M,800971,EUR,723600000,G,1,1,False,30.0,20.0,21.0,11.0,0.0,11.0,11.0,9.0,19.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,90.0,36.0,7.6,10.0,0.00143435,0.5255,0,0.7955,0.07,0.01,-0.01,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109712,home,Kocaelispor,Ahmet Oğuz,,,ahmet-oguz,A. Oğuz,D,22,175.0,120,M,603902,EUR,727142400,D,22,22,False,27.0,21.0,7.0,2.0,0.0,13.0,14.0,8.0,13.0,2.0,7.0,4.0,6.0,,,,90.0,54.0,7.5,13.0,0.104938,,0,,0.31,0.03,0.3,,True,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
14109712,home,Kocaelispor,Botond Balogh,,,botond-balogh,B. Balogh,D,5,189.0,1287,M,983510,EUR,1023321600,D,5,5,False,24.0,16.0,8.0,2.0,0.0,14.0,17.0,2.0,7.0,2.0,4.0,6.0,,,,,90.0,36.0,7.1,9.0,0.00180769,,0,,0.05,0.1,0.41,,,,,3.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14109712,home,Kocaelispor,Hrvoje Smolčić,,,hrvoje-smolcic,H. Smolčić,D,6,181.0,720,M,974582,EUR,966470400,D,6,6,False,21.0,18.0,2.0,,0.0,12.0,13.0,6.0,8.0,1.0,3.0,10.0,3.0,,,,90.0,39.0,6.8,4.0,0.00252355,,0,,0.06,0.02,0.34,,,,,3.0,6.0,,3.0,,2.0,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,
14109712,home,Kocaelispor,Anfernee Dijksteel,,,anfernee-dijksteel,A. Dijksteel,D,2,183.0,244,M,869199,EUR,846374400,D,2,2,False,21.0,17.0,2.0,1.0,0.0,12.0,14.0,5.0,7.0,,2.0,4.0,5.0,,,,90.0,42.0,6.7,7.0,0.00741045,,0,,0.02,0.24,0.24,,,,,,4.0,,1.0,,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,
14109712,home,Kocaelispor,Habib Keita,Habib Keita,,habib-keita,H. Keita,M,8,182.0,539,M,1082953,EUR,1012867200,M,8,8,False,36.0,26.0,4.0,1.0,0.0,14.0,18.0,12.0,18.0,2.0,3.0,1.0,3.0,,,,72.0,45.0,6.6,15.0,0.0206162,,0,,0.08,0.05,0.15,,,,,2.0,4.0,,,,,,1.0,,,,3.0,2.0,1.0,1.0,,,,,,,,,,,
14109712,home,Kocaelispor,Tarkan Serbest,,,tarkan-serbest,T. Serbest,D,15,184.0,53,M,164099,EUR,767836800,M,15,15,False,36.0,30.0,7.0,3.0,0.0,16.0,16.0,14.0,20.0,2.0,2.0,7.0,4.0,,,,90.0,47.0,7.1,8.0,0.0106311,,0,,0.19,0.08,0.32,,,,,2.0,2.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,
14109712,home,Kocaelispor,Daniel Agyei,,,daniel-agyei,D. Agyei,F,7,183.0,368,M,793227,EUR,865123200,M,7,7,False,16.0,12.0,2.0,,0.0,5.0,7.0,7.0,9.0,3.0,6.0,1.0,4.0,,,,89.0,33.0,7.7,11.0,0.0483179,,2,,0.06,0.45,-0.08,,,1.0,,6.0,12.0,,,,1.0,,1.0,,,,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0676,0.3164,0.52,,,
14109712,home,Kocaelispor,Karol Linetty,,,karol-linetty,K. Linetty,M,10,176.0,2100,M,189135,EUR,791683200,M,10,10,False,22.0,15.0,3.0,,0.0,6.0,7.0,9.0,15.0,2.0,7.0,2.0,3.0,,,,89.0,41.0,6.9,13.0,0.0160097,,2,,0.11,0.05,0.26,,,1.0,,,4.0,,2.0,4.0,1.0,3.0,,,2.0,,4.0,,1.0,,,2.0,,,,0.1854,,-0.29,,,
14109712,home,Kocaelispor,Tayfur Bingöl,,,tayfur-bingol,T. Bingöl,M,75,180.0,459,M,255957,EUR,726710400,M,75,75,False,25.0,18.0,2.0,,0.0,10.0,12.0,8.0,13.0,2.0,3.0,3.0,4.0,,,,90.0,42.0,6.3,16.0,0.0141639,,3,,-0.03,0.21,0.14,,,,,1.0,8.0,,1.0,1.0,,,1.0,,1.0,,3.0,5.0,1.0,,1.0,2.0,1.0,,2.0,0.6702,0.2261,-0.13,2.0,,
