match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_totalContest,stat_errorLeadToAShot,stat_totalCross,stat_challengeLost,stat_wonContest,stat_wasFouled,stat_goalAssist,stat_accurateCross,stat_keyPass,captain,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed
11407352,home,Monza,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,16,16,False,35.0,26.0,15.0,6.0,24.0,24.0,2.0,11.0,2.0,9.0,1.0,2.0,3.0,6.0,1.0,90.0,52.0,8.4,11.0,0.0,0.0,0.0003358,0,1.0733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407352,home,Monza,Armando Izzo,,,armando-izzo,A. Izzo,D,4,183,521,M,,165583,EUR,699494400,D,4,4,False,43.0,35.0,6.0,3.0,19.0,20.0,16.0,23.0,1.0,5.0,1.0,,,,,71.0,53.0,7.0,9.0,0.0,0.0,0.00996708,0,,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
11407352,home,Monza,Pablo Marí,,,pablo-mari,P. Marí,D,30,191,1707,M,,208988,EUR,746755200,D,22,22,False,55.0,48.0,4.0,1.0,35.0,35.0,13.0,20.0,4.0,5.0,,,,,,90.0,64.0,6.7,8.0,0.0,0.0,0.006604,0,,,3.0,1.0,,2.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11407352,home,Monza,Luca Caldirola,,,luca-caldirola,L. Caldirola,D,33,189,134,M,,100565,EUR,665366400,D,5,5,False,61.0,54.0,12.0,7.0,33.0,34.0,21.0,28.0,1.0,1.0,,,,,,90.0,68.0,7.2,8.0,0.0,0.0,0.0130335,0,,,2.0,5.0,,,3.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11407352,home,Monza,Samuele Birindelli,,,samuele-birindelli,S. Birindelli,M,19,175,231,M,,856729,EUR,932342400,M,19,19,False,29.0,24.0,,,7.0,8.0,19.0,25.0,2.0,1.0,3.0,,,,,82.0,58.0,7.3,10.0,0.0,0.0,0.0917952,0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,4.0,,,,1.0,2.0,1.0,,,,,,,,,,
11407352,home,Monza,Matteo Pessina,,,matteo-pessina,M. Pessina,M,32,183,659,M,,350210,EUR,861580800,M,32,32,False,48.0,42.0,3.0,3.0,20.0,20.0,22.0,28.0,,,1.0,,,,,90.0,54.0,6.9,7.0,0.0,0.0,0.0312404,0,,,3.0,3.0,,,2.0,1.0,3.0,1.0,,,,,,,,,1.0,True,,,,,,,,,
11407352,home,Monza,Roberto Gagliardini,,,roberto-gagliardini,R. Gagliardini,M,63,188,567,M,,287057,EUR,765676800,M,6,6,False,54.0,48.0,5.0,4.0,20.0,21.0,28.0,33.0,1.0,8.0,1.0,,,,,90.0,77.0,7.7,9.0,0.1391,0.1256,0.024341,3,,2.0,7.0,10.0,1.0,,5.0,2.0,,1.0,1.0,,,3.0,1.0,3.0,,,,,2.0,2.0,1.0,1.0,,,,,
11407352,home,Monza,Patrick Ciurria,,,patrick-ciurria,P. Ciurria,F,26,178,222,M,,346676,EUR,792288000,M,84,84,False,52.0,46.0,2.0,1.0,16.0,18.0,36.0,42.0,1.0,1.0,1.0,,,,,90.0,82.0,8.0,11.0,0.1782,0.0231,0.425085,2,,,5.0,2.0,1.0,,2.0,1.0,1.0,,2.0,,8.0,2.0,,,1.0,6.0,5.0,,,1.0,1.0,,2.0,,,,
11407352,home,Monza,Andrea Colpani,,,colpani-andrea,A. Colpani,M,28,186,944,M,,928122,EUR,926380800,F,28,28,False,26.0,22.0,,,5.0,6.0,19.0,22.0,,5.0,,,,,,88.0,42.0,9.2,7.0,0.5436,0.5328,0.204816,5,,1.0,4.0,4.0,,,2.0,1.0,1.0,,4.0,,2.0,,2.0,,,2.0,3.0,,,,3.0,,,2.0,2.0,,
11407352,home,Monza,Gianluca Caprari,,,gianluca-caprari,G. Caprari,F,24,170,457,M,,148458,EUR,743990400,F,10,10,False,28.0,23.0,3.0,3.0,6.0,7.0,18.0,24.0,,4.0,4.0,,,,,82.0,48.0,7.2,15.0,0.1896,0.0,0.31481,3,,2.0,7.0,2.0,,2.0,,,1.0,,3.0,,3.0,,1.0,1.0,,1.0,4.0,,2.0,1.0,,,1.0,2.0,,2.0,
