match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_totalCross,stat_duelLost,stat_wonTackle,stat_fouls,stat_totalOffside,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_shotOffTarget,stat_accurateCross,stat_wonContest,stat_challengeLost,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals
12499640,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,False,41.0,25.0,24.0,8.0,0.0,18.0,21.0,7.0,20.0,1.0,7.0,4.0,4.0,1.0,90.0,50.0,7.3,16.0,0.00489347,0,1.4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499640,home,FC Augsburg,Chrislain Matsima,chrislain-matsima,C. Matsima,D,5,192,662,M,963198,EUR,1021420800,D,5,5,False,56.0,45.0,4.0,1.0,0.0,26.0,28.0,19.0,28.0,4.0,7.0,,,,90.0,68.0,6.9,14.0,0.0144326,0,,,,3.0,5.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499640,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,56.0,45.0,8.0,3.0,0.0,24.0,27.0,21.0,30.0,6.0,1.0,,,,90.0,68.0,6.7,12.0,0.0202367,0,,,,,1.0,,1.0,,,,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12499640,home,FC Augsburg,Maximilian Bauer,maximilian-bauer,M. Bauer,D,5,189,96,M,940393,EUR,950054400,D,23,23,False,7.0,7.0,,,0.0,6.0,6.0,1.0,1.0,2.0,1.0,,,,29.0,13.0,6.7,1.0,0.00040403,0,,,,,1.0,,1.0,,,,,,3.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
12499640,home,FC Augsburg,Robert Gumny,robert-gumny,R. Gumny,D,20,182,1253,M,834986,EUR,896918400,M,2,2,False,22.0,17.0,1.0,,0.0,7.0,9.0,10.0,13.0,5.0,5.0,,,,73.0,43.0,6.9,9.0,0.00797399,1,,,,1.0,3.0,,2.0,1.0,,,,,3.0,2.0,1.0,,2.0,,,1.0,0.0732,0.1044,,,,,,,,,,,,
12499640,home,FC Augsburg,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,M,17,17,False,49.0,35.0,5.0,2.0,0.0,23.0,27.0,12.0,23.0,,5.0,,,,90.0,64.0,7.0,20.0,0.0484086,1,,,,2.0,7.0,2.0,4.0,3.0,1.0,1.0,,1.0,4.0,2.0,1.0,,1.0,1.0,,1.0,0.0284,0.016,1.0,,,,,,,,,,,
12499640,home,FC Augsburg,Frank Onyeka,frank-onyeka,F. Onyeka,M,16,183,4634,M,885864,EUR,883612800,M,19,19,False,17.0,9.0,1.0,,0.0,5.0,8.0,4.0,9.0,2.0,4.0,,,,73.0,38.0,7.1,11.0,0.0068793,2,,,,,7.0,1.0,4.0,,3.0,,,,3.0,2.0,1.0,,,2.0,1.0,,0.059,,,2.0,,,,,,,,,,
12499640,home,FC Augsburg,Dimitrios Giannoulis,dimitrios-giannoulis,D. Giannoulis,M,13,178,1037,M,354878,EUR,813888000,M,13,13,False,37.0,30.0,2.0,1.0,0.0,11.0,11.0,20.0,33.0,2.0,5.0,,,,90.0,63.0,6.8,17.0,0.245312,0,,,,1.0,2.0,1.0,,1.0,,,,7.0,3.0,,,,2.0,,,,,,2.0,,1.0,1.0,,,,,,,,
12499640,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,F,8,8,False,26.0,19.0,,,0.0,7.0,7.0,13.0,24.0,,5.0,,,,90.0,49.0,6.8,18.0,0.0387157,1,,,,,4.0,1.0,1.0,3.0,3.0,1.0,,5.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,,0.0224,,1.0,1.0,1.0,,3.0,,,,,,,
12499640,home,FC Augsburg,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,897,M,822877,EUR,897091200,F,20,20,False,25.0,20.0,1.0,,0.0,5.0,5.0,15.0,22.0,1.0,1.0,,,,83.0,47.0,7.1,10.0,0.0483927,1,,,,,9.0,,3.0,1.0,5.0,1.0,,2.0,3.0,1.0,1.0,,,1.0,,,0.0158,,2.0,1.0,,1.0,,,,,,,,
