match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_interceptionWon,stat_totalContest,stat_fouls,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_wasFouled,player_sofascoreId,stat_dispossessed,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot
11396471,home,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,False,40.0,18.0,29.0,7.0,12.0,12.0,6.0,28.0,5.0,2.0,1.0,90.0,46.0,6.7,22.0,0.0,0.0,0.00417739,0,0.0186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396471,home,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,D,25,25,False,41.0,31.0,1.0,1.0,13.0,17.0,20.0,28.0,7.0,,,90.0,60.0,7.0,17.0,0.0239,0.0,0.207103,1,,,,4.0,2.0,5.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11396471,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,42.0,34.0,4.0,1.0,19.0,23.0,15.0,20.0,5.0,,,90.0,56.0,7.2,10.0,0.0578,0.0,0.0138488,1,,,,1.0,,2.0,3.0,2.0,4.0,,1.0,6.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,
11396471,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,False,63.0,49.0,17.0,7.0,32.0,38.0,17.0,25.0,10.0,,,90.0,72.0,6.9,15.0,0.0,0.0,0.0193732,0,,,,,,2.0,2.0,4.0,3.0,,,3.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11396471,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,False,36.0,29.0,3.0,1.0,14.0,15.0,15.0,22.0,5.0,,,84.0,61.0,7.7,11.0,0.0476,0.037,0.0135455,1,,,,1.0,,3.0,4.0,6.0,5.0,1.0,,5.0,1.0,1.0,,,,1.0,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,
11396471,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,42.0,36.0,1.0,1.0,15.0,16.0,21.0,26.0,8.0,,,90.0,54.0,6.8,8.0,0.0677,0.0,0.0341158,2,,,,,,3.0,3.0,4.0,4.0,1.0,2.0,4.0,,,1.0,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,
11396471,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,48.0,43.0,1.0,1.0,19.0,21.0,24.0,27.0,7.0,,,90.0,69.0,7.6,7.0,0.0527,0.0,0.0282357,3,,,,,,3.0,4.0,6.0,7.0,1.0,,3.0,1.0,,2.0,,,4.0,1.0,2.0,,,2.0,1.0,3.0,1.0,1.0,,,,,,,,,
11396471,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,M,42,42,False,17.0,13.0,,,2.0,2.0,11.0,17.0,4.0,,,71.0,34.0,7.1,10.0,0.0861,0.0,0.0159148,1,,,,2.0,,,,3.0,6.0,,,,2.0,1.0,,,1.0,1.0,4.0,1.0,,,,3.0,1.0,,1.0,doanritsu,1.0,,,,,,,
11396471,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,51.0,39.0,5.0,2.0,9.0,13.0,34.0,46.0,10.0,,,90.0,76.0,7.6,23.0,0.5279,0.4772,0.341523,3,,,,8.0,4.0,1.0,,5.0,2.0,,2.0,1.0,,,2.0,,8.0,,1.0,,1.0,,,,,,2.0,,3.0,True,1.0,1.0,,,,
11396471,home,SC Freiburg,Roland Sallai,roland-sallai,R. Sallai,F,7,182,8489,M,355088,EUR,864259200,F,22,22,False,15.0,13.0,,,2.0,3.0,11.0,14.0,1.0,,,61.0,30.0,7.3,7.0,0.5554,0.2065,0.0246336,4,,,,2.0,,1.0,1.0,3.0,4.0,,,,,,1.0,,1.0,,1.0,1.0,3.0,,,1.0,1.0,,2.0,rolandsallai,2.0,,,,,,,
