match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,player_sofascoreId,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wasFouled,captain,stat_keyPass,stat_bigChanceCreated,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_goals
12499802,home,FC St. Pauli,Nikola Vasilj,,,nikola-vasilj,N. Vasilj,G,22,194,1626,M,325061,EUR,817862400,G,22,22,False,42.0,31.0,23.0,12.0,0.0,26.0,28.0,5.0,14.0,1.0,9.0,1.0,2.0,5.0,1.0,90.0,52.0,7.6,11.0,0.00393664,0,-0.1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499802,home,FC St. Pauli,Manolis Saliakas,,,manolis-saliakas,M. Saliakas,M,2,175,358,M,280551,EUR,842486400,D,2,2,False,24.0,20.0,4.0,3.0,0.0,15.0,16.0,5.0,8.0,1.0,6.0,,,,,90.0,36.0,6.8,6.0,0.00362274,0,,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499802,home,FC St. Pauli,Hauke Wahl,,,hauke-wahl,H. Wahl,D,5,189,150,M,253469,EUR,766368000,D,5,5,False,26.0,21.0,3.0,1.0,0.0,18.0,21.0,3.0,5.0,5.0,4.0,,,,,90.0,34.0,6.7,5.0,0.002708,0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499802,home,FC St. Pauli,Eric Smith,,,eric-smith,E. Smith,D,8,191,412,M,542038,EUR,852681600,D,8,8,False,25.0,20.0,5.0,4.0,0.0,14.0,15.0,7.0,17.0,7.0,1.0,,,,,89.0,46.0,7.2,12.0,0.2287,0,,,1.0,,2.0,,,7.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12499802,home,FC St. Pauli,Karol Mets,,,karol-mets,K. Mets,D,3,190,509,M,57627,EUR,737510400,D,3,3,False,44.0,37.0,6.0,3.0,0.0,32.0,35.0,5.0,9.0,3.0,3.0,,,,,90.0,52.0,6.9,7.0,0.00204079,1,,,1.0,2.0,,2.0,2.0,,,1.0,,1.0,1.0,0.0535,,,,,,,,,,,,,,,,,
12499802,home,FC St. Pauli,Lars Ritzka,,,lars-ritzka,L. Ritzka,D,21,185,86,M,873347,EUR,894499200,D,21,21,False,28.0,20.0,3.0,,0.0,13.0,15.0,7.0,15.0,,2.0,,,,,90.0,52.0,6.7,10.0,0.0687181,0,,,4.0,7.0,1.0,7.0,2.0,2.0,,,,1.0,,,3.0,,,,,,,,,,,,,,,,
12499802,home,FC St. Pauli,Morgan Guilavogui,,,morgan-guilavogui,M. Guilavogui,F,29,188,3047,M,990743,EUR,889488000,M,29,29,False,16.0,11.0,,,0.0,5.0,6.0,6.0,10.0,3.0,5.0,,,,,90.0,42.0,6.7,14.0,0.123971,2,,1.0,8.0,7.0,2.0,1.0,1.0,,,,5.0,2.0,1.0,0.0236,2.0,MorganGuila,1.0,2.0,2.0,1.0,1.0,4.0,,,,,,,,,
12499802,home,FC St. Pauli,Jackson Irvine,,,jackson-irvine,J. Irvine,M,7,190,924,M,181581,EUR,731462400,M,7,7,False,10.0,5.0,3.0,,0.0,4.0,8.0,1.0,2.0,2.0,2.0,,,,,90.0,25.0,6.8,7.0,0.00082454,0,,2.0,4.0,6.0,3.0,5.0,2.0,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,True,,,,,,,,
12499802,home,FC St. Pauli,Carlo Boukhalfa,,,carlo-boukhalfa,C. Boukhalfa,M,11,185,501,M,939623,EUR,925689600,M,16,16,False,16.0,9.0,,,0.0,4.0,7.0,5.0,9.0,1.0,4.0,,,,,89.0,30.0,6.6,12.0,0.0279936,0,,,3.0,5.0,1.0,1.0,1.0,,,,3.0,1.0,,,,,2.0,1.0,1.0,,,2.0,,1.0,,,,,,,
12499802,home,FC St. Pauli,Oladapo Afolayan,,,oladapo-afolayan,O. Afolayan,F,21,180,303,M,871621,EUR,873936000,M,17,17,False,11.0,9.0,,,0.0,3.0,5.0,6.0,9.0,2.0,5.0,,,,,74.0,26.0,6.2,12.0,0.00753462,0,,1.0,6.0,2.0,1.0,,,3.0,,,2.0,1.0,,,,,,3.0,4.0,2.0,,,,,,,,,,,
12499802,home,FC St. Pauli,Johannes Eggestein,,,johannes-eggestein,J. Eggestein,F,19,183,466,M,591588,EUR,894585600,F,11,11,False,17.0,11.0,1.0,1.0,0.0,6.0,10.0,5.0,7.0,,1.0,,,,,81.0,31.0,6.2,15.0,0.00417629,0,,4.0,9.0,3.0,,1.0,,,,,4.0,,,,,,2.0,3.0,2.0,,,,,,,,,,,,
12499802,home,FC St. Pauli,Robert Wagner,,,wagner-robert,R. Wagner,M,18,181,160,M,1131338,EUR,1058140800,M,39,39,True,4.0,3.0,,,0.0,2.0,3.0,1.0,1.0,,,,,,,16.0,5.0,6.4,1.0,0.00141176,0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12499802,home,FC St. Pauli,Andreas Albers,,,andreas-albers,A. Albers,F,,192,77,M,89713,EUR,638150400,F,19,19,True,3.0,,1.0,,0.0,,2.0,,1.0,,1.0,,,,,9.0,6.0,6.7,4.0,,0,,1.0,1.0,4.0,,,,,,,1.0,,,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,
12499802,home,FC St. Pauli,Danel Sinani,,,danel-sinani,D. Sinani,F,10,185,628,M,887500,EUR,860198400,M,10,10,True,,,,,0.0,,,,,,,,,,,1.0,1.0,,,,0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12499802,home,FC St. Pauli,Adam Dźwigała,,,adam-dzwigala,A. Dźwigała,D,25,185,440,M,252343,EUR,811987200,D,25,25,True,2.0,,,,0.0,,,,2.0,1.0,,,,,,1.0,4.0,,3.0,,0,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
