match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_fouls,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_errorLeadToAShot,stat_errorLeadToAGoal
11396227,home,FC Bayern München,Sven Ulreich,,,sven-ulreich,S. Ulreich,G,26,192,2973,M,26768,EUR,586569600,G,26,26,False,23.0,19.0,5.0,1.0,19.0,21.0,2.0,1.0,1.0,1.0,14.0,2.0,2.0,5.0,1.0,1.0,1.0,90.0,43.0,8.3,4.0,0.00011419,0,0.9425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396227,home,FC Bayern München,Joshua Kimmich,,,joshua-kimmich,J. Kimmich,M,6,176,42486,M,259117,EUR,792201600,D,6,6,False,93.0,87.0,5.0,3.0,31.0,32.0,71.0,1.0,7.0,3.0,3.0,,,,,,,90.0,124.0,8.7,15.0,0.250651,0,,Jok_32,1.0,59.0,10.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11396227,home,FC Bayern München,Matthijs de Ligt,,,matthijs-de-ligt,M. de Ligt,D,4,188,32702,M,803031,EUR,934416000,D,4,4,False,60.0,58.0,3.0,2.0,31.0,31.0,29.0,3.0,7.0,2.0,2.0,,,,,,,61.0,70.0,7.3,3.0,0.0109076,1,,mdeligt,,27.0,,,,,,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,0.0161,,,,,,,,,,,,,
11396227,home,FC Bayern München,Eric Dier,,,eric-dier,E. Dier,D,3,191,4303,M,146101,EUR,758592000,D,15,15,False,108.0,104.0,8.0,7.0,73.0,76.0,32.0,1.0,4.0,4.0,2.0,,,,,,,90.0,116.0,7.7,4.0,0.125967,0,,ericdier,,31.0,,,1.0,,,,1.0,1.0,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,
11396227,home,FC Bayern München,Noussair Mazraoui,,,noussair-mazraoui,N. Mazraoui,D,3,183,53749,M,847030,EUR,879465600,D,40,40,False,43.0,39.0,,,15.0,15.0,28.0,,5.0,2.0,3.0,,,,,,,62.0,58.0,7.2,5.0,0.0583052,0,,nousmaz97,,24.0,,,2.0,3.0,2.0,,3.0,3.0,,,,,,,,,1.0,,,,,,,,,,,
11396227,home,FC Bayern München,Aleksandar Pavlović,,,aleksandar-pavlovic,A. Pavlović,M,45,186,10825,M,1142251,EUR,1083542400,M,45,45,False,62.0,59.0,10.0,9.0,20.0,21.0,41.0,1.0,4.0,,2.0,,,,,,,79.0,74.0,7.1,7.0,0.0613498,0,,alekspavlovic_,,39.0,,,4.0,2.0,1.0,,,,2.0,,,,1.0,1.0,,,,2.0,1.0,,,,,,,,,
11396227,home,FC Bayern München,Raphaël Guerreiro,,,raphael-guerreiro,R. Guerreiro,D,22,170,7880,M,246999,EUR,756518400,M,22,22,False,50.0,43.0,,,22.0,24.0,28.0,,1.0,,4.0,,,,,,,79.0,63.0,7.3,13.0,0.0689644,2,,raphaelguerreiro14,,21.0,2.0,,3.0,,,,,,1.0,2.0,,,,1.0,0.6736,,,3.0,,1.0,2.0,1.0,,,,,,
11396227,home,FC Bayern München,Kingsley Coman,,,kingsley-coman,K. Coman,M,21,178,32905,M,280441,EUR,834624000,M,11,11,False,37.0,33.0,1.0,1.0,3.0,5.0,36.0,2.0,5.0,,3.0,,,,,,,50.0,60.0,7.0,15.0,0.189128,0,,KingComan,,32.0,4.0,2.0,5.0,5.0,2.0,,1.0,1.0,,2.0,,,,3.0,,,,2.0,,,,,,,,,,
11396227,home,FC Bayern München,Thomas Müller,,,thomas-muller,T. Müller,F,13,186,37471,M,35166,EUR,621648000,M,25,25,False,55.0,46.0,3.0,2.0,12.0,13.0,47.0,,4.0,1.0,2.0,,,,,,,90.0,72.0,8.1,17.0,0.317982,2,,esmuellert,,34.0,5.0,,3.0,,,1.0,2.0,2.0,2.0,4.0,,,,2.0,0.5993,,1.0,1.0,1.0,,1.0,1.0,True,1.0,2.0,,,
11396227,home,FC Bayern München,Mathys Tel,,,mathys-tel,M. Tel,F,11,183,11316,M,1048888,EUR,1114560000,M,39,39,False,38.0,34.0,,,11.0,11.0,29.0,,5.0,1.0,4.0,,,,,,,90.0,62.0,7.6,13.0,0.0727001,4,,m.tel14,,24.0,2.0,1.0,6.0,6.0,2.0,,1.0,1.0,2.0,,2.0,,2.0,2.0,0.3095,1.0,,1.0,,,2.0,,,,,1.0,,
11396227,home,FC Bayern München,Harry Kane,,,harry-kane,H. Kane,F,9,188,299741,M,108579,EUR,743817600,F,9,9,False,11.0,7.0,1.0,1.0,,,12.0,1.0,3.0,,1.0,,,,,,,90.0,24.0,6.6,8.0,0.0071592,5,,HurriKane,,7.0,1.0,,3.0,3.0,1.0,,,,1.0,,4.0,1.0,1.0,1.0,0.4765,1.0,,,,2.0,1.0,,,,,1.0,,
11396227,home,FC Bayern München,Jamal Musiala,,,jamal-musiala,J. Musiala,M,10,184,116690,M,1010231,EUR,1046217600,F,42,42,True,14.0,13.0,,,5.0,5.0,9.0,,2.0,,1.0,,,,,,,40.0,22.0,6.8,4.0,0.0408924,2,,Bambi,,8.0,,,2.0,3.0,2.0,,,,,,2.0,,1.0,1.0,0.1494,,,1.0,,,,,,,,,,
11396227,home,FC Bayern München,Alphonso Davies,,,alphonso-davies,A. Davies,D,19,185,29613,M,843665,EUR,973123200,D,19,19,True,22.0,18.0,,,13.0,13.0,9.0,1.0,1.0,,4.0,,,,,,,28.0,30.0,7.0,7.0,0.0182292,0,,ADavies19,,5.0,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,
11396227,home,FC Bayern München,Dayot Upamecano,,,dayot-upamecano,D. Upamecano,D,2,185,14152,M,798583,EUR,909446400,D,2,2,True,36.0,35.0,2.0,2.0,27.0,28.0,8.0,2.0,2.0,1.0,2.0,,,,,,,29.0,39.0,6.4,2.0,0.00575252,0,,Upamecano,,8.0,,,2.0,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,
11396227,home,FC Bayern München,Konrad Laimer,,,konrad-laimer,K. Laimer,D,27,180,7452,M,355492,EUR,864691200,M,27,27,True,9.0,7.0,,,5.0,7.0,3.0,,2.0,,3.0,,,,,,,11.0,12.0,6.7,2.0,0.0123179,0,,KonradLaimer,,3.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,
11396227,home,FC Bayern München,Leon Goretzka,,,leon-goretzka,L. Goretzka,M,8,189,12148,M,184661,EUR,792028800,M,8,8,True,11.0,7.0,,,4.0,4.0,7.0,,2.0,,,,,,,,,11.0,15.0,6.9,4.0,0.00113914,0,,leon_goretzka,,3.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
