match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,captain,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
13472731,home,Ceará,Bruno Ferreira,Bruno Ferreira,Ventura Diniz,bruno-ferreira,B. Ferreira,G,94,197,350,M,1066241,EUR,763776000,G,94,94,False,13.0,8.0,8.0,3.0,0.0,5.0,5.0,3.0,8.0,1.0,5.0,2.0,3.0,90.0,20.0,6.8,5.0,0.00052525,0,0.4811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472731,home,Ceará,Fabiano Souza,,,fabiano-silva,F. Souza,D,70,175,374,M,1130513,EUR,952992000,D,70,70,False,34.0,29.0,6.0,4.0,0.0,15.0,16.0,14.0,18.0,1.0,6.0,,,90.0,57.0,6.6,12.0,0.0301384,0,,5.0,2.0,2.0,8.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,
13472731,home,Ceará,Marcos Victor,Marcos Victor,,marcos-victor,M. Victor,D,44,184,514,M,1174196,EUR,1009324800,D,44,44,False,40.0,37.0,6.0,4.0,1.0,21.0,23.0,16.0,17.0,4.0,4.0,,,90.0,48.0,6.9,4.0,0.192038,1,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.1605,1.0,,,,,,,,,,,,,
13472731,home,Ceará,Willian Machado,,,willian-machado,W. Machado,D,23,185,452,M,925871,EUR,847843200,D,23,23,False,58.0,51.0,5.0,1.0,0.0,26.0,28.0,25.0,30.0,6.0,3.0,,,90.0,71.0,7.2,8.0,0.0742825,0,,1.0,1.0,1.0,1.0,5.0,,,2.0,1.0,,,,,,,1.0,,1.0,True,3.0,,,,,,,,,,,
13472731,home,Ceará,Matheus Bahia,,,matheus-bahia,M. Bahia,D,79,181,700,M,1047204,EUR,934329600,D,79,79,False,34.0,26.0,3.0,1.0,0.0,9.0,11.0,17.0,23.0,1.0,1.0,,,90.0,58.0,6.7,17.0,0.374448,0,,5.0,1.0,1.0,4.0,5.0,,,1.0,,1.0,1.0,,,,,3.0,,,,,1.0,4.0,3.0,3.0,,,,,,,
13472731,home,Ceará,Fernando Sobral,,,fernando-sobral,F. Sobral,M,88,178,655,M,931479,EUR,787708800,M,88,88,False,10.0,9.0,1.0,,0.0,1.0,1.0,8.0,9.0,,1.0,,,30.0,14.0,6.7,2.0,0.00655559,0,,,,1.0,2.0,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
13472731,home,Ceará,Vinicius Zanocelo,,,vinicius-zanocelo,Vinicius Zanocelo,M,25,184,587,M,973841,EUR,980812800,M,25,25,False,44.0,43.0,5.0,4.0,0.0,16.0,16.0,27.0,28.0,1.0,6.0,,,62.0,52.0,6.8,3.0,0.104853,1,,,,2.0,8.0,4.0,,,2.0,1.0,,3.0,,,,,,0.012,1.0,,1.0,1.0,3.0,1.0,,1.0,,,,,,
13472731,home,Ceará,Pedro Henrique,,,pedro-henrique,P. Henrique,M,7,179,1742,M,219190,EUR,645580800,M,7,7,False,11.0,9.0,1.0,1.0,0.0,4.0,5.0,5.0,6.0,2.0,3.0,,,62.0,27.0,6.5,11.0,0.00473397,2,,2.0,,1.0,4.0,3.0,,,,,1.0,,,,2.0,,5.0,0.0342,,,2.0,1.0,2.0,,,,,,,,,
13472731,home,Ceará,Vina,,,vina,Vina,M,29,177,1454,M,1101714,EUR,671673600,M,29,29,False,39.0,32.0,4.0,3.0,0.0,11.0,11.0,21.0,28.0,,3.0,,,81.0,57.0,7.4,14.0,0.222865,4,,6.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,3.0,0.2154,4.0,,,,,,,2.0,,,,,,
13472731,home,Ceará,Antonio Galeano,,,antonio-galeano,Galeano,M,27,169,1101,M,883207,EUR,953683200,M,27,27,False,18.0,15.0,1.0,,0.0,5.0,6.0,10.0,12.0,,2.0,,,81.0,31.0,7.2,7.0,0.0117191,2,,1.0,1.0,2.0,5.0,8.0,1.0,,1.0,1.0,2.0,1.0,,,,,2.0,0.1086,1.0,,4.0,1.0,1.0,1.0,,,2.0,0.0665,,,,
