match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_accurateCross,stat_wonContest,player_sofascoreId,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_ownGoals,stat_expectedGoals,captain,stat_shotOffTarget,stat_wasFouled,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_errorLeadToAGoal
12583571,home,VfL Wolfsburg,Kamil Grabara,grabara-kamil,K. Grabara,G,1,195.0,3175,M,902080,EUR,915753600,G,1,1,False,41.0,22.0,32.0,13.0,0.0,12.0,14.0,10.0,27.0,2.0,2.0,2.0,5.0,5.0,6.0,2.0,90.0,50.0,7.9,19.0,0.00574462,1.0,0,-0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12583571,home,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179.0,189,M,995316,EUR,971308800,D,2,2,False,17.0,9.0,3.0,,0.0,2.0,5.0,7.0,14.0,2.0,4.0,2.0,1.0,,,,90.0,44.0,5.9,19.0,0.00544131,,0,,,,2.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12583571,home,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190.0,839,M,826167,EUR,922060800,D,3,3,False,15.0,11.0,4.0,1.0,0.0,8.0,8.0,3.0,7.0,1.0,1.0,2.0,1.0,,,,90.0,19.0,6.2,4.0,0.0031208,,0,,,,,2.0,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12583571,home,VfL Wolfsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191.0,349,M,798926,EUR,898646400,D,5,5,False,37.0,28.0,6.0,1.0,0.0,22.0,24.0,7.0,15.0,,3.0,9.0,2.0,,,,90.0,54.0,6.5,10.0,0.123862,,0,,,,2.0,4.0,1.0,,1.0,,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12583571,home,VfL Wolfsburg,Jakub Kamiński,jakub-kaminski,J. Kamiński,M,16,178.0,5205,M,801263,EUR,1023235200,D,16,16,False,22.0,17.0,2.0,2.0,0.0,8.0,10.0,9.0,12.0,,6.0,1.0,6.0,,,,90.0,47.0,6.9,9.0,0.112724,2.0,1,,,,,6.0,1.0,,3.0,3.0,5.0,3.0,,1.0,2.0,2.0,,1.0,jakub.kaminskii,1.0,1.0,1.0,0.0197,,,,,,,,,,,,,,,,
12583571,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184.0,898,M,147289,EUR,769996800,M,27,27,False,27.0,23.0,7.0,4.0,0.0,5.0,5.0,18.0,25.0,2.0,7.0,2.0,4.0,,,,90.0,41.0,6.9,9.0,0.027983,1.0,1,,,,3.0,3.0,2.0,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,0.0114,True,1.0,3.0,,,,,,,,,,,,,
12583571,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185.0,641,M,796987,EUR,915494400,M,32,32,False,9.0,8.0,1.0,1.0,0.0,6.0,6.0,2.0,3.0,,4.0,,3.0,,,,85.0,19.0,5.8,4.0,0.00170751,,2,,,,,3.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,0.535,,2.0,3.0,2.0,,,,,,,,,,,,
12583571,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176.0,1448,M,856553,EUR,891993600,M,20,20,False,31.0,22.0,1.0,,0.0,10.0,12.0,13.0,21.0,,3.0,1.0,11.0,,,,90.0,53.0,6.7,17.0,0.433238,1.0,1,,,,2.0,8.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,0.0341,,1.0,,,,,,,,,,,,,,
12583571,home,VfL Wolfsburg,Lovro Majer,lovro-majer,L. Majer,M,10,179.0,4795,M,841947,EUR,884995200,M,19,19,False,11.0,8.0,2.0,1.0,0.0,6.0,6.0,2.0,5.0,1.0,2.0,1.0,2.0,,,,78.0,25.0,7.8,8.0,0.00402173,,3,,,,,8.0,1.0,2.0,,,,,2.0,3.0,2.0,,,,lovromajer,,,,1.1435,,1.0,1.0,,2.0,1.0,2.0,1.8354,,,,,,,,
12583571,home,VfL Wolfsburg,Tiago Tomás,tiago-tomas,T. Tomás,F,8,180.0,1353,M,983540,EUR,1024185600,M,11,11,False,12.0,9.0,2.0,2.0,0.0,4.0,4.0,5.0,9.0,1.0,10.0,3.0,3.0,,,,90.0,35.0,7.1,8.0,0.0101688,1.0,0,,,,1.0,14.0,6.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,,,2.0,,,,,,,,3.0,,,,,,1.0,1.0,,,,,,
12583571,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182.0,1034,M,987504,EUR,991180800,F,39,39,False,13.0,6.0,1.0,,1.0,3.0,4.0,3.0,9.0,2.0,4.0,,2.0,,,,71.0,22.0,7.1,11.0,0.139707,1.0,0,,,,,2.0,,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,2.0,,,,,,
12583571,home,VfL Wolfsburg,Kevin Behrens,kevin-behrens,K. Behrens,F,91,184.0,493,M,164171,EUR,665539200,F,17,17,True,6.0,4.0,,,0.0,2.0,2.0,2.0,4.0,1.0,2.0,,1.0,,,,19.0,12.0,6.7,3.0,0.00093774,,1,,,,,2.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,0.1235,,1.0,,,,,,,,,,,,,,
12583571,home,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184.0,166,M,169255,EUR,763516800,M,31,31,True,5.0,3.0,,,0.0,,1.0,3.0,5.0,,1.0,1.0,,,,,12.0,11.0,6.6,3.0,0.00225542,,1,,,,1.0,2.0,,,,1.0,1.0,1.0,,,2.0,,,,,,1.0,,0.0203,,,,,,,,,,,,,,,,
12583571,home,VfL Wolfsburg,Jonas Wind,jonas-wind,J. Wind,F,23,190.0,2374,M,826069,EUR,918345600,F,23,23,True,2.0,,,,0.0,,,,2.0,,,,,,,,10.0,2.0,6.5,2.0,,,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
