match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_goals,captain,stat_errorLeadToAGoal,stat_goodHighClaim,stat_errorLeadToAShot
14773735,home,Al-Hilal,Bono,,,bono,Bono,G,37,195.0,54623,M,BonoY,360938,EUR,670809600.0,G,37,37,False,18.0,15.0,4.0,3.0,0.0,14.0,17.0,1.0,1.0,9.0,2.0,3.0,1.0,1.0,90.0,28.0,7.9,3.0,0.00032755,58.860797788437,9.0,19.196872589065,0.0,0.5725,0,0.6048,0.02,0.02,0.16,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773735,home,Al-Hilal,Hamad Al Yami,Hamad,Al Yami,hamad-al-yami,H. A. Yami,D,88,170.0,585,M,,981158,EUR,926899200.0,D,88,88,False,45.0,41.0,,,0.0,14.0,17.0,27.0,28.0,2.0,,,,,70.0,57.0,6.8,6.0,0.0140184,138.37706974604,19.0,66.253711090677,1.0,,0,,0.03,0.13,-0.01,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,28.567118877542,34.682315969381,,,,,,,,,,,,,,,,,,,,,,,,,
14773735,home,Al-Hilal,Hassan Al Tambakti,,,hassan-al-tambakti,H. A. Tambakti,D,87,182.0,1188,M,,881837,EUR,918518400.0,D,87,87,False,42.0,41.0,2.0,1.0,0.0,23.0,23.0,18.0,19.0,1.0,,,,,87.0,63.0,7.5,5.0,0.00514107,167.71950904529,19.0,73.049443339199,2.0,,0,,0.1,0.05,0.46,,,,2.0,6.0,8.0,1.0,,2.0,7.0,20.808015886779,46.151284429611,2.0,5.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14773735,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187.0,26133,M,kkoulibaly26,126071,EUR,677376000.0,D,3,3,False,55.0,50.0,4.0,2.0,0.0,32.0,32.0,18.0,23.0,6.0,,,,,90.0,69.0,7.8,5.0,0.00914667,91.60876910275,15.0,48.482754306628,0.0,,1,,0.27,0.11,0.73,,,,1.0,3.0,5.0,1.0,1.0,,1.0,,,,3.0,2.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,0.0983,0.0331,1.0,-0.1,,,,,,,,,,
14773735,home,Al-Hilal,Nasser Al-Dawsari,,,nasser-al-dawsari,N. Al-Dawsari,M,16,178.0,1153,M,,872607,EUR,914025600.0,D,16,16,False,59.0,49.0,5.0,4.0,0.0,16.0,21.0,33.0,38.0,3.0,,,,,90.0,82.0,7.4,16.0,0.0318178,289.37314510327,28.0,191.71622600406,6.0,,1,,-0.26,0.63,0.36,,3.0,,,3.0,3.0,1.0,,,3.0,30.204674303334,122.1782651322,,4.0,,2.0,1.0,,1.0,,,1.0,,0.0721,0.0472,,-0.25,1.0,,,,,,,,,
14773735,home,Al-Hilal,Sergej Milinković-Savić,,,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191.0,13384,M,sms,331447,EUR,793843200.0,M,22,22,False,64.0,52.0,1.0,1.0,0.0,21.0,22.0,31.0,42.0,10.0,,,,,90.0,80.0,6.4,18.0,0.105757,226.16130550788,27.0,83.939713771428,3.0,,3,,0.12,0.3,-0.04,,1.0,,3.0,6.0,4.0,,,2.0,1.0,33.970179684634,71.989961062653,,,,,4.0,1.0,2.0,2.0,,,,0.1713,,3.0,-0.62,1.0,2.0,1.0,,,,,,,
14773735,home,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181.0,15472,M,rubenneves,280955,EUR,858211200.0,M,8,8,False,81.0,76.0,12.0,11.0,0.0,29.0,32.0,47.0,49.0,6.0,,,,,90.0,96.0,8.5,8.0,0.206839,269.61573388956,31.0,170.80594063367,4.0,,1,,0.61,0.35,0.25,,4.0,2.0,1.0,1.0,3.0,,,1.0,3.0,19.816156996735,77.328885922025,,3.0,,2.0,,,,,,,,0.0224,,2.0,-0.04,,,1.0,1.0,1.0,,,,,
14773735,home,Al-Hilal,Mohamed Kanno,,,mohamed-kanno,M. Kanno,M,28,191.0,1575,M,,828524,EUR,780192000.0,M,28,28,False,59.0,56.0,2.0,2.0,0.0,20.0,20.0,36.0,39.0,4.0,,,,,90.0,73.0,8.8,6.0,0.0755795,122.43580201568,16.0,65.921847147313,1.0,,2,,0.36,0.14,0.24,,1.0,,1.0,2.0,6.0,1.0,1.0,1.0,2.0,18.729685356168,18.795659312724,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,,0.271,1.2101,1.0,0.62,,,,,1.0,1.0,,,,
14773735,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171.0,13905,M,malcomoliveira_97,551772,EUR,856915200.0,F,10,10,False,61.0,49.0,3.0,2.0,1.0,8.0,9.0,41.0,52.0,4.0,,,,,89.0,72.0,8.0,18.0,0.995659,308.50752487898,25.0,192.52149582662,8.0,,2,,0.47,0.66,0.0,,5.0,1.0,1.0,1.0,1.0,,,,1.0,37.574518558448,182.31481210273,,,,1.0,1.0,,,,,,,0.0763,,4.0,-0.25,,1.0,1.0,2.0,1.0,,,,,
14773735,home,Al-Hilal,Karim Benzema,,,karim-benzema,K. Benzema,F,90,184.0,194410,M,KBenz9,3306,EUR,566870400.0,F,90,90,False,22.0,17.0,,,0.0,7.0,7.0,10.0,15.0,3.0,,,,,89.0,31.0,6.3,7.0,0.337998,48.488387079655,7.0,22.897033757211,1.0,,5,,0.31,0.24,-0.04,,,,2.0,3.0,,,,,,11.087954190162,11.935831098001,,,,,2.0,,,,3.0,3.0,,1.2277,0.782,,-0.93,1.0,2.0,,,1.0,,,,,
