match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_dispossessed,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,player_sofascoreId,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed
10388379,home,SC Freiburg,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2843,M,171919,EUR,739929600,G,26,26,False,39.0,28.0,20.0,10.0,22.0,26.0,6.0,13.0,1.0,7.0,3.0,5.0,1.0,1.0,1.0,90.0,46.0,8.3,11.0,0.0,0.0,0.00224,0,0.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388379,home,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,D,25,25,False,25.0,17.0,2.0,2.0,9.0,12.0,8.0,15.0,1.0,2.0,,,,,,90.0,46.0,7.1,16.0,0.0,0.0,0.0249947,0,,,,2.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10388379,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,49.0,41.0,3.0,1.0,26.0,28.0,15.0,21.0,1.0,7.0,,,,,,90.0,60.0,7.1,10.0,0.0,0.0,0.125188,0,,,,,2.0,1.0,6.0,6.0,2.0,,,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,
10388379,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,False,60.0,49.0,5.0,2.0,37.0,43.0,12.0,17.0,,7.0,,,,,,90.0,67.0,6.8,15.0,0.0,0.0,0.0037063,0,,,,,,1.0,,1.0,,,1.0,,,4.0,,,,,,,,,,,,,,,
10388379,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,D,30,30,False,33.0,24.0,4.0,2.0,9.0,14.0,18.0,27.0,,5.0,,,,,,90.0,53.0,7.1,16.0,0.1044,0.0676,0.0764867,2,,,,8.0,1.0,,5.0,2.0,1.0,2.0,,1.0,,,,,,2.0,2.0,True,3.0,1.0,2.0,,,,,,
10388379,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,M,42,42,False,23.0,13.0,,,,1.0,13.0,23.0,,4.0,,,,,,81.0,41.0,6.9,18.0,0.1033,0.0,0.154959,2,,,,1.0,,,3.0,5.0,1.0,,,4.0,1.0,4.0,1.0,,1.0,1.0,1.0,,,,,doanritsu,1.0,1.0,,,
10388379,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,21.0,16.0,,,3.0,3.0,13.0,19.0,1.0,5.0,,,,,,68.0,29.0,6.9,7.0,0.0,0.0,0.0520348,0,,,,1.0,3.0,2.0,5.0,5.0,1.0,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,
10388379,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,42.0,36.0,,,21.0,26.0,15.0,16.0,,7.0,,,,,,90.0,52.0,6.9,6.0,0.227,0.0,0.0178889,2,,,,,,2.0,4.0,6.0,2.0,,1.0,3.0,1.0,,,,1.0,2.0,,,,,,,1.0,1.0,1.0,,
10388379,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,42.0,36.0,4.0,2.0,13.0,13.0,25.0,36.0,,4.0,,,,,,82.0,59.0,8.0,14.0,0.0,0.0,0.905771,0,,,,7.0,,,,4.0,,3.0,,,,2.0,,,1.0,,6.0,,2.0,3.0,,,,,1.0,1.0,
10388379,home,SC Freiburg,Daniel-Kofi Kyereh,daniel-kofi-kyereh,D. Kyereh,M,11,179,1988,M,569684,EUR,826243200,F,11,11,False,12.0,10.0,1.0,1.0,3.0,3.0,7.0,9.0,2.0,,,,,,,69.0,23.0,6.4,6.0,0.4531,0.7466,0.0663768,1,,,,,2.0,4.0,7.0,5.0,,1.0,,1.0,1.0,3.0,,,,4.0,,,,,1.0,,,,1.0,,1.0
