match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_challengeLost,stat_dispossessed,stat_wonTackle,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_lastManTackle,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_keyPass,stat_goalAssist,captain,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_errorLeadToAShot,stat_penaltyWon
10388493,home,SC Freiburg,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2843,M,171919,EUR,739929600,G,26,26,False,36.0,22.0,22.0,8.0,15.0,15.0,7.0,21.0,1.0,13.0,2.0,2.0,1.0,3.0,1.0,90.0,49.0,7.0,14.0,0.0,0.0,0.0111014,0,0.6641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388493,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,False,35.0,31.0,5.0,2.0,24.0,25.0,7.0,10.0,9.0,6.0,,,,,,89.0,55.0,6.8,6.0,0.0,0.0,0.00770242,0,,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388493,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,56.0,43.0,12.0,5.0,32.0,38.0,11.0,18.0,4.0,4.0,,,,,,90.0,66.0,6.8,15.0,0.0,0.0,0.0472622,0,,2.0,8.0,5.0,10.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10388493,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,False,49.0,39.0,9.0,2.0,26.0,31.0,13.0,19.0,6.0,1.0,,,,,,90.0,67.0,8.0,12.0,0.2202,0.1304,0.0135091,2,,1.0,5.0,3.0,11.0,,,5.0,1.0,,1.0,2.0,,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10388493,home,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,M,25,25,False,31.0,22.0,3.0,2.0,11.0,14.0,11.0,20.0,3.0,8.0,,,,,,90.0,68.0,7.3,20.0,0.209,0.0,0.016666,2,,2.0,4.0,10.0,13.0,,1.0,8.0,,,,2.0,,4.0,4.0,3.0,1.0,,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10388493,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,27.0,20.0,4.0,2.0,7.0,11.0,13.0,16.0,1.0,8.0,,,,,,90.0,38.0,6.6,8.0,0.0,0.0,0.051756,0,,4.0,,6.0,4.0,1.0,1.0,,,,3.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
10388493,home,SC Freiburg,Yannik Keitel,yannik-keitel,Y. Keitel,M,14,186,246,M,877842,EUR,950572800,M,14,14,False,35.0,26.0,2.0,1.0,17.0,20.0,9.0,15.0,2.0,5.0,,,,,,75.0,45.0,6.8,12.0,0.0,0.0,0.02271,0,,2.0,,5.0,2.0,,1.0,2.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,
10388493,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,M,30,30,False,35.0,26.0,4.0,1.0,6.0,10.0,22.0,29.0,,5.0,,,,,,90.0,49.0,7.0,13.0,0.0848,0.0,0.330742,1,,1.0,,6.0,1.0,,,1.0,,,,2.0,2.0,,1.0,4.0,,,,,,1.0,,,,4.0,,True,2.0,2.0,1.0,,,,,,,,
10388493,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,F,42,42,False,24.0,17.0,3.0,,3.0,5.0,17.0,22.0,,6.0,,,,,,82.0,45.0,6.9,16.0,0.1034,0.0336,0.703682,2,,1.0,,8.0,3.0,,,1.0,1.0,,1.0,,,3.0,1.0,3.0,1.0,,,,,5.0,1.0,,,2.0,1.0,,3.0,1.0,1.0,doanritsu,1.0,,,,,,
10388493,home,SC Freiburg,Lucas Höler,lucas-holer,L. Höler,F,9,184,586,M,280009,EUR,773798400,F,9,9,False,31.0,24.0,1.0,,9.0,9.0,15.0,24.0,2.0,4.0,,,,,,82.0,40.0,7.2,11.0,0.3804,0.817,0.0352945,2,,4.0,3.0,10.0,3.0,,,,1.0,,,4.0,1.0,,,2.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
