match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,captain,stat_goalAssist,stat_shotOffTarget,stat_wonTackle,stat_keyPass,stat_onTargetScoringAttempt,stat_totalOffside,stat_accurateCross,stat_hitWoodwork,stat_goals,stat_punches,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed
10438157,home,Estoril Praia,Daniel Figueira,,,daniel-figueira,D. Figueira,G,99,189,80,M,862060,EUR,900892800,G,99,99,False,35.0,26.0,14.0,5.0,26.0,27.0,8.0,8.0,3.0,3.0,1.0,1.0,90.0,43.0,7.5,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438157,home,Estoril Praia,Shaquil Delos,,,shaquil-delos,S. Delos,D,17,179,40,M,989888,EUR,929491200,D,22,22,False,28.0,22.0,1.0,,11.0,14.0,15.0,2.0,,,,,89.0,50.0,7.1,11.0,0,11.0,1.0,1.0,1.0,4.0,9.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,
10438157,home,Estoril Praia,Pedro Álvaro,,,pedro-alvaro,P. Álvaro,D,,186,247,M,869330,EUR,951955200,D,23,23,False,39.0,31.0,3.0,1.0,29.0,32.0,7.0,1.0,,,,,90.0,51.0,7.0,10.0,0,2.0,,1.0,1.0,3.0,3.0,,1.0,1.0,4.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
10438157,home,Estoril Praia,Bernardo Vital,,,vital-bernardo,B. Vital,D,13,187,192,M,1065442,EUR,978048000,D,3,3,False,41.0,34.0,3.0,1.0,29.0,30.0,11.0,5.0,,,,,90.0,50.0,6.9,7.0,1,5.0,,2.0,1.0,4.0,3.0,1.0,,,2.0,1.0,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
10438157,home,Estoril Praia,Joãozinho,,,joaozinho,Joãozinho,D,31,185,30,M,156319,EUR,615340800,D,31,31,False,36.0,30.0,1.0,1.0,19.0,22.0,15.0,2.0,,,,,90.0,56.0,7.6,9.0,1,11.0,1.0,,,,3.0,,,,2.0,,3.0,,,,,,1.0,True,1.0,1.0,2.0,1.0,,,,,,,,,
10438157,home,Estoril Praia,Rafik Guitane,,,rafik-guitane,R. Guitane,F,99,170,2125,M,826210,EUR,927676800,M,27,27,False,27.0,19.0,2.0,2.0,6.0,6.0,21.0,6.0,,,,,83.0,52.0,6.7,21.0,1,13.0,,,,8.0,9.0,,10.0,5.0,,,2.0,5.0,2.0,1.0,2.0,,,,,,2.0,,1.0,1.0,,,,,,,
10438157,home,Estoril Praia,João Gamboa,,,joao-gamboa,J. Gamboa,M,5,187,92,M,794318,EUR,841449600,M,5,5,False,40.0,33.0,6.0,5.0,14.0,16.0,24.0,6.0,,,,,90.0,54.0,7.1,9.0,1,19.0,,1.0,2.0,6.0,8.0,1.0,,,2.0,,4.0,2.0,2.0,4.0,,1.0,1.0,,,,3.0,1.0,,,,,,,,,
10438157,home,Estoril Praia,João Carvalho,,,joao-carvalho,J. Carvalho,F,12,170,372,M,548044,EUR,857865600,M,20,20,False,36.0,31.0,3.0,3.0,9.0,12.0,28.0,9.0,,,,,90.0,57.0,8.2,9.0,3,25.0,4.0,,1.0,4.0,7.0,1.0,2.0,1.0,,,3.0,1.0,2.0,2.0,,1.0,,,,,1.0,1.0,2.0,,3.0,1.0,1.0,,,,
10438157,home,Estoril Praia,Tiago Gouveia,,,tiago-gouveia,T. Gouveia,F,47,176,1493,M,976410,EUR,992822400,F,21,21,False,17.0,12.0,1.0,1.0,4.0,6.0,12.0,7.0,,,,,83.0,35.0,6.8,11.0,0,8.0,1.0,,,6.0,9.0,1.0,7.0,4.0,,,1.0,,4.0,1.0,1.0,,,,,,,,,,,,,,,,
10438157,home,Estoril Praia,Alejandro Marqués,,,alejandro-marques,A. Marqués,F,9,189,759,M,929894,EUR,965347200,F,9,9,False,11.0,9.0,,,2.0,3.0,8.0,5.0,,,,,76.0,30.0,6.5,11.0,0,7.0,,1.0,,7.0,5.0,,5.0,2.0,1.0,1.0,,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,
