match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,player_sofascoreId,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_hitWoodwork,stat_goals,stat_totalOffside
12448358,home,Almere City FC,Nordin Bakker,nordin-bakker,N. Bakker,G,31,196,132,M,945955,EUR,878256000,G,1,1,False,26.0,15.0,22.0,11.0,0.0,8.0,8.0,7.0,18.0,2.0,12.0,1.0,1.0,3.0,2.0,90.0,41.0,6.1,11.0,0.00326722,0,-2.5911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448358,home,Almere City FC,Hamdi Akujobi,hamdi-akujobi,H. Akujobi,D,,175,76,M,983662,EUR,948326400,D,20,20,False,25.0,20.0,2.0,,0.0,9.0,9.0,12.0,20.0,3.0,3.0,,,,,90.0,57.0,6.9,16.0,0.0905156,0,,4.0,1.0,1.0,6.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12448358,home,Almere City FC,Ricardo Visus,ricardo-visus,R. Visus,D,14,192,119,M,1046322,EUR,988070400,D,4,4,False,31.0,26.0,6.0,4.0,0.0,11.0,12.0,15.0,19.0,4.0,,,,,,90.0,42.0,6.2,5.0,0.0115842,0,,,,,1.0,1.0,2.0,1.0,1.0,,,,Ricardo Visus,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12448358,home,Almere City FC,James Lawrence,james-lawrence,J. Lawrence,D,4,188,53,M,193462,EUR,714441600,D,15,15,False,20.0,19.0,1.0,1.0,0.0,12.0,12.0,7.0,8.0,6.0,2.0,,,,,90.0,33.0,5.8,1.0,0.00212358,1,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,0.4831,,,,,,,,,,,,,
12448358,home,Almere City FC,Vasilios Zagaritis,vassilis-zagaritis,V. Zagaritis,D,19,178,227,M,1064426,EUR,988934400,D,14,14,False,20.0,16.0,2.0,1.0,0.0,6.0,7.0,12.0,22.0,2.0,6.0,,,,,86.0,50.0,6.1,16.0,0.152966,1,,9.0,2.0,2.0,3.0,1.0,1.0,,,2.0,,2.0,,,,4.0,,,1.0,0.0476,1.0,1.0,3.0,1.0,,,,,,,,,
12448358,home,Almere City FC,Thom Haye,thom-haye,T. Haye,M,33,187,10984,M,149666,EUR,792288000,M,19,19,False,25.0,17.0,4.0,3.0,0.0,7.0,10.0,14.0,24.0,1.0,1.0,,,,,57.0,44.0,7.0,14.0,0.77837,1,,9.0,4.0,,2.0,,1.0,1.0,,1.0,,3.0,,,,2.0,1.0,,,0.0148,1.0,,1.0,1.0,thomhaye,2.0,1.0,,,,,,
12448358,home,Almere City FC,Anas Tahiri,anas-tahiri,A. Tahiri,M,19,179,260,M,544156,EUR,800496000,M,8,8,False,47.0,44.0,2.0,1.0,0.0,17.0,18.0,27.0,29.0,1.0,5.0,,,,,76.0,57.0,6.4,4.0,0.0358319,0,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
12448358,home,Almere City FC,Kornelius Normann,kornelius-hansen,K. Hansen,M,11,175,64,M,989864,EUR,989107200,M,17,17,False,17.0,13.0,1.0,,0.0,4.0,6.0,9.0,12.0,2.0,8.0,,,,,76.0,29.0,6.4,7.0,0.0125811,3,,1.0,,,2.0,,,,,1.0,1.0,,,,,1.0,,1.0,,0.5561,,,2.0,1.0,,,1.0,2.0,0.7728,,,,
12448358,home,Almere City FC,Thomas Robinet,thomas-robinet,T. Robinet,M,9,180,359,M,790802,EUR,840326400,M,9,9,False,16.0,13.0,1.0,1.0,0.0,2.0,2.0,12.0,16.0,1.0,,,,,,90.0,29.0,7.3,7.0,0.284202,3,,2.0,1.0,1.0,3.0,,,1.0,1.0,2.0,,3.0,,,3.0,5.0,,1.0,2.0,0.2715,1.0,1.0,1.0,1.0,,1.0,,1.0,0.1632,True,,,
12448358,home,Almere City FC,Junior Kadile,kadile-junior,J. Kadile,M,11,182,132,M,999033,EUR,1039996800,M,11,11,False,14.0,11.0,1.0,1.0,0.0,2.0,2.0,9.0,14.0,,3.0,,,,,90.0,36.0,5.5,12.0,0.0462082,5,,2.0,,2.0,5.0,,,,,2.0,,,,,2.0,9.0,2.0,2.0,3.0,0.9556,1.0,1.0,6.0,3.0,,,1.0,1.0,0.274,,1.0,,
12448358,home,Almere City FC,Baptiste Guillaume,baptiste-guillaume,B. Guillaume,F,19,189,97,M,320919,EUR,803260800,F,21,21,False,15.0,9.0,,,0.0,4.0,5.0,5.0,10.0,,1.0,,,,,57.0,22.0,6.7,9.0,0.0821461,1,,,,6.0,8.0,,,,,1.0,2.0,1.0,,,2.0,6.0,2.0,,1.0,0.106,,2.0,,,,,,,,,,,
12448358,home,Almere City FC,Jochem Ritmeester van de Kamp,jochem-ritmeester-van-de-kamp,J. R. v. d. Kamp,M,39,177,175,M,1157777,EUR,1067731200,M,5,5,True,24.0,22.0,1.0,1.0,0.0,11.0,11.0,11.0,14.0,1.0,6.0,,,,,33.0,30.0,6.8,3.0,0.0169134,0,,1.0,,,3.0,,1.0,1.0,1.0,,,,Jochem van de Kamp,,,2.0,1.0,,,,1.0,,2.0,2.0,,,,,,,,,
12448358,home,Almere City FC,Logan Delaurier-Chaubet,logan-delaurier-chaubet,L. Delaurier-Chaubet,M,22,173,92,M,1170533,EUR,1019433600,F,27,27,True,17.0,15.0,,,0.0,4.0,5.0,12.0,14.0,,2.0,,,,,33.0,23.0,6.7,4.0,0.37986,1,,2.0,1.0,,1.0,,,,,,1.0,1.0,Logan Delaurier,,,3.0,1.0,,,0.0264,1.0,1.0,,,,1.0,1.0,,,,,,
12448358,home,Almere City FC,Àlex Carbonell,carbonell-alex,À. Carbonell,M,6,182,72,M,355076,EUR,874281600,M,6,6,True,16.0,13.0,2.0,,0.0,3.0,3.0,10.0,13.0,,,,,,,14.0,17.0,6.6,3.0,0.0311389,0,,,,1.0,2.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
12448358,home,Almere City FC,Faiz Mattoir,mattoir-faiz,F. Mattoir,F,24,164,48,M,1007838,EUR,963360000,F,24,24,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,,,14.0,9.0,6.0,7.0,2.16e-05,0,,,,,,,,,,2.0,,,,,,4.0,,,,,,1.0,3.0,,,,,,,,,,
12448358,home,Almere City FC,Damil Dankerlui,damil-dankerlui,D. Dankerlui,D,15,175,108,M,352552,EUR,840844800,D,2,2,True,3.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,,1.0,,,,,4.0,4.0,,1.0,0.0001442,0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,
12448358,home,Almere City FC,Joel Van der Wilt,van-der-wilt-joel,J. v. d. Wilt,G,30,198,14,M,1521867,EUR,1083024000,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Joël van der Wilt,,,,,,,,,,,,,,,,,,,,
12448358,home,Almere City FC,Jonas Wendlinger,jonas-wendlinger,J. Wendlinger,G,1,191,30,M,951497,EUR,963792000,G,29,29,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448358,home,Almere City FC,Joey Jacobs,joey-jacobs,J. Jacobs,D,3,183,24,M,930838,EUR,955324800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448358,home,Almere City FC,Theo Barbet,theo-barbet,T. Barbet,D,22,184,56,M,911846,EUR,983836800,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448358,home,Almere City FC,Alex Balboa,alex-balboa,A. Balboa,M,8,181,73,M,1167698,EUR,983836800,M,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
