match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,player_sofascoreId,stat_dispossessed,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_bigChanceCreated,stat_clearanceOffLine
10388230,home,Borussia M'gladbach,Tobias Sippel,tobias-sippel,T. Sippel,G,21,180,101,M,8772,EUR,574992000,G,21,21,False,40.0,28.0,20.0,8.0,23.0,26.0,5.0,14.0,8.0,1.0,3.0,90.0,48.0,7.5,12.0,0.0,0.0,0.00260653,0,0.3431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388230,home,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,D,29,29,False,51.0,49.0,4.0,3.0,27.0,28.0,23.0,24.0,6.0,,,90.0,66.0,7.2,2.0,0.0,0.0,0.0557294,0,,1.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
10388230,home,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,False,70.0,63.0,6.0,2.0,43.0,46.0,20.0,24.0,3.0,,,90.0,83.0,7.1,9.0,0.0,0.0,0.0239674,0,,,,2.0,3.0,3.0,4.0,,1.0,,5.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,
10388230,home,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,69.0,64.0,4.0,3.0,54.0,57.0,10.0,12.0,6.0,,,90.0,84.0,7.3,5.0,0.0229,0.2277,0.0033824,1,,,,4.0,4.0,6.0,5.0,,,,7.0,,2.0,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,
10388230,home,Borussia M'gladbach,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,577726,EUR,797990400,D,25,25,False,48.0,43.0,3.0,1.0,24.0,25.0,19.0,23.0,3.0,,,87.0,74.0,7.3,8.0,0.0348,0.0,0.369888,1,,,,2.0,4.0,6.0,8.0,1.0,2.0,,2.0,2.0,1.0,,,,2.0,2.0,,,1.0,rbens,,,,,,,,,
10388230,home,Borussia M'gladbach,Christoph Kramer,christoph-kramer,C. Kramer,M,,191,168,M,110967,EUR,666921600,M,6,6,False,50.0,43.0,2.0,1.0,21.0,24.0,22.0,26.0,7.0,,,90.0,57.0,6.6,8.0,0.0,0.0,0.0293646,0,,,,,,3.0,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,
10388230,home,Borussia M'gladbach,Manu Koné,manu-kone,M. Koné,M,17,186,6974,M,974087,EUR,990057600,M,17,17,False,39.0,34.0,1.0,,18.0,19.0,16.0,20.0,9.0,,,90.0,52.0,6.7,9.0,0.0,0.0,0.0141156,0,,,,1.0,1.0,6.0,6.0,,,,,2.0,3.0,2.0,,,,3.0,2.0,2.0,,,2.0,,,,,,,,
10388230,home,Borussia M'gladbach,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,M,23,23,False,33.0,24.0,1.0,,9.0,11.0,16.0,31.0,3.0,,,90.0,59.0,6.8,23.0,0.1722,0.0,0.25905,1,,9.0,1.0,1.0,2.0,5.0,4.0,,1.0,,1.0,2.0,,2.0,,,3.0,,,1.0,,,3.0,1.0,,,,,,,
10388230,home,Borussia M'gladbach,Lars Stindl,lars-stindl,L. Stindl,M,,180,394,M,23996,EUR,588556800,M,13,13,False,24.0,19.0,1.0,1.0,6.0,7.0,13.0,18.0,3.0,,,71.0,43.0,6.1,13.0,0.0,0.0,0.0119982,0,,1.0,,1.0,,10.0,5.0,,2.0,,2.0,3.0,3.0,,,,1.0,2.0,1.0,1.0,,,4.0,,True,1.0,,,,,
10388230,home,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,M,14,14,False,23.0,13.0,1.0,,2.0,4.0,11.0,20.0,3.0,,,89.0,40.0,6.7,13.0,1.11,0.4434,0.185998,4,,1.0,,2.0,,2.0,4.0,,1.0,1.0,1.0,1.0,,,,,,2.0,1.0,2.0,1.0,,,1.0,,,2.0,2.0,1.0,,
10388230,home,Borussia M'gladbach,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192,25626,M,791702,EUR,870825600,F,10,10,False,25.0,19.0,1.0,,6.0,6.0,13.0,19.0,4.0,,,90.0,46.0,7.7,15.0,0.1455,0.1588,0.205688,2,,,,3.0,4.0,4.0,8.0,,2.0,2.0,2.0,2.0,,2.0,,,,,,8.0,1.0,m_thuram,1.0,,,,,1.0,,2.0,
10388230,home,Borussia M'gladbach,Florian Neuhaus,florian-neuhaus,F. Neuhaus,M,10,185,880,M,837205,EUR,858470400,M,32,32,True,8.0,5.0,,,1.0,1.0,4.0,7.0,,,,19.0,9.0,6.5,3.0,0.0,0.0,0.0528361,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10388230,home,Borussia M'gladbach,Luca Netz,netz-luca,L. Netz,D,25,180,641,M,979144,EUR,1052956800,D,20,20,True,1.0,,1.0,,,1.0,,,1.0,,,1.0,6.0,,2.0,0.0,0.0,0.00036598,0,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
10388230,home,Borussia M'gladbach,Florian Dimmer,florian-dimmer,F. Dimmer,G,33,190,14,M,1430783,EUR,1105747200,G,49,49,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,Florian Dimmer,,,,,,,,,,,,,,,,
10388230,home,Borussia M'gladbach,Marvin Friedrich,marvin-friedrich,M. Friedrich,D,5,193,161,M,254449,EUR,818812800,D,5,5,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388230,home,Borussia M'gladbach,Stefan Lainer,stefan-lainer,S. Lainer,D,22,176,447,M,113920,EUR,714873600,D,18,18,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388230,home,Borussia M'gladbach,Hannes Wolf,hannes-wolf,H. Wolf,M,17,179,588,M,832411,EUR,924220800,M,11,11,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388230,home,Borussia M'gladbach,Nathan N'Goumou,nathan-ngoumou,N. Ngoumou,M,19,182,657,M,962409,EUR,952992000,M,19,19,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388230,home,Borussia M'gladbach,Oscar Fraulo,oscar-fraulo,O. Fraulo,M,29,180,841,M,1008245,EUR,1070668800,M,22,22,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388230,home,Borussia M'gladbach,Patrick Herrmann,patrick-herrmann,P. Herrmann,F,,179,113,M,103289,EUR,666316800,F,7,7,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388230,away,SC Freiburg,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2843,M,171919,EUR,739929600,G,26,26,False,29.0,20.0,14.0,6.0,17.0,20.0,3.0,9.0,6.0,3.0,3.0,90.0,33.0,7.7,9.0,0.0,0.0,0.00485004,0,0.8299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
