match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_fouls,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,stat_blockedScoringAttempt,captain,stat_errorLeadToAShot,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine
12499808,home,VfB Stuttgart,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2048,M,584722,EUR,844041600,G,33,33,False,25.0,23.0,8.0,6.0,0.0,20.0,21.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,90.0,29.0,7.2,2.0,0.00075357,0,0.1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499808,home,VfB Stuttgart,Leonidas Stergiou,,,leonidas-stergiou,L. Stergiou,D,25,180,684,M,962898,EUR,1015113600,D,20,20,False,62.0,47.0,5.0,2.0,1.0,19.0,24.0,28.0,38.0,3.0,4.0,,,,85.0,88.0,7.2,17.0,0.015082,0,,2.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499808,home,VfB Stuttgart,Anthony Rouault,,,anthony-rouault,A. Rouault,D,24,186,602,M,991479,EUR,991094400,D,29,29,False,87.0,78.0,12.0,5.0,0.0,64.0,67.0,14.0,20.0,7.0,3.0,,,,90.0,100.0,7.4,10.0,0.00627356,0,,3.0,3.0,5.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499808,home,VfB Stuttgart,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,75.0,73.0,3.0,3.0,0.0,54.0,54.0,19.0,21.0,4.0,2.0,,,,86.0,86.0,7.4,3.0,0.0168786,1,,1.0,3.0,3.0,6.0,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0345,,,,,,,,,,,,,,,,
12499808,home,VfB Stuttgart,Maximilian Mittelstädt,,,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,False,58.0,50.0,3.0,,0.0,20.0,21.0,32.0,49.0,3.0,2.0,,,,90.0,83.0,7.3,19.0,0.226723,0,,,1.0,2.0,2.0,,,,,1.0,,,1.0,,,1.0,,,12.0,2.0,1.0,1.0,,,,,,,,,,,,
12499808,home,VfB Stuttgart,Josha Vagnoman,,,josha-vagnoman,J. Vagnoman,D,4,186,549,M,906278,EUR,976492800,M,4,4,False,22.0,18.0,,,0.0,12.0,13.0,6.0,10.0,1.0,4.0,,,,90.0,39.0,6.6,12.0,0.117715,3,,3.0,1.0,7.0,2.0,1.0,1.0,,,1.0,,1.0,,,3.0,1.0,,0.2918,1.0,,,3.0,1.0,2.0,0.0346,,,,,,,,,
12499808,home,VfB Stuttgart,Enzo Millot,,,millot-enzo,E. Millot,M,10,175,4915,M,957889,EUR,1026864000,M,8,8,False,63.0,56.0,4.0,,0.0,24.0,25.0,32.0,40.0,,7.0,,,,77.0,82.0,6.7,11.0,0.0373839,3,,1.0,,3.0,6.0,,1.0,,,,,2.0,,,,4.0,,0.3331,2.0,,,4.0,1.0,,,2.0,1.0,,,,,,,
12499808,home,VfB Stuttgart,Atakan Karazor,,,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,False,82.0,71.0,3.0,2.0,0.0,31.0,36.0,40.0,46.0,,5.0,,,,90.0,96.0,7.0,14.0,0.0306108,0,,1.0,1.0,4.0,6.0,1.0,1.0,2.0,2.0,,1.0,,,,1.0,3.0,,,,,1.0,,,,,,,True,1.0,,,,,
12499808,home,VfB Stuttgart,Chris Führich,,,chris-fuhrich,C. Führich,M,10,178,1574,M,891510,EUR,884304000,M,27,27,False,40.0,36.0,1.0,1.0,0.0,13.0,14.0,24.0,28.0,1.0,2.0,,,,77.0,57.0,8.5,10.0,0.697917,2,,,2.0,4.0,5.0,1.0,,,,2.0,,1.0,,,1.0,,,0.0925,2.0,1.0,,6.0,,1.0,0.2532,3.0,,,,2.0,1.0,,,
12499808,home,VfB Stuttgart,Ermedin Demirović,,,ermedin-demirovic,E. Demirović,F,9,184,5628,M,878081,EUR,890784000,F,9,9,False,20.0,15.0,,,0.0,6.0,6.0,9.0,14.0,,1.0,,,,90.0,38.0,6.9,11.0,0.107324,2,,1.0,2.0,7.0,4.0,3.0,1.0,,,1.0,2.0,2.0,,,2.0,2.0,1.0,0.1363,,,,1.0,,,,,,,,,,e.demirovic29,,
