match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_fouls,stat_shotOffTarget,stat_expectedGoals,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_penaltyConceded,captain,stat_totalContest,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_lastManTackle,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_goals
12499647,home,Borussia M'gladbach,Moritz Nicolas,moritz-nicolas,M. Nicolas,G,33,193,411,M,578166,EUR,877392000,G,33,33,False,44.0,30.0,22.0,9.0,0.0,25.0,31.0,5.0,13.0,1.0,11.0,8.0,1.0,9.0,1.0,1.0,90.0,59.0,8.9,15.0,0.00082703,0,3.5533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499647,home,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,D,29,29,False,22.0,18.0,2.0,1.0,0.0,16.0,18.0,2.0,5.0,2.0,4.0,,,,,,82.0,42.0,6.9,7.0,0.125029,0,,1.0,3.0,6.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499647,home,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,False,35.0,26.0,7.0,,0.0,22.0,26.0,4.0,9.0,10.0,3.0,,,,,,90.0,50.0,6.4,9.0,0.00187664,0,,,4.0,3.0,2.0,,,2.0,2.0,2.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12499647,home,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,48.0,45.0,2.0,1.0,0.0,39.0,39.0,6.0,9.0,10.0,3.0,,,,,,90.0,65.0,7.3,3.0,0.00205109,1,,,1.0,4.0,1.0,,2.0,1.0,2.0,1.0,,,,,,2.0,,1.0,0.0804,,,,,,,,,,,,,,,,,
12499647,home,Borussia M'gladbach,Lukas Ullrich,lukas-ullrich,L. Ullrich,D,26,177,362,M,1083382,EUR,1079395200,D,26,26,False,23.0,16.0,6.0,1.0,0.0,12.0,16.0,4.0,7.0,6.0,1.0,,,,,,89.0,41.0,6.2,8.0,0.00273083,0,,,5.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,Lukas Ullrich,,1.0,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12499647,home,Borussia M'gladbach,Julian Weigl,julian-weigl,J. Weigl,M,5,186,1190,M,237068,EUR,810518400,M,8,8,False,40.0,36.0,4.0,2.0,0.0,24.0,25.0,12.0,15.0,4.0,3.0,,,,,,90.0,51.0,6.7,5.0,0.00874842,0,,,3.0,2.0,1.0,,,,2.0,1.0,,,,,1.0,,1.0,,,,,,True,,,,,,,,,,,,,
12499647,home,Borussia M'gladbach,Philipp Sander,philipp-sander,P. Sander,M,16,185,246,M,939880,EUR,888019200,M,16,16,False,15.0,12.0,,,0.0,9.0,11.0,3.0,4.0,2.0,3.0,,,,,,82.0,29.0,6.7,5.0,0.00239298,0,,,1.0,5.0,1.0,,1.0,,4.0,,,,,,,,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,
12499647,home,Borussia M'gladbach,Rocco Reitz,rocco-reitz,R. Reitz,M,27,175,1025,M,1048650,EUR,1022630400,M,27,27,False,22.0,17.0,2.0,1.0,0.0,14.0,16.0,4.0,8.0,6.0,3.0,,,,,,90.0,47.0,7.1,11.0,0.278686,0,,2.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,,2.0,,,,,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,
12499647,home,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,M,14,14,False,14.0,9.0,1.0,,0.0,3.0,6.0,6.0,8.0,1.0,4.0,,,,,,62.0,25.0,6.8,9.0,0.0110417,2,,,1.0,6.0,,1.0,,,2.0,1.0,1.0,,,,,3.0,,,0.0757,,3.0,,,,,,,2.0,1.0,,,,,,,
12499647,home,Borussia M'gladbach,Robin Hack,robin-hack,R. Hack,M,25,176,520,M,876858,EUR,904176000,M,25,25,False,12.0,9.0,1.0,1.0,0.0,7.0,8.0,2.0,4.0,3.0,2.0,,,,,,62.0,24.0,6.4,8.0,0.0151643,0,,,7.0,2.0,,2.0,,,1.0,,,,,,1.0,,1.0,,,,,,,4.0,1.0,,,,,,,,,,,
