match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_bigChanceCreated,stat_outfielderBlock,stat_shotOffTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_goals,captain,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
12624990,home,Al-Hilal,Bono,,,bono,Bono,G,37,195.0,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,17.0,17.0,1.0,1.0,0.0,17.0,17.0,9.0,2.0,1.0,2.0,90.0,25.0,6.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624990,home,Al-Hilal,João Cancelo,,,joao-cancelo,J. Cancelo,D,2,182.0,90162,M,JCancelo,138892,EUR,769996800,D,20,20,False,74.0,66.0,3.0,1.0,0.0,20.0,22.0,6.0,,,,89.0,107.0,7.2,0,49.0,60.0,8.0,3.0,1.0,2.0,6.0,9.0,2.0,5.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,20.0,3.0,,,,,,,,,,,,,,
12624990,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187.0,26133,M,kkoulibaly26,126071,EUR,677376000,D,3,3,False,60.0,55.0,8.0,6.0,0.0,34.0,35.0,3.0,,,,90.0,69.0,7.3,0,21.0,25.0,,,2.0,,3.0,2.0,,,,4.0,,2.0,,,,,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,
12624990,home,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182.0,1057,M,,1138857,EUR,627609600,D,5,5,False,69.0,67.0,1.0,1.0,0.0,47.0,49.0,7.0,,,,90.0,79.0,7.0,0,20.0,20.0,,,2.0,,2.0,4.0,,,,4.0,,3.0,1.0,,,1.0,,2.0,,,1.0,,,,,,,,,,,,
12624990,home,Al-Hilal,Renan Lodi,,,renan-lodi,R. Lodi,D,16,173.0,4256,M,renan_lodi,851150,EUR,891993600,D,6,6,False,53.0,47.0,3.0,,1.0,18.0,20.0,2.0,,,,89.0,79.0,7.2,2,31.0,37.0,4.0,2.0,1.0,,6.0,1.0,2.0,2.0,1.0,2.0,2.0,,,2.0,,,2.0,13.0,1.0,1.0,,1.0,1.0,,,,,,,,,,
12624990,home,Al-Hilal,Nasser Al-Dawsari,,,nasser-al-dawsari,N. Al-Dawsari,M,16,178.0,1153,M,,872607,EUR,914025600,M,16,16,False,69.0,67.0,3.0,2.0,0.0,27.0,27.0,3.0,,,,72.0,81.0,7.2,1,40.0,43.0,1.0,,1.0,1.0,2.0,4.0,,,,,2.0,3.0,2.0,1.0,,,1.0,5.0,,,,,1.0,,,,,,,,,,
12624990,home,Al-Hilal,Sergej Milinković-Savić,,,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191.0,13384,M,sms,331447,EUR,793843200,M,22,22,False,95.0,81.0,5.0,5.0,0.0,21.0,22.0,4.0,,,,90.0,109.0,8.1,2,60.0,74.0,1.0,,2.0,3.0,3.0,5.0,,,,,3.0,,,1.0,,2.0,,17.0,,,,1.0,,1.0,1.0,2.0,,,,,,,
12624990,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171.0,13905,M,malcomoliveira_97,551772,EUR,856915200,M,77,77,False,74.0,72.0,5.0,5.0,1.0,14.0,14.0,3.0,,,,90.0,100.0,9.2,3,60.0,65.0,5.0,2.0,,,4.0,7.0,,7.0,4.0,,,1.0,1.0,2.0,,2.0,,11.0,5.0,,,1.0,,1.0,2.0,,1.0,1.0,,,,,
12624990,home,Al-Hilal,Marcos Leonardo,,,marcos-leonardo,M. Leonardo,F,9,177.0,22653,M,marcosleonardo09,1047227,EUR,1051833600,M,11,11,False,9.0,6.0,1.0,,0.0,3.0,3.0,,,,,72.0,20.0,6.3,3,3.0,6.0,,,,,5.0,1.0,,1.0,,,,,,2.0,,1.0,2.0,8.0,,,,,1.0,2.0,2.0,,1.0,,,,,,
12624990,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171.0,11126,M,29salem,160893,EUR,682560000,M,29,29,False,40.0,34.0,2.0,1.0,0.0,11.0,12.0,5.0,,,,78.0,47.0,7.4,0,24.0,31.0,3.0,1.0,,,,3.0,,,,,,2.0,2.0,,,1.0,,8.0,3.0,,,,,,,,,,True,,,,
12624990,home,Al-Hilal,Aleksandar Mitrović,,,aleksandar-mitrovic,A. Mitrović,F,9,189.0,24095,M,AleksMitrović,192144,EUR,779673600,F,9,9,False,19.0,11.0,,,0.0,3.0,4.0,2.0,,,,90.0,28.0,7.8,5,8.0,15.0,,,,4.0,1.0,5.0,,1.0,1.0,,,,,,,,2.0,9.0,,,,4.0,,,1.0,1.0,,1.0,,,,,
12624990,home,Al-Hilal,Mohamed Kanno,,,mohamed-kanno,M. Kanno,M,28,191.0,1575,M,,828524,EUR,780192000,M,28,28,True,32.0,31.0,1.0,,0.0,17.0,17.0,2.0,,,,18.0,34.0,6.6,0,14.0,15.0,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
12624990,home,Al-Hilal,Abdullah Al-Hamdan,,,abdullah-al-hamdan,A. Al-Hamdan,F,9,185.0,1411,M,,915991,EUR,937094400,F,99,99,True,19.0,16.0,,,1.0,7.0,7.0,,,,,18.0,23.0,6.8,0,9.0,12.0,,,,,6.0,1.0,3.0,1.0,,,,,,,,1.0,,6.0,1.0,1.0,,,,2.0,,,,,,,,,
12624990,home,Al-Hilal,Mohammed Al-Qahtani,Mohammed Al-Qahtani,,al-qahtani-mohammed,M. Al-Qahtani,M,15,167.0,790,M,,1134261,EUR,1027382400,M,15,15,True,16.0,15.0,,,0.0,,,3.0,,,,12.0,23.0,7.6,1,15.0,16.0,,,,,2.0,2.0,1.0,2.0,1.0,,,,,,,1.0,,2.0,,,,,,,1.0,,,1.0,,,,,
12624990,home,Al-Hilal,Moteb Al-Harbi,,,moteb-al-harbi,M. Al-Harbi,D,24,171.0,848,M,,1022679,EUR,950918400,D,24,24,True,13.0,13.0,,,0.0,3.0,3.0,,,,,1.0,14.0,,0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624990,home,Al-Hilal,Hamad Al Yami,Hamad,Al Yami,hamad-al-yami,H. A. Yami,D,88,170.0,585,M,,981158,EUR,926899200,D,88,88,True,7.0,7.0,,,0.0,2.0,2.0,1.0,,,,1.0,10.0,,0,5.0,5.0,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,
12624990,home,Al-Hilal,Mohammed Al-Rubaie,,,mohammed-al-rubaie,M. Al-Rubaie,G,17,190.0,648,M,,920497,EUR,871516800,G,17,17,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624990,home,Al-Hilal,Hassan Al Tambakti,,,hassan-al-tambakti,H. A. Tambakti,D,87,182.0,1188,M,,881837,EUR,918518400,D,87,87,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624990,home,Al-Hilal,Yasir Al-Shahrani,,,yasir-al-shahrani,Y. Al-Shahrani,D,12,171.0,762,M,,160923,EUR,706752000,D,12,12,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624990,home,Al-Hilal,Khalid Al-Ghannam,,,khalid-al-ghannam,K. Al-Ghannam,M,17,171.0,713,M,,976538,EUR,973641600,F,7,7,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624990,away,Al-Ettifaq,Marek Rodák,,,marek-rodak,M. Rodák,G,1,188.0,518,M,,358694,EUR,850435200,G,1,1,False,32.0,25.0,22.0,15.0,0.0,15.0,16.0,16.0,3.0,,4.0,90.0,47.0,7.4,0,10.0,16.0,,,,,1.0,,1.0,,,,,,,,,,,8.0,,,,,,,,,,,,3.0,1.0,1.0,
12624990,away,Al-Ettifaq,Radhi Al-Oteibi,,,radhi-al-oteibi,R. Al-Oteibi,D,61,170.0,28,M,,963642,EUR,960768000,D,61,61,False,24.0,18.0,2.0,,0.0,6.0,6.0,2.0,,,,90.0,41.0,6.5,1,12.0,22.0,4.0,,,,2.0,2.0,1.0,,,1.0,1.0,,,2.0,,2.0,1.0,14.0,2.0,,,1.0,,,,,,,,,,,
12624990,away,Al-Ettifaq,Meshal Ali Khayrallah,Meshal Ali Khayrallah,,meshal-ali-khayrallah,M. A. Khayrallah,D,87,177.0,40,M,,1156413,EUR,986947200,D,87,87,False,17.0,10.0,5.0,1.0,0.0,3.0,5.0,2.0,,,,78.0,27.0,6.4,0,7.0,13.0,1.0,,1.0,,3.0,1.0,,,,1.0,,1.0,1.0,,,,,10.0,,,,,,2.0,,,,,,,,,
12624990,away,Al-Ettifaq,Abdullah Madu,,,abdullah-madu,A. Madu,D,3,186.0,189,M,,794347,EUR,742694400,D,3,3,False,14.0,13.0,1.0,,0.0,12.0,12.0,2.0,,,,90.0,29.0,6.4,0,1.0,2.0,,,2.0,,3.0,3.0,1.0,,,11.0,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
12624990,away,Al-Ettifaq,Abdulbaset Hindi,,,abdulbaset-hindi,A. Hindi,D,37,181.0,80,M,,949218,EUR,854841600,D,25,25,False,32.0,26.0,6.0,3.0,0.0,16.0,20.0,4.0,,,,90.0,51.0,6.2,0,10.0,12.0,,,1.0,,4.0,3.0,1.0,1.0,,5.0,1.0,3.0,2.0,1.0,,,,10.0,,,1.0,,,1.0,,,,,,,,,1.0
12624990,away,Al-Ettifaq,Madallah Al-Olayan,,,madallah-al-olayan,M. Al-Olayan,D,33,170.0,81,M,,818813,EUR,777772800,D,33,33,False,12.0,10.0,2.0,1.0,0.0,5.0,6.0,1.0,,,,45.0,20.0,6.0,0,5.0,6.0,,,,,6.0,2.0,3.0,,,2.0,,1.0,,,,1.0,1.0,5.0,,,,,,2.0,,,,,,,,,
12624990,away,Al-Ettifaq,Seko Fofana,,,seko-fofana,S. Fofana,M,42,184.0,12170,M,sekofofana,191188,EUR,799804800,M,75,75,False,35.0,31.0,4.0,1.0,0.0,15.0,17.0,9.0,,,,82.0,47.0,6.5,0,16.0,20.0,2.0,,,,3.0,,,1.0,,1.0,2.0,,,2.0,,,1.0,11.0,,,1.0,,,1.0,,,,,,,,,
12624990,away,Al-Ettifaq,Abdulelah Al-Malki,,,abdulelah-al-malki,A. Al-Malki,M,88,170.0,376,M,,818840,EUR,781833600,M,88,88,False,14.0,12.0,4.0,2.0,0.0,6.0,6.0,4.0,,,,53.0,26.0,6.6,0,6.0,9.0,1.0,,,,2.0,4.0,,3.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,6.0,,,,,,,,,,,,,,,
12624990,away,Al-Ettifaq,Georginio Wijnaldum,,,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,gwijnaldum,22126,EUR,658281600,M,8,8,False,29.0,27.0,2.0,2.0,0.0,13.0,13.0,5.0,,,,90.0,40.0,6.8,2,14.0,17.0,1.0,,1.0,2.0,3.0,5.0,,2.0,1.0,1.0,,,,,,2.0,1.0,4.0,,,1.0,1.0,1.0,,,,,,True,,,,
12624990,away,Al-Ettifaq,Moussa Dembélé,,,moussa-dembele,M. Dembélé,F,9,183.0,2632,M,,318653,EUR,837129600,F,9,9,False,18.0,14.0,,,0.0,6.0,7.0,1.0,,,,82.0,26.0,6.3,0,8.0,11.0,,,2.0,4.0,9.0,4.0,,3.0,,1.0,,,,1.0,,,3.0,9.0,,,,,,1.0,,1.0,,,,,,,
12624990,away,Al-Ettifaq,Karl Toko Ekambi,,,karl-toko-ekambi,K. Toko Ekambi,F,9,183.0,3818,M,karltokoekambi,842931,EUR,716428800,F,7,7,False,37.0,27.0,7.0,6.0,0.0,9.0,14.0,2.0,,,,90.0,49.0,7.0,1,18.0,26.0,3.0,,3.0,3.0,3.0,6.0,,1.0,1.0,,1.0,1.0,,3.0,,1.0,,16.0,3.0,,,,,,1.0,1.0,1.0,,,,,,
12624990,away,Al-Ettifaq,João Costa,,,joao-costa,J. Costa,F,18,178.0,623,M,,1397478,EUR,1111968000,F,18,18,True,16.0,11.0,1.0,,0.0,7.0,8.0,4.0,,,,45.0,24.0,6.7,0,4.0,9.0,1.0,,,,3.0,4.0,2.0,2.0,2.0,,,2.0,1.0,1.0,,,1.0,8.0,,,,,,,,,,,,,,,
12624990,away,Al-Ettifaq,Álvaro Medrán,,,alvaro-medran,Á. Medrán,M,10,176.0,321,M,,537018,EUR,763689600,M,10,10,True,16.0,15.0,3.0,3.0,0.0,7.0,7.0,2.0,,,,37.0,24.0,7.1,2,8.0,10.0,1.0,,,,1.0,5.0,1.0,2.0,2.0,,,3.0,1.0,,,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,
12624990,away,Al-Ettifaq,Mohammed Abdulrahman,Mohammed Abdulrahman,,mohammed-abdulrahman,M. Abdulrahman,D,29,170.0,146,M,,1133141,EUR,1042502400,D,29,29,True,9.0,9.0,3.0,3.0,0.0,4.0,4.0,1.0,,,,12.0,12.0,6.5,0,5.0,5.0,,,,,,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12624990,away,Al-Ettifaq,Vitinho,,,vitinho,Vitinho,F,11,178.0,3973,M,,242054,EUR,750124800,F,14,14,True,6.0,4.0,1.0,1.0,0.0,2.0,2.0,1.0,,,,8.0,9.0,7.9,1,2.0,4.0,,,,,1.0,1.0,,,,1.0,,1.0,,,,,1.0,2.0,1.0,1.0,,,,,1.0,,,1.0,,,,,
12624990,away,Al-Ettifaq,Abdullah Radif,Abdullah Radif,,abdullah-radif,A. H. Radif,F,21,185.0,510,M,,1101759,EUR,1043107200,F,21,21,True,4.0,3.0,,,0.0,2.0,2.0,,,,,16.0,7.0,5.6,1,1.0,2.0,,,,1.0,,1.0,,,,,,,,1.0,,,,2.0,,,,,,,1.0,,1.0,,,,,,
12624990,away,Al-Ettifaq,Ahmad Al Harbi,,,ahmad-al-harbi,A. A. Harbi,G,22,183.0,197,M,,828527,EUR,781401600,G,23,23,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624990,away,Al-Ettifaq,Abdullah Al Bishi,Abdullah Al Bishi,,abdullah-al-bishi,A. A. Bishi,D,,,1,,,1935093,EUR,1167436800,F,15,15,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
