match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_shotOffTarget,stat_keyPass,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_challengeLost,captain,stat_accurateCross,stat_goalAssist,stat_dispossessed,stat_totalOffside,stat_goals,stat_lastManTackle,stat_bigChanceCreated,stat_bigChanceMissed
11407432,home,Monza,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,16,16,False,22.0,19.0,6.0,3.0,19.0,21.0,1.0,2.0,1.0,11.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,35.0,7.1,3.0,0.000102,0,0.7862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407432,home,Monza,Luca Caldirola,,,luca-caldirola,L. Caldirola,D,33,189,134,M,,100565,EUR,665366400,D,5,5,False,65.0,61.0,2.0,1.0,39.0,40.0,25.0,1.0,1.0,4.0,,,,,,,90.0,75.0,7.2,4.0,0.0072303,1,,22.0,1.0,5.0,1.0,10.0,1.0,1.0,3.0,1.0,2.0,0.0343,,,,,,,,,,,,,,,,,,,
11407432,home,Monza,Pablo Marí,,,pablo-mari,P. Marí,D,30,191,1707,M,,208988,EUR,746755200,D,22,22,False,41.0,40.0,4.0,3.0,34.0,34.0,7.0,2.0,,1.0,,,,,,,60.0,48.0,6.8,2.0,0.00302087,0,,6.0,2.0,,4.0,3.0,,,3.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,
11407432,home,Monza,Andrea Carboni,,,andrea-carboni,A. Carboni,D,44,185,201,M,,970978,EUR,981244800,D,44,44,False,96.0,83.0,14.0,7.0,46.0,51.0,46.0,3.0,1.0,4.0,,,,,,,90.0,111.0,7.3,14.0,0.0285667,3,,37.0,2.0,3.0,3.0,6.0,2.0,1.0,2.0,,1.0,0.1097,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11407432,home,Monza,Patrick Ciurria,,,patrick-ciurria,P. Ciurria,F,26,178,222,M,,346676,EUR,792288000,M,84,84,False,34.0,27.0,3.0,1.0,11.0,14.0,21.0,1.0,,6.0,,,,,,,86.0,50.0,7.1,11.0,0.0600353,2,,16.0,,,2.0,2.0,,1.0,,,1.0,0.0521,3.0,2.0,1.0,,,1.0,1.0,2.0,0.7233,,,,,,,,,,
11407432,home,Monza,Roberto Gagliardini,,,roberto-gagliardini,R. Gagliardini,M,63,188,567,M,,287057,EUR,765676800,M,6,6,False,65.0,55.0,6.0,3.0,27.0,30.0,36.0,1.0,1.0,5.0,,,,,,,90.0,78.0,7.0,11.0,0.0304986,0,,28.0,4.0,,6.0,5.0,,,3.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,
11407432,home,Monza,Matteo Pessina,,,matteo-pessina,M. Pessina,M,32,183,659,M,,350210,EUR,861580800,M,32,32,False,72.0,67.0,2.0,,29.0,30.0,43.0,1.0,1.0,6.0,,,,,,,90.0,81.0,7.0,7.0,0.0517881,0,,39.0,1.0,1.0,3.0,2.0,,1.0,,,1.0,,1.0,2.0,1.0,,2.0,,,,,1.0,True,1.0,,,,,,,
11407432,home,Monza,Georgios Kyriakopoulos,,,georgios-kyriakopoulos,G. Kyriakopoulos,M,77,186,878,M,,377302,EUR,823478400,M,77,77,False,46.0,40.0,3.0,1.0,14.0,15.0,40.0,,,6.0,,,,,,,90.0,75.0,7.0,16.0,0.119076,1,,31.0,,,5.0,3.0,1.0,,2.0,2.0,1.0,0.0298,,,9.0,,1.0,2.0,,,,2.0,,5.0,1.0,1.0,1.0,,,,
11407432,home,Monza,Andrea Colpani,,,colpani-andrea,A. Colpani,M,28,186,944,M,,928122,EUR,926380800,F,28,28,False,32.0,28.0,1.0,1.0,10.0,10.0,29.0,1.0,1.0,3.0,,,,,,,80.0,49.0,7.4,16.0,0.0267166,1,,18.0,1.0,,5.0,2.0,,,1.0,,,0.0684,2.0,1.0,7.0,,1.0,3.0,1.0,1.0,0.3671,,,,,1.0,,1.0,,,
11407432,home,Monza,Samuele Vignato,Samuele Vignato,,samuele-vignato,S. Vignato,F,19,170,526,M,,1119364,EUR,1077580800,F,80,80,False,23.0,22.0,1.0,,8.0,8.0,17.0,,,1.0,,,,,,,60.0,35.0,6.8,9.0,0.0692684,1,,15.0,1.0,,4.0,2.0,,,2.0,1.0,,0.2178,3.0,1.0,2.0,,1.0,1.0,,1.0,0.0304,,,1.0,,2.0,,,,,
