match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_totalCross,stat_dispossessed,captain,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_goalAssist,stat_goals,stat_hitWoodwork
10434071,home,Kasımpaşa,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191.0,136,M,105974,EUR,626227200,G,1,1,False,29.0,11.0,26.0,8.0,6.0,12.0,5.0,17.0,1.0,1.0,1.0,1.0,11.0,3.0,2.0,2.0,90.0,43.0,5.0,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434071,home,Kasımpaşa,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183.0,410,M,354860,EUR,775612800,D,94,94,False,19.0,10.0,8.0,2.0,6.0,8.0,4.0,11.0,,3.0,1.0,2.0,1.0,,,,90.0,33.0,5.3,11.0,0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10434071,home,Kasımpaşa,Daniel Graovac,,,daniel-graovac,D. Graovac,D,4,186.0,250,M,94815,EUR,744768000,D,6,6,False,19.0,17.0,3.0,1.0,16.0,16.0,1.0,3.0,,5.0,,2.0,3.0,,,,90.0,25.0,5.2,4.0,0,2.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10434071,home,Kasımpaşa,Hasan Yesilyurt,Hasan Yesilyurt,,hasan-yesilyurt,H. Yesilyurt,M,28,,7,M,1092013,EUR,966556800,D,80,80,False,3.0,3.0,2.0,2.0,3.0,3.0,,,,1.0,2.0,,1.0,,,,16.0,5.0,3.0,,0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,
10434071,home,Kasımpaşa,Raoul Petretta,,,raoul-petretta,R. Petretta,D,18,175.0,134,M,788275,EUR,859161600,D,28,28,False,22.0,15.0,4.0,2.0,8.0,11.0,7.0,11.0,1.0,8.0,10.0,3.0,3.0,,,,90.0,52.0,6.7,11.0,0,,2.0,4.0,7.0,3.0,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10434071,home,Kasımpaşa,Aytaç Kara,,,aytac-kara,A. Kara,M,35,188.0,160,M,128196,EUR,732844800,M,35,35,False,18.0,13.0,4.0,,11.0,13.0,2.0,5.0,,4.0,5.0,3.0,3.0,,,,82.0,28.0,6.4,6.0,0,1.0,,1.0,4.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
10434071,home,Kasımpaşa,Mamadou Fall,,,mamadou-fall,M. Fall,M,7,184.0,381,M,822228,EUR,694137600,M,7,7,False,10.0,4.0,2.0,1.0,2.0,5.0,2.0,6.0,1.0,10.0,2.0,,5.0,,,,78.0,21.0,5.9,10.0,0,7.0,,,,,1.0,2.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,
10434071,home,Kasımpaşa,Haris Hajradinović,,,haris-hajradinovic,H. Hajradinović,M,10,179.0,1214,M,254979,EUR,761529600,M,10,10,False,19.0,8.0,3.0,1.0,5.0,6.0,4.0,14.0,,12.0,3.0,5.0,3.0,,,,90.0,39.0,5.9,16.0,2,2.0,,4.0,1.0,1.0,3.0,4.0,1.0,,,,2.0,1.0,1.0,,True,1.0,1.0,1.0,,,,,,,,
10434071,home,Kasımpaşa,Valentin Eysseric,,,valentin-eysseric,V. Eysseric,M,,181.0,141,M,139798,EUR,701481600,M,13,13,False,23.0,16.0,6.0,3.0,10.0,12.0,6.0,11.0,1.0,6.0,4.0,2.0,7.0,,,,78.0,32.0,6.1,8.0,1,,,1.0,,,1.0,4.0,1.0,1.0,,,2.0,,,,,,,,1.0,,,,,,,
10434071,home,Kasımpaşa,Bersant Celina,,,bersant-celina,B. Celina,M,10,181.0,396,M,281013,EUR,842227200,M,59,59,False,12.0,7.0,2.0,,2.0,2.0,5.0,10.0,,,,,1.0,,,,45.0,13.0,6.3,5.0,1,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
10434071,home,Kasımpaşa,Stéphane Bahoken,,,stephane-bahoken,S. Bahoken,F,,185.0,234,M,153220,EUR,707011200,F,19,19,False,10.0,9.0,,,8.0,9.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,,62.0,13.0,6.4,2.0,0,3.0,,,,,1.0,2.0,,,,1.0,,,,,,,,,,2.0,,,,,,
