match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_keyPass,stat_totalContest,stat_wonContest,stat_wonTackle,stat_dispossessed,player_firstName,player_lastName,stat_totalCross,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_goals,stat_wasFouled,stat_goalAssist,player_sofascoreId,stat_shotOffTarget,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_hitWoodwork
11396340,home,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,24.0,15.0,12.0,4.0,14.0,17.0,1.0,7.0,1.0,4.0,2.0,5.0,1.0,90.0,32.0,6.9,9.0,0.00087409,0,-0.2486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396340,home,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,False,50.0,46.0,5.0,1.0,32.0,33.0,14.0,17.0,3.0,5.0,,,,90.0,60.0,6.5,7.0,0.00860437,0,,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11396340,home,VfL Wolfsburg,Moritz Jenz,jenz-moritz,M. Jenz,D,15,190,340,M,920525,EUR,925430400,D,25,25,False,40.0,32.0,7.0,3.0,24.0,25.0,8.0,15.0,6.0,7.0,,,,90.0,52.0,6.9,8.0,0.00381748,0,,2.0,3.0,1.0,,,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396340,home,VfL Wolfsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191,349,M,798926,EUR,898646400,D,5,5,False,21.0,15.0,3.0,,14.0,19.0,1.0,2.0,3.0,4.0,,,,45.0,29.0,6.2,6.0,0.00027897,0,,,2.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11396340,home,VfL Wolfsburg,Aster Vranckx,vranckx-aster,A. Vranckx,M,40,183,1109,M,989371,EUR,1033689600,M,6,6,False,37.0,35.0,4.0,4.0,23.0,24.0,12.0,13.0,3.0,3.0,,,,90.0,55.0,7.1,3.0,0.00635856,0,,,4.0,5.0,1.0,,2.0,1.0,3.0,,2.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11396340,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,M,20,20,False,32.0,28.0,1.0,1.0,13.0,14.0,15.0,20.0,2.0,5.0,,,,84.0,56.0,6.8,12.0,0.0171656,0,,,7.0,4.0,,,,,2.0,1.0,3.0,,,4.0,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,
11396340,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,M,32,32,False,27.0,16.0,2.0,,7.0,11.0,9.0,17.0,,6.0,,,,72.0,40.0,6.7,16.0,0.0227298,1,,1.0,5.0,5.0,2.0,,,,3.0,2.0,1.0,,,3.0,2.0,3.0,,,,1.0,1.0,1.0,0.161,0.1503,,,,,,,,,,,,
11396340,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,56.0,47.0,12.0,7.0,22.0,23.0,25.0,35.0,2.0,5.0,,,,90.0,74.0,8.1,12.0,0.224215,2,,1.0,3.0,8.0,1.0,,,,5.0,,,,1.0,,,4.0,1.0,,,2.0,2.0,,0.0628,0.1551,True,1.0,3.0,,,,,,,,,
11396340,home,VfL Wolfsburg,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1469,M,842364,EUR,864086400,M,21,21,False,69.0,57.0,4.0,1.0,36.0,39.0,21.0,31.0,2.0,11.0,,,,90.0,99.0,7.3,16.0,0.0419854,0,,,5.0,13.0,3.0,,,2.0,8.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,,,,1.0,,,,,,,2.0,1.0,,,,,,,,
11396340,home,VfL Wolfsburg,Jonas Wind,jonas-wind,J. Wind,F,23,190,2374,M,826069,EUR,918345600,F,23,23,False,24.0,18.0,3.0,2.0,12.0,12.0,6.0,12.0,,2.0,,,,90.0,30.0,6.7,7.0,0.0107173,0,,3.0,4.0,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,
