match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_dispossessed,stat_unsuccessfulTouch,stat_aerialLost,stat_outfielderBlock,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_penaltyMiss,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_clearanceOffLine,stat_penaltyConceded,stat_totalOffside
10437951,home,Gil Vicente,Stanislav Kritsyuk,stanislav-kritsyuk,S. Kritsyuk,G,192,57,M,236158,EUR,660009600,G,1,1,False,24.0,16.0,18.0,10.0,8.0,10.0,8.0,14.0,2.0,3.0,3.0,15.0,1.0,1.0,2.0,90.0,39.0,7.5,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437951,home,Gil Vicente,Carraça,carraca,Carraça,D,177,50,M,589020,EUR,730944000,D,15,15,False,37.0,24.0,8.0,2.0,14.0,17.0,12.0,31.0,2.0,7.0,3.0,6.0,1.0,,,90.0,78.0,7.4,23.0,1,,,15,11.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10437951,home,Gil Vicente,Lucas Cunha,lucas-cunha,L. Cunha,D,186,169,M,794139,EUR,853977600,D,3,3,False,57.0,47.0,4.0,1.0,20.0,21.0,27.0,36.0,1.0,2.0,6.0,8.0,,,,90.0,69.0,6.9,12.0,0,,,3,,,5.0,,,,,,1.0,1.0,1.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,,
10437951,home,Gil Vicente,Tomás Araújo,tomas-araujo,T. Araújo,D,186,2711,M,983542,EUR,1021507200,D,72,72,False,59.0,49.0,6.0,1.0,26.0,30.0,23.0,29.0,3.0,7.0,7.0,4.0,1.0,,,90.0,75.0,7.4,11.0,0,,,44,,,1.0,,,,,,,3.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
10437951,home,Gil Vicente,Adrián Marín,adrian-marin,A. Marín,D,181,96,M,547242,EUR,852768000,D,19,19,False,45.0,34.0,9.0,4.0,16.0,19.0,18.0,27.0,2.0,4.0,3.0,9.0,,,,90.0,60.0,7.2,13.0,0,,,21,1.0,,3.0,,1.0,1.0,,,,1.0,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,
10437951,home,Gil Vicente,Giorgi Aburjania,giorgi-aburjania,G. Aburjania,M,187,130,M,156569,EUR,789004800,M,8,8,False,50.0,42.0,1.0,1.0,16.0,19.0,26.0,31.0,1.0,7.0,,8.0,2.0,,,90.0,66.0,7.7,10.0,1,,,29,,,4.0,,,,1.0,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
10437951,home,Gil Vicente,Vítor Carvalho,vitor-carvalho,V. Carvalho,M,183,434,M,887754,EUR,864691200,M,21,21,False,54.0,45.0,5.0,2.0,13.0,18.0,32.0,36.0,5.0,7.0,6.0,8.0,1.0,,,90.0,68.0,7.0,11.0,2,,,6,,,6.0,,2.0,1.0,,,1.0,,,3.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,
10437951,home,Gil Vicente,Murilo Souza,murilo-souza,M. Souza,F,176,196,M,611880,EUR,783561600,M,77,77,False,19.0,15.0,2.0,1.0,6.0,8.0,9.0,14.0,3.0,7.0,1.0,4.0,,,,79.0,42.0,7.1,18.0,1,,,77,3.0,,6.0,,3.0,1.0,,,,3.0,1.0,,1.0,3.0,5.0,1.0,,,1.0,,True,1.0,,,,,,,,,
10437951,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,176,609,M,925987,EUR,930787200,M,10,10,False,29.0,27.0,1.0,1.0,11.0,11.0,16.0,20.0,,3.0,,3.0,1.0,,,65.0,39.0,6.8,7.0,1,,,27,2.0,,1.0,,2.0,1.0,,,,1.0,1.0,,2.0,,2.0,,,,,1.0,,,,,,,,,,,
10437951,home,Gil Vicente,Kevin Medina,kevin-medina,K. Medina,F,173,148,M,1092777,EUR,983145600,M,17,17,False,22.0,18.0,1.0,1.0,6.0,7.0,13.0,17.0,,5.0,,3.0,3.0,,,65.0,46.0,6.2,13.0,4,Kevin Medina,,11,2.0,1.0,11.0,3.0,5.0,2.0,1.0,,1.0,,,3.0,,2.0,1.0,,,,1.0,2.0,,,,,,,,,,,
10437951,home,Gil Vicente,Fran Navarro,fran-navarro,F. Navarro,F,179,1028,M,914772,EUR,886464000,F,9,9,False,13.0,11.0,1.0,,5.0,5.0,6.0,8.0,1.0,3.0,3.0,,1.0,,,89.0,29.0,6.0,6.0,3,,,39,,,4.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,3.0,1.0,,,1.0,,,,1.0,2.0,1.0,,,,,,
10437951,home,Gil Vicente,Matheus Bueno,matheus-bueno,M. Bueno,M,178,126,M,931567,EUR,901756800,M,57,57,True,16.0,13.0,,,5.0,6.0,8.0,10.0,,2.0,,2.0,1.0,,,25.0,22.0,6.5,6.0,0,,,10,,,2.0,,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
10437951,home,Gil Vicente,Juan Manuel Boselli,juan-manuel-boselli,J. M. Boselli,F,174,192,M,873720,EUR,942105600,F,20,20,True,8.0,4.0,1.0,,1.0,1.0,4.0,8.0,1.0,4.0,1.0,4.0,1.0,,,25.0,17.0,7.0,5.0,1,,,20,1.0,1.0,1.0,,2.0,1.0,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,
10437951,home,Gil Vicente,Ali Alipour,ali-alipour,A. Alipourghara,F,181,1677,M,791368,EUR,816048000,F,30,30,True,5.0,1.0,,,,,1.0,5.0,,1.0,1.0,,1.0,,,11.0,10.0,6.7,6.0,0,,,9,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
