match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_wonContest,stat_shotOffTarget,player_sofascoreId,stat_goals,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_hitWoodwork,stat_errorLeadToAShot
12764227,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184.0,295,M,39457,EUR,641347200,G,49,49,False,True,37.0,17.0,29.0,9.0,0.0,13.0,14.0,4.0,23.0,8.0,2.0,1.0,1.0,90.0,44.0,6.7,20.0,0.00399256,0,0.2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175.0,9949,M,895327,EUR,878860800,D,5,5,False,,45.0,34.0,6.0,2.0,0.0,20.0,25.0,14.0,20.0,8.0,,,,90.0,87.0,7.3,14.0,0.0137897,1,,1.0,4.0,7.0,17.0,1.0,1.0,1.0,1.0,11.0,11.0,4.0,2.0,4.0,0.1311,,,,,,,,,,,,,,,,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196.0,312,M,303634,EUR,686793600,D,16,16,False,,52.0,34.0,18.0,6.0,0.0,26.0,32.0,8.0,20.0,11.0,,,,90.0,69.0,6.9,21.0,0.00408578,2,,3.0,1.0,4.0,2.0,,,1.0,1.0,7.0,1.0,1.0,,,0.8573,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Koki Machida,koki-machida,K. Machida,D,28,190.0,1343,M,790977,EUR,872467200,D,28,28,False,,28.0,16.0,6.0,3.0,0.0,9.0,12.0,7.0,16.0,6.0,,,,90.0,50.0,7.7,17.0,0.100902,2,,,3.0,2.0,7.0,,,,2.0,4.0,4.0,3.0,,2.0,0.2211,,,3.0,1.0,1.0,1.0,2.0,0.5734,3.0,,,,,,,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182.0,633,M,928033,EUR,905904000,M,24,24,False,,52.0,36.0,6.0,1.0,0.0,14.0,18.0,26.0,42.0,6.0,,,,90.0,76.0,7.2,21.0,0.192648,1,,1.0,,5.0,5.0,2.0,,,,2.0,4.0,2.0,,1.0,0.0262,2.0,,1.0,1.0,,,,,3.0,,,8.0,4.0,1.0,1.0,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Anan Khalaili,khalaili-anan,A. Khalaili,M,25,183.0,2314,M,1403362,EUR,1094169600,M,25,25,False,,45.0,30.0,5.0,3.0,0.0,14.0,20.0,17.0,28.0,9.0,,,,90.0,84.0,7.2,24.0,0.122192,0,,4.0,1.0,12.0,6.0,1.0,3.0,,,4.0,2.0,2.0,,2.0,,5.0,,,6.0,,,,,3.0,,,3.0,1.0,3.0,,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Noah Sadiki,noah-sadiki,N. Sadiki,M,27,173.0,15441,M,1171539,EUR,1103241600,M,27,27,False,,33.0,29.0,2.0,2.0,0.0,13.0,13.0,17.0,21.0,6.0,,,,90.0,54.0,7.8,8.0,0.76777,1,,1.0,1.0,5.0,7.0,2.0,,,,2.0,5.0,3.0,1.0,1.0,0.0192,2.0,,,2.0,2.0,,3.0,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Sofiane Boufal,sofiane-boufal,S. Boufal,F,17,175.0,14005,M,257205,EUR,748224000,M,23,23,False,,29.0,22.0,2.0,1.0,0.0,11.0,14.0,11.0,18.0,7.0,,,,79.0,58.0,7.4,16.0,0.191548,4,,3.0,2.0,9.0,10.0,1.0,3.0,1.0,2.0,,4.0,2.0,,,0.6097,6.0,2.0,,,,,1.0,0.4005,3.0,,,3.0,,4.0,,Sofianeboufal_19,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Ousseynou Niang,ousseynou-niang,O. Niang,M,22,168.0,3146,M,880780,EUR,1002844800,M,22,22,False,,25.0,15.0,1.0,1.0,0.0,8.0,10.0,8.0,20.0,9.0,,,,90.0,46.0,7.0,19.0,0.0522593,3,,1.0,,6.0,4.0,,,,1.0,1.0,1.0,1.0,,2.0,0.135,6.0,2.0,,1.0,,,2.0,0.1819,1.0,,,5.0,1.0,3.0,,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Franjo Ivanović,franjo-ivanovic,F. Ivanović,F,9,185.0,6328,M,1103333,EUR,1064966400,F,9,9,False,,19.0,15.0,1.0,1.0,0.0,5.0,5.0,10.0,14.0,6.0,,,,90.0,43.0,8.2,13.0,0.0260048,6,,7.0,4.0,14.0,6.0,1.0,3.0,1.0,3.0,,1.0,1.0,1.0,2.0,1.2544,1.0,2.0,,,,,3.0,1.7726,,,,,,,1.0,,2.0,1.0,,,,,
12764227,home,Royale Union Saint-Gilloise,Mohammed Fuseini,mohammed-fuseini,M. Fuseini,F,7,169.0,1061,M,1212237,EUR,1021507200,F,77,77,False,,9.0,6.0,,,0.0,3.0,4.0,3.0,5.0,3.0,,,,56.0,16.0,6.3,6.0,0.012647,2,,2.0,,5.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,0.8438,,,,,,,1.0,0.7722,1.0,Mohammed Fuseini,,,,,1.0,,,1.0,,,,,
12764227,home,Royale Union Saint-Gilloise,Kevin Rodriguez,rodriguez-kevin,K. Rodríguez,F,13,190.0,3049,M,1431770,EUR,952128000,F,13,13,True,,11.0,10.0,,,0.0,3.0,3.0,7.0,9.0,3.0,,,,34.0,27.0,6.8,6.0,0.0515534,2,,6.0,,8.0,4.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,0.1886,1.0,,,,,,3.0,0.2244,1.0,Kevin Rodríguez,,1.0,,1.0,1.0,,,1.0,,,,,
12764227,home,Royale Union Saint-Gilloise,Anouar Ait El Hadj,anouar-ait-el-hadj,A. A. E. Hadj,M,10,167.0,2671,M,964764,EUR,1019260800,M,10,10,True,,10.0,9.0,1.0,1.0,1.0,2.0,3.0,7.0,8.0,1.0,,,,11.0,11.0,7.8,2.0,0.267813,0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,2.0,,,,2.0,,,1.0,,,,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Vic Chambaere,chambaere-vic,V. Chambaere,G,1,190.0,143,M,1108599,EUR,1042156800,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Joachim Imbrechts,joachim-imbrechts,J. Imbrechts,G,73,183.0,100,M,943256,EUR,1002585600,G,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Fedde Leysen,fedde-leysen,F. Leysen,D,48,191.0,388,M,1088899,EUR,1057708800,D,48,48,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Fedde Leysen,,,,,,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Daniel Tshilanda,daniel-tshilanda,D. Tshilanda,D,74,183.0,182,,1821119,EUR,1146096000,D,74,74,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Tshilanda,,,,,,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Alessio Castro-Montes,alessio-castro-montes,A. Castro-Montes,M,21,175.0,287,M,839898,EUR,863827200,M,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Mathias Rasmussen,mathias-rasmussen,M. Rasmussen,M,20,180.0,238,M,834244,EUR,880416000,M,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Kamiel Van de Perre,van-de-perre-kamiel,K. V. D. Perre,M,6,181.0,374,M,1146316,EUR,1076544000,M,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Soulaimane Berradi,soulaimane-berradi,S. Berradi,F,33,176.0,92,M,1171417,EUR,1100908800,M,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764227,home,Royale Union Saint-Gilloise,Elton Kabangu,elton-kabangu,E. Kabangu,F,7,178.0,243,M,844745,EUR,886896000,F,7,7,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
