match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_dispossessed,stat_challengeLost,stat_shotOffTarget,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,captain,stat_goodHighClaim,stat_outfielderBlock,stat_clearanceOffLine
11453141,home,Al-Hilal,Bono,,,bono,Bono,G,37,195,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,23.0,19.0,9.0,5.0,17.0,18.0,2.0,5.0,1.0,6.0,2.0,2.0,1.0,90.0,31.0,7.3,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453141,home,Al-Hilal,Saud Abdulhamid,,,abdulhamid-saud,S. Abdulhamid,D,23,178,8457,M,s.abdulhamed66,966849,EUR,932256000,D,66,66,False,57.0,52.0,3.0,2.0,15.0,17.0,38.0,48.0,2.0,4.0,,,,90.0,87.0,8.4,16.0,2,8.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
11453141,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187,26133,M,kkoulibaly26,126071,EUR,677376000,D,3,3,False,77.0,68.0,14.0,11.0,41.0,43.0,27.0,34.0,3.0,9.0,,,,90.0,94.0,7.6,14.0,0,,,4.0,8.0,4.0,1.0,,,3.0,2.0,2.0,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,
11453141,home,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182,1057,M,,1138857,EUR,627609600,D,5,5,False,67.0,62.0,2.0,,40.0,42.0,22.0,25.0,4.0,2.0,,,,90.0,85.0,7.5,8.0,0,,,3.0,6.0,2.0,1.0,,,2.0,2.0,1.0,1.0,,1.0,2.0,4.0,1.0,,,,,,,,,,,,,
11453141,home,Al-Hilal,Mohammed Al-Burayk,,,mohammed-al-burayk,M. Al-Burayk,D,2,173,281,M,,804096,EUR,716515200,D,2,2,False,50.0,39.0,5.0,,18.0,22.0,21.0,31.0,4.0,4.0,,,,85.0,73.0,6.7,16.0,1,3.0,,7.0,4.0,1.0,,,,2.0,1.0,,,2.0,3.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,
11453141,home,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181,15472,M,rubenneves,280955,EUR,858211200,M,8,8,False,99.0,92.0,9.0,6.0,37.0,40.0,55.0,63.0,3.0,9.0,,,,90.0,118.0,8.1,11.0,2,4.0,,7.0,5.0,1.0,1.0,,,4.0,3.0,,,2.0,3.0,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,
11453141,home,Al-Hilal,Sergej Milinković-Savić,,,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191,13384,M,sms,331447,EUR,793843200,M,22,22,False,57.0,49.0,2.0,2.0,17.0,17.0,33.0,43.0,2.0,4.0,,,,89.0,80.0,7.5,16.0,1,3.0,1.0,9.0,12.0,2.0,2.0,1.0,,4.0,1.0,4.0,2.0,4.0,1.0,4.0,,1.0,4.0,,3.0,,1.0,,,,,,,,
11453141,home,Al-Hilal,Michael,,,michael,Michael,M,96,166,9025,M,Michael19,878084,EUR,826588800,M,96,96,False,36.0,31.0,,,3.0,4.0,28.0,36.0,,5.0,,,,85.0,59.0,6.8,18.0,2,4.0,,5.0,6.0,2.0,2.0,,,2.0,1.0,6.0,2.0,1.0,1.0,,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,
11453141,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171,13905,M,malcomoliveira_97,551772,EUR,856915200,M,77,77,False,49.0,41.0,3.0,,3.0,3.0,40.0,51.0,,5.0,,,,89.0,64.0,8.2,14.0,4,5.0,2.0,2.0,3.0,2.0,2.0,1.0,,,,3.0,1.0,2.0,1.0,,,,,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,
11453141,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171,11126,M,29salem,160893,EUR,682560000,M,29,29,False,75.0,64.0,4.0,4.0,23.0,23.0,41.0,56.0,,10.0,,,,89.0,92.0,7.9,17.0,1,4.0,,3.0,4.0,2.0,1.0,1.0,,3.0,3.0,1.0,,,,,,,2.0,,2.0,,1.0,,,,,True,,,
11453141,home,Al-Hilal,Aleksandar Mitrović,,,aleksandar-mitrovic,A. Mitrović,F,9,189,24095,M,AleksMitrović,192144,EUR,779673600,F,9,9,False,18.0,11.0,1.0,1.0,4.0,5.0,8.0,14.0,,,,,,90.0,29.0,7.5,8.0,5,1.0,1.0,6.0,7.0,1.0,1.0,2.0,1.0,,,1.0,1.0,3.0,4.0,5.0,,,,2.0,,,,2.0,1.0,,,,,,
11453141,home,Al-Hilal,Yasir Al-Shahrani,,,yasir-al-shahrani,Y. Al-Shahrani,D,12,171,762,M,,160923,EUR,706752000,D,12,12,True,5.0,4.0,,,1.0,1.0,3.0,6.0,,1.0,,,,10.0,10.0,6.7,4.0,0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11453141,home,Al-Hilal,Mohamed Kanno,,,mohamed-kanno,M. Kanno,M,28,191,1575,M,,828524,EUR,780192000,M,28,28,True,10.0,10.0,1.0,1.0,6.0,6.0,4.0,4.0,,1.0,,,,10.0,10.0,6.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453141,home,Al-Hilal,Hassan Al Tambakti,,,hassan-al-tambakti,H. A. Tambakti,D,87,182,1188,M,,881837,EUR,918518400,D,87,87,True,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453141,home,Al-Hilal,Nasser Al-Dawsari,,,nasser-al-dawsari,N. Al-Dawsari,M,16,178,1153,M,,872607,EUR,914025600,M,16,16,True,,,,,,,,,1.0,,,,,1.0,1.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453141,home,Al-Hilal,Saleh Al-Shehri,,,saleh-al-shehri,S. Al-Shehri,F,11,184,1112,M,,818779,EUR,752112000,F,11,11,True,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453141,home,Al-Hilal,Habib Al-Wutaian,,,habib-al-wutaian,H. Al-Wutaian,G,31,183,101,M,,818596,EUR,839462400,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453141,home,Al-Hilal,Musab Al Juwayr,Musab Fahz Aljuwayr,,musab-fahd-aljuwayr,M. A. Juwayr,M,10,175,850,M,,1106234,EUR,1056067200,M,43,43,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453141,home,Al-Hilal,Mohammed Al-Qahtani,Mohammed Al-Qahtani,,al-qahtani-mohammed,M. Al-Qahtani,M,15,167,790,M,,1134261,EUR,1027382400,M,56,56,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453141,home,Al-Hilal,Abdullah Al-Hamdan,,,abdullah-al-hamdan,A. Al-Hamdan,F,9,185,1411,M,,915991,EUR,937094400,F,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453141,away,Al Wehda,Munir El Kajoui,,,munir-mohamedi,M. El Kajoui,G,1,190,3804,M,Munir,141967,EUR,610761600,G,1,1,False,29.0,11.0,24.0,7.0,6.0,9.0,5.0,20.0,1.0,5.0,2.0,4.0,,90.0,39.0,6.8,19.0,0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,
11453141,away,Al Wehda,Saeed Almuwallad,,,saeed-al-muwallad,S. Almuwallad,D,2,184,20,M,,872205,EUR,668476800,D,2,2,False,24.0,19.0,4.0,1.0,14.0,17.0,5.0,8.0,7.0,13.0,,,,90.0,54.0,6.6,14.0,1,1.0,,3.0,2.0,3.0,1.0,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,
11453141,away,Al Wehda,Jawad El Yamiq,,,jawad-el-yamiq,J. E. Yamiq,D,18,190,4432,M,,877103,EUR,699321600,D,5,5,False,17.0,12.0,3.0,,7.0,9.0,5.0,8.0,15.0,8.0,,,,90.0,52.0,7.3,10.0,0,,,3.0,6.0,3.0,2.0,,,2.0,2.0,1.0,1.0,,2.0,1.0,2.0,,,,1.0,,,,,1.0,,,,2.0,
11453141,away,Al Wehda,Óscar Duarte,,,oscar-duarte,Ó. Duarte,D,6,184,231,M,,156401,EUR,612835200,D,6,6,False,12.0,8.0,2.0,,7.0,9.0,1.0,3.0,1.0,1.0,,,,45.0,14.0,6.2,4.0,0,,,5.0,1.0,,,,,,,,,1.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,
11453141,away,Al Wehda,Islam Ahmed Hawsawi,Hawsawi Islam Ahmed,,islam-ahmed-hawsawi,I. A. Hawsawi,D,27,170,30,M,,1106232,EUR,1009411200,D,27,27,False,17.0,10.0,2.0,,7.0,11.0,3.0,6.0,4.0,3.0,,,,77.0,42.0,6.8,12.0,0,,,3.0,6.0,,,,,3.0,3.0,1.0,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,
11453141,away,Al Wehda,Anselmo,,,anselmo,Anselmo,M,87,182,171,M,,256671,EUR,603936000,M,87,87,False,25.0,19.0,1.0,1.0,12.0,13.0,7.0,14.0,1.0,5.0,,,,90.0,46.0,6.6,17.0,1,2.0,,10.0,9.0,4.0,2.0,,,1.0,1.0,5.0,2.0,1.0,2.0,4.0,,2.0,3.0,1.0,,,,,,2.0,,,,,
11453141,away,Al Wehda,Waleed Bakshween,,,waleed-bakshween,W. Bakshween,M,,176,23,M,,911303,EUR,626832000,M,4,4,False,24.0,18.0,1.0,,11.0,12.0,7.0,12.0,5.0,4.0,,,,77.0,39.0,6.7,9.0,1,,,6.0,3.0,,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,3.0,,,,,,,,,True,,,
11453141,away,Al Wehda,Fayçal Fajr,,,faycal-fajr,F. Fajr,M,76,178,1037,M,,143786,EUR,586396800,M,76,76,False,47.0,39.0,5.0,3.0,18.0,20.0,23.0,34.0,3.0,6.0,,,,90.0,65.0,7.1,15.0,0,7.0,2.0,7.0,4.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,3.0,,3.0,,,,,,,,,,
11453141,away,Al Wehda,Craig Goodwin,,,craig-goodwin,C. Goodwin,M,11,183,692,M,,220113,EUR,692841600,F,23,23,False,10.0,8.0,1.0,1.0,5.0,6.0,3.0,5.0,,3.0,,,,89.0,19.0,6.7,5.0,2,1.0,,3.0,4.0,1.0,,,,1.0,,1.0,2.0,,1.0,1.0,,,1.0,2.0,,,,,,2.0,,,,,
11453141,away,Al Wehda,Odion Ighalo,,,odion-ighalo,O. Ighalo,F,,183,2180,M,,29774,EUR,613958400,F,9,9,False,10.0,9.0,,,5.0,6.0,4.0,5.0,2.0,4.0,,,,90.0,26.0,6.4,11.0,2,1.0,,9.0,4.0,2.0,1.0,,,1.0,1.0,4.0,,3.0,2.0,2.0,,3.0,,2.0,1.0,,,1.0,,1.0,1.0,,,,
11453141,away,Al Wehda,Hussain Ahmed Al Issa,,,hussain-ahmed-al-issa,H. A. A. Issa,M,20,173,18,M,,989764,EUR,978048000,F,28,28,False,20.0,16.0,1.0,1.0,7.0,10.0,9.0,12.0,,6.0,,,,66.0,38.0,6.8,12.0,1,2.0,,7.0,6.0,3.0,2.0,,,,,2.0,2.0,,,2.0,,3.0,3.0,1.0,1.0,,,,,1.0,,,,,
11453141,away,Al Wehda,Abdullah Al-Hafith,,,abdullah-al-hafith,A. Al-Hafith,D,17,188,29,M,,160901,EUR,725241600,D,17,17,True,13.0,10.0,1.0,,8.0,9.0,2.0,4.0,2.0,2.0,,,,45.0,20.0,7.4,3.0,1,,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,2.0,1.0
11453141,away,Al Wehda,Abdulaziz Noor,Abdulaziz Noor,,abdulaziz-noor,A. Noor,M,24,173,80,M,,1085115,EUR,916617600,M,24,24,True,5.0,4.0,,,1.0,2.0,3.0,4.0,,1.0,,,,24.0,14.0,6.5,7.0,0,1.0,,2.0,1.0,1.0,,,,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,
11453141,away,Al Wehda,Abdullah Bukhari,,,abdullah-bukhari,A. Bukhari,D,3,177,10,M,,832637,EUR,774489600,D,3,3,True,4.0,3.0,,,2.0,2.0,1.0,2.0,,,,,,13.0,5.0,6.1,2.0,0,,,2.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,
11453141,away,Al Wehda,Ala'a Al-Hejji,,,alaa-al-hejji,A. Al-Hejji,M,18,173,32,M,,826242,EUR,817948800,M,88,88,True,6.0,3.0,,,3.0,3.0,,3.0,,1.0,,,,13.0,7.0,6.5,3.0,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
11453141,away,Al Wehda,Mohammed Al-Qarni,,,mohammed-al-qarni,M. Al-Qarni,M,,174,4,M,,148870,EUR,627868800,M,8,8,True,1.0,1.0,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453141,away,Al Wehda,Abdulquddus Atiah,,,abdulquddus-atiah,A. Atiah,G,13,183,100,M,,925459,EUR,857174400,G,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453141,away,Al Wehda,Ali Makki,Ali Makki,,ali-makki,A. Makki,D,5,174,20,M,,1399144,EUR,924566400,D,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453141,away,Al Wehda,Yahya Naji,,,yahya-naji,Y. Naji,F,80,170,27,M,,984587,EUR,920332800,F,80,80,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453141,away,Al Wehda,Hazzaa Al-Ghamdi,Hazzaa Ahmed Al-Ghamdi,,hazzaa-al-ghamdi,H. Al-Ghamdi,F,90,174,33,M,,1095802,EUR,979171200,M,90,90,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
