match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_challengeLost,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,stat_errorLeadToAShot,stat_clearanceOffLine
12764094,home,AFC Ajax,Remko Pasveer,remko-pasveer,R. Pasveer,G,22,186,799,M,2622,EUR,437097600,G,22,22,False,19.0,18.0,2.0,2.0,0.0,18.0,19.0,5.0,1.0,1.0,3.0,90.0,27.0,7.3,1.0,0.00010503,0,0.4224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764094,home,AFC Ajax,Anton Gaaei,anton-gaaei,A. Gaaei,D,3,183,906,M,1120315,EUR,1037664000,D,3,3,False,64.0,59.0,3.0,3.0,0.0,36.0,37.0,4.0,,,,90.0,83.0,7.8,12.0,0.249134,1,,,,23.0,34.0,7.0,3.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0265,,,,,,,,,,,,,,,,,,,,,
12764094,home,AFC Ajax,Daniele Rugani,daniele-rugani,D. Rugani,D,24,188,2113,M,139273,EUR,775440000,D,24,24,False,78.0,74.0,6.0,4.0,0.0,62.0,65.0,7.0,,,,90.0,92.0,7.7,5.0,0.00716838,1,,,,12.0,13.0,,2.0,6.0,,,1.0,1.0,4.0,2.0,,0.02,1.0,4.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
12764094,home,AFC Ajax,Youri Baas,youri-baas,Y. Baas,D,15,182,1217,M,1000228,EUR,1047859200,D,15,15,False,108.0,107.0,5.0,4.0,0.0,88.0,88.0,4.0,,,,90.0,117.0,7.2,2.0,0.00655467,0,,,,19.0,20.0,,,4.0,,,,1.0,3.0,1.0,1.0,,2.0,6.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
12764094,home,AFC Ajax,Jorrel Hato,jorrel-hato,J. Hato,D,21,182,15506,M,1153079,EUR,1141689600,D,4,4,False,48.0,45.0,,,0.0,35.0,36.0,4.0,,,,45.0,57.0,6.8,5.0,0.0143282,0,,,,10.0,12.0,,1.0,2.0,1.0,,,,1.0,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,
12764094,home,AFC Ajax,Kian Fitz-Jim,kian-fitz-jim,K. Fitz-Jim,M,28,173,1156,M,1001945,EUR,1057363200,M,28,28,False,42.0,40.0,1.0,,0.0,16.0,16.0,2.0,,,,72.0,59.0,8.2,5.0,0.0813575,1,,,,25.0,27.0,1.0,,6.0,,,,2.0,3.0,3.0,3.0,0.2738,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.8078,1.0,,,,,,,
12764094,home,AFC Ajax,Branco van den Boomen,branco-van-den-boomen,B. van den Boomen,M,8,190,1191,M,190883,EUR,806284800,M,21,21,False,80.0,70.0,12.0,7.0,0.0,41.0,44.0,4.0,,,,90.0,91.0,7.1,15.0,0.35137,2,,,,31.0,41.0,5.0,,2.0,1.0,,1.0,,2.0,2.0,,0.5049,2.0,6.0,,,,3.0,,,2.0,1.0,,,,2.0,True,1.0,1.0,,,,
12764094,home,AFC Ajax,Kenneth Taylor,kenneth-taylor,K. Taylor,M,24,182,3635,M,959806,EUR,1021507200,M,8,8,False,49.0,45.0,3.0,3.0,1.0,24.0,25.0,4.0,,,,66.0,61.0,8.6,6.0,0.662681,2,,,,21.0,25.0,1.0,1.0,5.0,1.0,1.0,,,2.0,2.0,1.0,0.3232,,2.0,,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,0.5484,2.0,,,1.0,,,,
12764094,home,AFC Ajax,Bertrand Traoré,bertrand-traore,B. Traoré,F,25,180,34499,M,218160,EUR,810345600,F,20,20,False,33.0,29.0,1.0,1.0,0.0,9.0,9.0,2.0,,,,72.0,51.0,7.6,11.0,0.416612,3,,,,20.0,26.0,2.0,,5.0,6.0,3.0,1.0,,1.0,1.0,1.0,0.667,1.0,5.0,,,1.0,,1.0,2.0,,,2.0,1.0,0.9724,1.0,,1.0,,bertrandtraore10,,,
12764094,home,AFC Ajax,Brian Brobbey,brobbey-brian,B. Brobbey,F,9,180,7085,M,910048,EUR,1012521600,F,9,9,False,22.0,19.0,,,2.0,4.0,5.0,2.0,,,,90.0,37.0,8.2,10.0,1.10225,4,,,,15.0,18.0,1.0,1.0,3.0,4.0,1.0,,,1.0,1.0,,0.9315,2.0,8.0,2.0,,,2.0,,1.0,,2.0,4.0,1.0,1.7698,6.0,,3.0,,brianbrobbeyy,,,
