match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyWon,captain,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_keeperSaveValue,stat_errorLeadToAShot,stat_penaltyConceded
14429539,home,Al-Hilal,Bono,,,bono,Bono,G,37,195.0,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,19.0,16.0,3.0,1.0,0.0,16.0,17.0,2.0,8.0,1.0,1.0,90.0,22.0,5.9,3.0,0.00011261,0,-0.7863,0.0,0.02,-0.19,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429539,home,Al-Hilal,João Cancelo,,,joao-cancelo,J. Cancelo,D,2,182.0,90162,M,JCancelo,138892,EUR,769996800,D,20,20,False,48.0,41.0,7.0,4.0,0.0,14.0,17.0,31.0,4.0,,,89.0,74.0,7.1,15.0,0.483875,2,,0.6,0.18,-0.29,,27.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.3015,3.0,-0.37,,,,,,,,,,,,,,,,,,,,,,
14429539,home,Al-Hilal,Hassan Al Tambakti,,,hassan-al-tambakti,H. A. Tambakti,D,87,182.0,1188,M,,881837,EUR,918518400,D,87,87,False,48.0,41.0,,,0.0,28.0,30.0,18.0,5.0,,,90.0,64.0,6.5,10.0,0.00731734,1,,0.01,0.08,-0.16,,13.0,,,6.0,6.0,,,,,1.0,5.0,1.0,2.0,,2.0,,0.0337,1.0,-0.18,2.0,5.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
14429539,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187.0,26133,M,kkoulibaly26,126071,EUR,677376000,D,3,3,False,65.0,50.0,14.0,7.0,0.0,23.0,27.0,38.0,4.0,,,90.0,86.0,7.8,15.0,0.111488,0,,0.34,0.36,0.34,,27.0,,,1.0,7.0,,,,,,8.0,2.0,,,,,,2.0,,1.0,4.0,,6.0,3.0,3.0,,,,,,,,,,,,,,,,
14429539,home,Al-Hilal,Theo Hernández,,,theo-hernandez,T. Hernández,D,19,184.0,26472,M,TheoHdez,788027,EUR,876096000,D,19,19,False,47.0,42.0,2.0,1.0,0.0,16.0,16.0,31.0,5.0,,,89.0,66.0,6.3,14.0,0.240158,1,,0.26,0.3,-0.39,,26.0,8.0,1.0,1.0,,,,1.0,,1.0,,,,,,,0.0285,2.0,-0.19,,,,1.0,,,1.0,,,,,,,,,,,,,,,
14429539,home,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181.0,15472,M,rubenneves,280955,EUR,858211200,M,8,8,False,78.0,72.0,6.0,5.0,0.0,25.0,27.0,51.0,3.0,,,90.0,98.0,8.3,11.0,0.204162,1,,0.62,0.26,-0.08,,47.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,,,1.0,,,,,1.0,0.7884,2.0,0.32,2.0,2.0,1.0,1.0,2.0,,,1.0,1.0,0.9023,,,,,,,,,,,,
14429539,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171.0,13905,M,malcomoliveira_97,551772,EUR,856915200,M,10,10,False,38.0,36.0,6.0,6.0,1.0,8.0,8.0,30.0,4.0,,,90.0,51.0,8.2,6.0,0.472108,2,,0.63,0.45,-0.06,,28.0,3.0,1.0,6.0,5.0,1.0,1.0,1.0,,,,,,1.0,1.0,,0.055,5.0,0.15,3.0,1.0,,,2.0,,2.0,2.0,,0.2542,,,,,,,,,,,,
14429539,home,Al-Hilal,Sergej Milinković-Savić,,,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191.0,13384,M,sms,331447,EUR,793843200,M,22,22,False,36.0,28.0,2.0,1.0,0.0,10.0,11.0,25.0,3.0,,,90.0,57.0,7.3,14.0,0.137817,6,,0.13,0.03,-0.07,,18.0,3.0,1.0,5.0,10.0,,,,2.0,1.0,2.0,,2.0,3.0,2.0,3.0,0.6869,1.0,-0.17,2.0,7.0,,1.0,,,1.0,3.0,,0.5164,2.0,1.0,1.0,,,,,,,,,
14429539,home,Al-Hilal,Mohamed Kanno,,,mohamed-kanno,M. Kanno,M,28,191.0,1575,M,,828524,EUR,780192000,M,28,28,False,42.0,37.0,1.0,,0.0,17.0,18.0,24.0,5.0,,,64.0,48.0,6.1,8.0,0.0121511,1,,0.07,0.04,-0.13,,20.0,,,4.0,,1.0,,,,1.0,,,1.0,,,,0.0713,,-0.23,2.0,,,,,,1.0,,,,,,,,,,,,,,,
14429539,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171.0,11126,M,29salem,160893,EUR,682560000,M,29,29,False,36.0,34.0,,,0.0,7.0,7.0,29.0,3.0,,,89.0,56.0,6.7,14.0,0.267726,1,,0.1,0.43,-0.12,,27.0,7.0,,4.0,2.0,3.0,,,,,,,,2.0,1.0,1.0,0.063,1.0,-0.24,,,,1.0,,,,1.0,,0.0365,,,,True,,,,,,,,
