match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_shotOffTarget,stat_expectedGoals,stat_outfielderBlock,stat_dispossessed,stat_wasFouled,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,player_sofascoreId
11407498,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,28.0,22.0,14.0,8.0,17.0,17.0,5.0,11.0,2.0,6.0,1.0,3.0,90.0,39.0,7.4,6.0,0.00072363,0,0.2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407498,home,Hellas Verona,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,1096210,EUR,1000425600,D,38,38,False,46.0,38.0,6.0,3.0,17.0,20.0,23.0,31.0,1.0,7.0,,,90.0,64.0,7.5,13.0,0.124534,0,,1.0,5.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11407498,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188,1744,M,288321,EUR,800928000,D,27,27,False,56.0,50.0,6.0,5.0,37.0,41.0,13.0,15.0,7.0,4.0,,,90.0,66.0,7.4,7.0,0.00240819,1,,,,,1.0,6.0,1.0,7.0,,,1.0,,1.0,,,True,1.0,0.0184,,,,,,,,,,,,,,,,,,,,
11407498,home,Hellas Verona,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,6,6,False,56.0,48.0,3.0,1.0,41.0,44.0,7.0,12.0,3.0,3.0,,,90.0,69.0,7.1,10.0,0.00185716,0,,,,,7.0,6.0,8.0,8.0,1.0,2.0,2.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11407498,home,Hellas Verona,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181,1614,M,1034303,EUR,1044662400,D,24,24,False,25.0,19.0,2.0,,13.0,16.0,6.0,11.0,,1.0,,,45.0,45.0,6.5,14.0,0.0093927,0,,,2.0,,2.0,,6.0,5.0,,,1.0,1.0,2.0,1.0,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,
11407498,home,Hellas Verona,Martin Hongla,martin-hongla,M. Hongla,M,78,183,1195,M,856062,EUR,890006400,M,18,18,False,64.0,53.0,7.0,7.0,32.0,37.0,21.0,28.0,2.0,11.0,,,90.0,72.0,7.3,12.0,0.0135147,1,,,1.0,,,4.0,,5.0,,,,,,,2.0,,1.0,0.0329,,,1.0,,,,,,,,,,,,,,,,,
11407498,home,Hellas Verona,Ondrej Duda,ondrej-duda,O. Duda,M,11,181,1121,M,246319,EUR,786585600,M,33,33,False,59.0,50.0,5.0,1.0,22.0,25.0,31.0,39.0,,5.0,,,90.0,84.0,7.2,15.0,0.0838261,3,,,5.0,3.0,,,5.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,,3.0,0.0988,,3.0,2.0,,,1.0,1.0,,,,,,,,,,,,,
11407498,home,Hellas Verona,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179,1937,M,877037,EUR,959299200,M,26,26,False,21.0,18.0,2.0,2.0,6.0,7.0,14.0,17.0,1.0,4.0,,,77.0,45.0,7.2,13.0,0.222411,3,,,3.0,2.0,2.0,1.0,10.0,5.0,,,3.0,1.0,4.0,3.0,1.0,,1.0,0.1767,,3.0,1.0,,,2.0,,1.0,1.0,1.0,0.3761,,,,,,,,,
11407498,home,Hellas Verona,Tomáš Suslov,tomas-suslov,T. Suslov,F,31,175,1258,M,964154,EUR,1023408000,M,31,31,False,29.0,27.0,4.0,3.0,10.0,10.0,19.0,27.0,,2.0,,,90.0,50.0,7.2,10.0,0.10529,1,,,8.0,2.0,,,4.0,7.0,2.0,,,,,,,,,0.0417,,2.0,4.0,,,3.0,3.0,1.0,,,0.2969,,,,,,,,,
11407498,home,Hellas Verona,Riccardo Saponara,riccardo-saponara,R. Saponara,M,,184,174,M,126236,EUR,693273600,M,20,20,False,25.0,19.0,2.0,2.0,9.0,10.0,10.0,17.0,,3.0,,,68.0,37.0,7.0,13.0,0.0124438,0,,,2.0,,1.0,1.0,3.0,4.0,2.0,,1.0,1.0,4.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
11407498,home,Hellas Verona,Thomas Henry,thomas-henry,T. Henry,F,9,191,450,M,795541,EUR,780019200,F,9,9,False,5.0,2.0,1.0,,,3.0,2.0,3.0,2.0,1.0,,,45.0,12.0,6.7,5.0,0.00188257,0,,,1.0,,2.0,2.0,3.0,4.0,,,,,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,1.0,,,,,,,,
