match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_dispossessed,stat_bigChanceMissed,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded
10388462,home,RB Leipzig,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,21,21,False,31.0,24.0,9.0,2.0,22.0,22.0,2.0,9.0,2.0,11.0,1.0,1.0,1.0,2.0,90.0,39.0,6.6,7.0,0.0,0.0,0.00050855,0,-0.4499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388462,home,RB Leipzig,Mohamed Simakan,mohamed-simakan,M. Simakan,D,3,187,5879,M,945063,EUR,957312000,D,2,2,False,56.0,45.0,9.0,2.0,32.0,35.0,13.0,21.0,2.0,6.0,,,,,90.0,69.0,7.0,14.0,0.5459,0.908,0.0152257,2,,,,3.0,4.0,6.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
10388462,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,88.0,81.0,4.0,3.0,61.0,64.0,20.0,24.0,2.0,5.0,,,,,90.0,103.0,6.9,8.0,0.1339,0.0,0.0112962,1,,,,2.0,1.0,4.0,6.0,2.0,1.0,,,,,2.0,,True,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,
10388462,home,RB Leipzig,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50096,M,964994,EUR,1011744000,D,32,32,False,25.0,25.0,,,18.0,18.0,7.0,7.0,,1.0,,,,,23.0,27.0,6.6,,0.0,0.0,0.00565611,0,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,JGvardiol,,,,,,,,,,,,,
10388462,home,RB Leipzig,Marcel Halstenberg,marcel-halstenberg,M. Halstenberg,D,,187,311,M,103364,EUR,685929600,D,23,23,False,53.0,42.0,3.0,1.0,26.0,29.0,18.0,28.0,1.0,5.0,,,,,90.0,79.0,6.7,18.0,0.0,0.0,0.0690043,0,,,,1.0,1.0,3.0,2.0,,,,,,3.0,1.0,1.0,,1.0,,1.0,,,,4.0,2.0,1.0,,,,,,,,,,
10388462,home,RB Leipzig,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,77008,M,869856,EUR,972432000,M,17,17,False,42.0,33.0,,,12.0,14.0,25.0,35.0,,7.0,,,,,83.0,69.0,8.4,17.0,0.0425,0.321,0.558094,1,,,,,,4.0,5.0,1.0,,1.0,,,3.0,3.0,2.0,,1.0,,,2.0,2.0,DomSzobo,7.0,4.0,4.0,1.0,2.0,1.0,,,,,,,
10388462,home,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,False,75.0,66.0,12.0,8.0,41.0,44.0,25.0,31.0,5.0,8.0,,,,,90.0,90.0,7.3,13.0,0.0,0.0,0.0358885,0,,,,2.0,1.0,5.0,4.0,1.0,,,,,2.0,1.0,,,1.0,,1.0,2.0,1.0,,,,3.0,,,,1.0,,,,,,
10388462,home,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,False,48.0,45.0,,,26.0,28.0,19.0,20.0,,6.0,,,,,83.0,56.0,6.3,6.0,0.0,0.0,0.0162687,0,,,,2.0,,5.0,,,,,,,1.0,,,,1.0,,2.0,,,,,,,,,,2.0,,,,,,
10388462,home,RB Leipzig,Dani Olmo,dani-olmo,D. Olmo,M,20,179,190811,M,789071,EUR,894499200,M,7,7,False,21.0,18.0,,,6.0,7.0,12.0,14.0,,2.0,,,,,60.0,32.0,6.4,8.0,0.0428,0.0617,0.0727291,2,,,,1.0,1.0,5.0,2.0,4.0,1.0,1.0,,,1.0,,,,,1.0,,,,DaniOlmo,,,,,,,1.0,,,,,,
10388462,home,RB Leipzig,André Silva,andre-silva,A. Silva,F,9,185,5788,M,190159,EUR,815616000,F,19,19,False,22.0,16.0,,,2.0,2.0,14.0,21.0,,,,,,,83.0,34.0,7.1,9.0,0.186,0.5454,0.207591,2,,,,3.0,,6.0,5.0,3.0,2.0,1.0,,,,3.0,1.0,,,1.0,,,,andresilva9,1.0,,3.0,,1.0,,1.0,,,,,,
