match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_penaltyWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_lastManTackle,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_bigChanceMissed,stat_wonContest,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded,player_sofascoreId
12448328,home,Go Ahead Eagles,Jari De Busser,jari-de-busser,J. D. Busser,G,22,190,290,M,837072,EUR,940464000,G,22,22,False,48.0,28.0,24.0,5.0,0.0,26.0,38.0,2.0,10.0,1.0,7.0,6.0,7.0,1.0,1.0,90.0,63.0,7.5,20.0,0.00045315,0,0.8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448328,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180,337,M,794013,EUR,868924800,D,2,2,False,22.0,17.0,3.0,1.0,0.0,8.0,8.0,9.0,15.0,5.0,1.0,,,,,90.0,56.0,7.7,10.0,0.0610546,2,,,,True,1.0,3.0,3.0,6.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8118,0.7948,,,,,,,,,,,,,,,,,,
12448328,home,Go Ahead Eagles,Gerrit Nauber,gerrit-nauber,G. Nauber,D,3,185,79,M,133168,EUR,703123200,D,3,3,False,41.0,35.0,5.0,2.0,0.0,26.0,26.0,9.0,15.0,6.0,3.0,,,,,76.0,52.0,6.8,6.0,0.00810078,0,,,,,,,1.0,,3.0,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
12448328,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,4,4,False,66.0,56.0,11.0,4.0,0.0,41.0,46.0,15.0,20.0,8.0,4.0,,,,,90.0,78.0,6.8,12.0,0.368067,1,,,,,,2.0,4.0,4.0,4.0,,,,,,,,,,0.0604,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,
12448328,home,Go Ahead Eagles,Dean James,dean-james,D. James,D,5,177,6697,M,1046722,EUR,957052800,D,5,5,False,25.0,18.0,4.0,2.0,1.0,9.0,10.0,10.0,20.0,6.0,1.0,,,,,90.0,53.0,6.8,15.0,0.102414,0,,,,,5.0,3.0,1.0,6.0,3.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,2.0,1.0,,,,,,,,,
12448328,home,Go Ahead Eagles,Enric Llansana,enric-llansana,E. Llansana,M,24,183,329,M,916951,EUR,987033600,M,21,21,False,47.0,38.0,6.0,4.0,0.0,16.0,20.0,22.0,28.0,6.0,3.0,,,,,90.0,65.0,6.4,14.0,0.0371513,1,,,,,1.0,,5.0,9.0,10.0,,1.0,1.0,,,3.0,2.0,2.0,,0.2053,,,,,,,3.0,6.0,1.0,,2.0,1.0,,,,,,,
12448328,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187,123,M,932555,EUR,952041600,M,8,8,False,57.0,45.0,6.0,4.0,0.0,20.0,25.0,25.0,32.0,3.0,3.0,,,,,90.0,69.0,7.6,14.0,0.0538554,1,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,0.0146,0.1324,,,,,1.0,1.0,,,,,,,,,,,,
12448328,home,Go Ahead Eagles,Søren Tengstedt,soren-tengstedt,S. Tengstedt,M,10,187,88,M,987647,EUR,962323200,M,10,10,False,17.0,14.0,,,0.0,5.0,6.0,9.0,11.0,,1.0,,,,,62.0,28.0,6.8,5.0,0.01483,2,,,,,,,,2.0,3.0,,1.0,,1.0,,1.0,1.0,2.0,,0.0501,0.037,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,
12448328,home,Go Ahead Eagles,Jakob Breum,jakob-breum,J. Breum,M,7,173,868,M,1029724,EUR,1069027200,M,7,7,False,38.0,32.0,6.0,4.0,0.0,15.0,16.0,18.0,24.0,1.0,6.0,,,,,90.0,55.0,6.9,14.0,0.230085,0,,,,,2.0,3.0,1.0,5.0,5.0,2.0,1.0,,,,,,4.0,,,,,,1.0,,,5.0,,2.0,1.0,,,1.0,2.0,,,,,
12448328,home,Go Ahead Eagles,Oliver Antman,oliver-antman,O. Antman,M,18,185,1317,M,975743,EUR,997833600,M,19,19,False,24.0,20.0,,,0.0,8.0,10.0,12.0,17.0,1.0,3.0,,,,,90.0,41.0,6.4,13.0,0.0473448,1,,,,,3.0,3.0,,7.0,1.0,,5.0,1.0,,,,,,,0.0357,,,,,,,2.0,,1.0,,,,1.0,,,,,,
