match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_expectedGoalsOnTarget,stat_aerialLost,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_interceptionWon,captain,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_goals
12436583,home,Tottenham Hotspur,Antonín Kinský,antonin-kinsky,A. Kinský,G,31,190,3150,M,1031251,EUR,1047513600,G,31,31,False,25.0,17.0,13.0,5.0,0.0,17.0,18.0,7.0,2.0,15.0,2.0,6.0,8.0,1.0,1.0,90.0,50.0,8.9,9.0,4.289e-05,0,1.7436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436583,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,913654,EUR,937180800,D,23,23,False,32.0,23.0,9.0,3.0,0.0,11.0,12.0,23.0,2.0,,,,,,,58.0,51.0,6.7,14.0,0.316166,2,,pedroporro29,14.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0655,2.0,,,,,,,,,,,,,,,,,,,
12436583,home,Tottenham Hotspur,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,53.0,43.0,5.0,1.0,0.0,31.0,37.0,16.0,5.0,2.0,,,,,,90.0,65.0,6.8,11.0,0.00258022,1,,,12.0,,,2.0,5.0,1.0,,,,,2.0,0.0174,,2.0,1.0,1.0,2.0,1.0,0.0207,,,,,,,,,,,,,
12436583,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,94758,EUR,735609600,D,33,33,False,68.0,54.0,4.0,,0.0,41.0,51.0,17.0,7.0,4.0,,,,,,90.0,81.0,6.7,15.0,0.00464641,0,,,13.0,,,7.0,7.0,,,,,1.0,1.0,,,4.0,,,2.0,2.0,,5.0,1.0,2.0,,,,,,,,,,
12436583,home,Tottenham Hotspur,Djed Spence,djed-spence,D. Spence,D,24,184,4534,M,945798,EUR,965779200,D,24,24,False,42.0,32.0,7.0,1.0,0.0,19.0,22.0,20.0,2.0,7.0,,,,,,90.0,70.0,7.0,12.0,0.00431068,0,,,13.0,,,2.0,9.0,2.0,,,,,,,,1.0,,,,5.0,,,3.0,,,,3.0,3.0,2.0,,,,,
12436583,home,Tottenham Hotspur,Archie Gray,archie-gray,A. Gray,D,14,187,5627,M,1142335,EUR,1142121600,M,14,14,False,31.0,22.0,5.0,1.0,0.0,9.0,14.0,20.0,,6.0,,,,,,90.0,41.0,6.5,13.0,0.00861406,0,,ArchieGray06,13.0,3.0,,3.0,2.0,,,,,1.0,,,,,,,,2.0,,,1.0,3.0,Archie Gray,,,,2.0,,,,,
12436583,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,791190,EUR,867196800,M,30,30,False,14.0,10.0,1.0,,0.0,8.0,11.0,3.0,2.0,4.0,,,,,,45.0,17.0,6.3,4.0,0.00056239,0,,rodrigo_bentancur,2.0,,,3.0,1.0,,,,,,,,,1.0,,,,,,2.0,,1.0,,,,,,True,,,,
12436583,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,1002711,EUR,1031961600,M,29,29,False,18.0,14.0,,,0.0,8.0,11.0,7.0,2.0,1.0,,,,,,90.0,30.0,6.8,6.0,0.00262327,2,,pape,6.0,,,3.0,7.0,,,1.0,1.0,2.0,1.0,0.3941,,3.0,1.0,,1.0,3.0,,2.0,3.0,,,,,,1.0,,1.0,,,
12436583,home,Tottenham Hotspur,Wilson Odobert,wilson-odobert,W. Odobert,F,28,182,4519,M,1142679,EUR,1101600000,F,28,28,False,23.0,21.0,1.0,1.0,0.0,10.0,10.0,17.0,,1.0,,,,,,90.0,40.0,6.5,12.0,0.0227768,1,,,11.0,4.0,,5.0,3.0,2.0,,,1.0,1.0,,0.0344,,,,,,3.0,,1.0,1.0,,,,2.0,,,,,,,
12436583,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,928124,EUR,956620800,F,21,21,False,2.0,2.0,,,0.0,1.0,1.0,1.0,,2.0,,,,,,19.0,4.0,6.5,1.0,0.00013638,1,,dejan_k10,1.0,,,2.0,,1.0,,,1.0,,,0.0417,,,,,,,,,,1.0,,,,,,,,,,
