match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_errorLeadToAShot,stat_penaltyConceded,stat_wasFouled,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_clearanceOffLine,stat_penaltyWon,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
14771950,home,Neom SC,Luís Maximiano,,,luis-maximiano,L. Maximiano,G,81,190,766,M,845797,EUR,915494400,G,81,81,False,26.0,10.0,22.0,6.0,0.0,6.0,10.0,4.0,16.0,8.0,5.0,1.0,6.0,90.0,36.0,7.5,16.0,0.00153684,20.482289705681,3.0,0.525,3.885,0.6577,0,1.5382,0.03,0.0,-0.14,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771950,home,Neom SC,Mohammed Al-Burayk,,,mohammed-al-burayk,M. Al-Burayk,D,2,173,281,M,804096,EUR,716515200,D,2,2,False,14.0,10.0,1.0,,0.0,3.0,4.0,7.0,10.0,5.0,,,,73.0,34.0,6.7,11.0,0.00474982,44.463327603007,8.0,19.005,10.185,,2,,-0.06,0.05,-0.32,,4.0,4.0,8.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,0.2746,0.7317,0.48,,,,,,,,,,,,,,,,,,,,,,,,,
14771950,home,Neom SC,Khalifah Al-Dawsari,,,khalifah-al-dawsari,K. Al-Dawsari,D,4,176,460,M,931837,EUR,915235200,D,4,4,False,13.0,10.0,,,0.0,7.0,8.0,3.0,5.0,5.0,,,,90.0,27.0,6.3,3.0,0.00238284,28.528213520456,3.0,-8.295,4.2,,1,,-0.04,0.05,-0.22,,,2.0,4.0,4.0,,,,1.0,2.0,1.0,,1.0,0.0111,,-0.07,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
14771950,home,Neom SC,Ahmed Hegazy,,,ahmed-hegazy,A. Hegazy,D,26,194,4623,M,159653,EUR,664761600,D,26,26,False,26.0,21.0,7.0,4.0,0.0,12.0,14.0,9.0,12.0,,,,,90.0,44.0,6.5,5.0,0.00999703,86.164575190552,11.0,29.505,11.55,,0,,0.09,0.09,-0.16,,1.0,2.0,3.0,2.0,,,,12.0,,,,1.0,,,,1.0,,1.0,1.0,,,1.0,,ahmedhegazy6,1.0,,,,,,,,,,,,,,,
14771950,home,Neom SC,Awn Al Saluli,,,awn-al-saluli,A. A. Saluli,D,93,194,64,M,881830,EUR,904694400,D,93,93,False,27.0,22.0,4.0,1.0,0.0,18.0,19.0,4.0,8.0,1.0,,,,83.0,41.0,6.5,5.0,0.00208681,68.203502014834,10.0,-40.215,4.83,,0,,0.02,0.17,-0.06,,,2.0,2.0,3.0,,,,10.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
14771950,home,Neom SC,Faris Abdi,,,abdi-faris,A. Faris,D,25,180,62,M,983833,EUR,926208000,D,25,25,False,26.0,22.0,1.0,,0.0,12.0,15.0,10.0,11.0,4.0,,,,73.0,56.0,5.6,11.0,0.00761512,95.346336451754,9.0,61.215,48.195,,1,,0.03,0.06,-0.73,,,1.0,7.0,6.0,,1.0,,4.0,2.0,2.0,4.0,1.0,0.1072,0.1912,-0.27,,2.0,6.0,3.0,,1.0,,,,,1.0,1.0,1.0,48.208861851324,1.0,,,,,,,,,,
14771950,home,Neom SC,Amadou Koné,,,kone-amadou,A. Kone,M,72,178,751,M,1586875,EUR,1116028800,M,72,72,False,42.0,32.0,1.0,,0.0,13.0,19.0,19.0,23.0,10.0,,,,90.0,59.0,6.7,11.0,0.0162365,150.49208753911,16.0,68.88,17.01,,1,,0.27,0.13,-0.18,,,1.0,4.0,5.0,1.0,,,4.0,1.0,,,1.0,0.0112,,-0.09,1.0,1.0,,,,,3.0,,,,1.0,,3.0,21.319334042132,1.0,1.0,,,,,,,,,
14771950,home,Neom SC,Salman Al-Faraj,,,salman-al-faraj,S. Al-Faraj,M,7,180,489,M,148858,EUR,617932800,M,7,7,False,35.0,33.0,3.0,2.0,0.0,15.0,15.0,18.0,20.0,4.0,,,,89.0,51.0,6.6,10.0,0.347856,75.085870017133,10.0,29.925,23.625,,0,,0.19,0.01,-0.07,,4.0,,2.0,2.0,1.0,,,2.0,,,2.0,,,,,,,2.0,1.0,,,1.0,1.0,,,,,1.0,23.878183536442,1.0,,True,,,,,,,,
14771950,home,Neom SC,Saïd Benrahma,,,said-benrahma,S. Benrahma,F,10,172,11146,M,354808,EUR,808012800,M,10,10,False,27.0,22.0,1.0,1.0,1.0,6.0,8.0,16.0,19.0,9.0,,,,90.0,56.0,7.8,19.0,0.440995,198.60372150872,25.0,89.565,21.525,,4,,0.43,0.47,-0.02,,5.0,,5.0,6.0,2.0,2.0,,,2.0,2.0,5.0,1.0,0.4383,0.2411,0.27,1.0,,3.0,1.0,2.0,,,4.0,said_benrahma11,1.0,,,2.0,35.811667780803,2.0,,,1.0,,,,,,,
14771950,home,Neom SC,Saimon Bouabre,Saïmon Bouabré,,bouabre-saimon,S. Bouabré,M,70,174,1537,M,1426581,EUR,1149120000,F,22,22,False,30.0,23.0,2.0,1.0,0.0,8.0,9.0,15.0,21.0,3.0,,,,90.0,47.0,6.9,16.0,0.0324559,116.41553421921,11.0,57.645,19.215,,0,,-0.01,0.13,0.2,,2.0,,1.0,5.0,,,,,2.0,1.0,6.0,,,,,,,1.0,,,,,1.0,,,,,3.0,55.308747242338,3.0,,,,,,,,,,
