match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,player_sofascoreId,stat_goalAssist,stat_totalCross,stat_bigChanceCreated,stat_outfielderBlock,stat_penaltyWon,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_totalTackle,captain,stat_blockedScoringAttempt,stat_wonTackle,stat_penaltyFaced,stat_totalOffside,stat_shotOffTarget,stat_penaltyConceded
10388470,home,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,68.0,62.0,18.0,12.0,55.0,56.0,7.0,12.0,6.0,3.0,1.0,1.0,90.0,76.0,7.3,6.0,0.0,0.0,0.00393909,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388470,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,D,20,20,False,44.0,40.0,4.0,3.0,27.0,29.0,13.0,15.0,6.0,,,,90.0,61.0,7.7,6.0,0.5364,0.8729,0.0194511,1,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388470,home,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,False,89.0,80.0,4.0,,65.0,67.0,15.0,22.0,6.0,,,,90.0,97.0,7.1,9.0,0.0,0.0,0.00728831,0,,,,2.0,4.0,,,,,,7.0,1.0,,,,2.0,4.0,,,,,,,,,,,,,,,,,
10388470,home,VfL Wolfsburg,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12555,M,998247,EUR,987638400,D,5,5,False,60.0,53.0,3.0,1.0,44.0,46.0,9.0,15.0,4.0,,,,90.0,75.0,8.2,8.0,0.0,0.0,0.00465418,0,,,,4.0,4.0,1.0,,,,,8.0,,,2.0,,3.0,3.0,mickyvdven,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,
10388470,home,VfL Wolfsburg,Paulo Otávio,paulo-otavio,P. Otávio,D,6,173,323,M,552180,EUR,785548800,D,6,6,False,19.0,13.0,3.0,2.0,6.0,7.0,8.0,16.0,2.0,,,,71.0,42.0,6.8,12.0,0.0,0.0,0.0997827,0,,,,3.0,3.0,1.0,,,,,3.0,2.0,2.0,,1.0,,1.0,,,4.0,,,,1.0,1.0,1.0,2.0,,,,,,,
10388470,home,VfL Wolfsburg,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,907463,EUR,971136000,M,22,22,False,24.0,19.0,3.0,1.0,9.0,10.0,10.0,14.0,5.0,,,,71.0,36.0,7.2,7.0,0.0,0.0,0.125926,0,,,,3.0,2.0,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,
10388470,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,58.0,54.0,10.0,9.0,35.0,37.0,19.0,23.0,6.0,,,,90.0,72.0,7.5,7.0,0.1146,0.0744,0.204365,2,,,,5.0,5.0,1.0,,,1.0,,3.0,1.0,,3.0,2.0,3.0,1.0,,,2.0,,,,1.0,,,1.0,True,1.0,,,,,
10388470,home,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184,166,M,169255,EUR,763516800,M,31,31,False,17.0,15.0,,,6.0,6.0,9.0,11.0,3.0,,,,90.0,24.0,8.1,4.0,0.5307,0.5138,0.0166735,3,,,,3.0,1.0,,,,3.0,1.0,,,2.0,1.0,,3.0,,,1.0,,,,,1.0,,,,,,,,,,
10388470,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1034,M,987504,EUR,991180800,F,39,39,False,30.0,17.0,2.0,,8.0,12.0,9.0,19.0,5.0,,,,79.0,40.0,8.4,16.0,0.1303,0.1816,0.445339,2,,,,1.0,2.0,,,,2.0,1.0,,1.0,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,3.0,,,,,,,,,,
10388470,home,VfL Wolfsburg,Jonas Wind,jonas-wind,J. Wind,F,23,190,2374,M,826069,EUR,918345600,F,23,23,False,18.0,13.0,,,2.0,2.0,11.0,16.0,1.0,,,,68.0,28.0,8.4,9.0,0.4976,0.6942,0.0549953,2,,,,6.0,6.0,,,,2.0,2.0,,,3.0,2.0,2.0,3.0,4.0,,,,,1.0,,,,1.0,,,,,,,,
10388470,home,VfL Wolfsburg,Jakub Kamiński,jakub-kaminski,J. Kamiński,M,16,178,5205,M,801263,EUR,1023235200,F,16,16,False,19.0,17.0,1.0,1.0,3.0,4.0,14.0,15.0,4.0,,,,68.0,28.0,7.0,4.0,0.0,0.0,0.026792,0,,,,2.0,5.0,,,,,,,,2.0,,,2.0,1.0,jakub.kaminskii,,,,,,1.0,,,4.0,,,2.0,,,,
10388470,home,VfL Wolfsburg,Kevin Paredes,kevin-paredes,K. Paredes,M,40,175,775,M,1016810,EUR,1052265600,M,40,40,True,5.0,4.0,,,2.0,2.0,3.0,5.0,1.0,,,,22.0,13.0,7.3,4.0,0.0,0.0,0.211076,0,,,,1.0,3.0,,2.0,1.0,,,,,1.0,1.0,,,,,1.0,2.0,1.0,,,1.0,1.0,,1.0,,,,,,,
10388470,home,VfL Wolfsburg,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196340,M,873554,EUR,918345600,F,33,33,True,13.0,12.0,,,3.0,3.0,9.0,11.0,2.0,,,,22.0,16.0,6.6,3.0,0.0,0.0,0.0592811,0,,,,3.0,1.0,,1.0,1.0,,,,,,,2.0,,,OMarmoush,,1.0,,,,,,1.0,,,,,,,,
10388470,home,VfL Wolfsburg,Maxence Lacroix,maxence-lacroix,M. Lacroix,D,5,192,6983,M,879674,EUR,954979200,D,4,4,True,26.0,25.0,,,19.0,19.0,6.0,7.0,1.0,,,,19.0,28.0,6.7,1.0,0.0,0.0,0.00482008,0,,,,1.0,2.0,,,,,,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,
10388470,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,M,32,32,True,11.0,8.0,3.0,1.0,5.0,5.0,3.0,6.0,,,,,19.0,14.0,6.7,4.0,0.0,0.0,0.0278672,0,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,
10388470,home,VfL Wolfsburg,Luca Waldschmidt,luca-waldschmidt,L. Waldschmidt,F,7,181,704,M,319861,EUR,832464000,F,7,7,True,10.0,8.0,,,3.0,3.0,5.0,7.0,,,,,11.0,12.0,7.1,2.0,0.8665,0.9698,0.0153669,2,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
10388470,home,VfL Wolfsburg,Pavao Pervan,pavao-pervan,P. Pervan,G,12,193,111,M,35976,EUR,563760000,G,12,12,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388470,home,VfL Wolfsburg,Bartol Franjić,bartol-franjic,B. Franjić,D,4,188,631,M,880742,EUR,947808000,M,38,38,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388470,home,VfL Wolfsburg,Josuha Guilavogui,josuha-guilavogui,J. Guilavogui,D,,188,210,M,45686,EUR,653702400,M,29,29,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388470,home,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,D,2,2,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388470,away,SC Freiburg,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2843,M,171919,EUR,739929600,G,26,26,False,32.0,24.0,16.0,9.0,18.0,21.0,6.0,11.0,11.0,,2.0,4.0,90.0,44.0,5.5,10.0,0.0,0.0,0.00817453,0,-2.6933,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,
10388470,away,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,D,25,25,False,37.0,25.0,2.0,1.0,15.0,19.0,10.0,20.0,3.0,,,,90.0,55.0,5.4,22.0,0.0,0.0,0.0293061,0,,,,4.0,2.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,2.0,,,2.0,,,,1.0,,,,,,,,,,
10388470,away,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,62.0,54.0,8.0,4.0,44.0,47.0,10.0,15.0,3.0,,,,90.0,68.0,5.6,9.0,0.0,0.0,0.00783361,0,,,,3.0,1.0,,,,,,2.0,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
10388470,away,SC Freiburg,Manuel Gulde,manuel-gulde,M. Gulde,D,,184,63,M,71952,EUR,666316800,D,5,5,False,38.0,33.0,5.0,3.0,27.0,29.0,6.0,9.0,2.0,,,,57.0,40.0,5.9,5.0,0.0,0.0,0.00399388,0,,,,5.0,2.0,,,,,,,1.0,,,2.0,4.0,2.0,,,,,,,,,,,,,,,,,
10388470,away,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,D,30,30,False,33.0,23.0,4.0,1.0,14.0,19.0,9.0,19.0,3.0,,,,90.0,51.0,5.6,20.0,0.0,0.0,0.0101874,0,,,,1.0,1.0,,1.0,1.0,,,,1.0,2.0,,,1.0,,,,5.0,,,,,,,,True,,,,,,
10388470,away,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,30.0,23.0,2.0,1.0,6.0,9.0,17.0,22.0,7.0,,,,89.0,39.0,6.4,8.0,0.0,0.0,0.035951,0,,,,3.0,5.0,,,,,,1.0,,,1.0,1.0,2.0,4.0,,,1.0,,,,,,,1.0,,,1.0,,,,
10388470,away,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,54.0,50.0,2.0,1.0,37.0,38.0,13.0,16.0,6.0,,,,90.0,70.0,7.0,5.0,0.2095,0.04,0.0365905,2,,,,4.0,8.0,1.0,,,1.0,,,5.0,1.0,5.0,3.0,,2.0,,,,,,,,,,1.0,,1.0,1.0,,,,
10388470,away,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,M,42,42,False,19.0,13.0,1.0,,4.0,5.0,9.0,14.0,3.0,,,,90.0,38.0,5.7,14.0,0.0478,0.0,0.0290393,2,,,,5.0,4.0,,4.0,2.0,,,,,1.0,2.0,,1.0,,doanritsu,,,,,,,,2.0,,,2.0,,,1.0,,
10388470,away,SC Freiburg,Daniel-Kofi Kyereh,daniel-kofi-kyereh,D. Kyereh,M,11,179,1988,M,569684,EUR,826243200,M,11,11,False,31.0,23.0,3.0,1.0,10.0,12.0,14.0,22.0,4.0,,,,71.0,42.0,6.5,13.0,0.0952,0.0,0.424169,1,,,,1.0,1.0,,1.0,1.0,,,,1.0,2.0,,,,,,,3.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,
10388470,away,SC Freiburg,Woo-Yeong Jeong,woo-yeong-jeong,W. Jeong,M,11,179,1574,M,927405,EUR,937785600,M,29,29,False,17.0,13.0,1.0,,5.0,6.0,8.0,11.0,1.0,,,,57.0,21.0,6.0,6.0,0.0581,0.0,0.19955,1,,,,5.0,,,1.0,,,,,,,,2.0,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,
10388470,away,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1525,M,111483,EUR,766627200,F,38,38,False,19.0,11.0,,,2.0,2.0,9.0,17.0,,,,,71.0,23.0,6.7,9.0,0.0449,0.0,0.446912,1,,,,4.0,4.0,,,,,,,,1.0,,1.0,3.0,4.0,,,,,,,3.0,,,,,1.0,,,2.0,,
10388470,away,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,True,33.0,31.0,2.0,2.0,20.0,22.0,11.0,11.0,1.0,,,,33.0,40.0,6.8,2.0,0.1735,0.0,0.0155131,1,,,,,4.0,,,,,,1.0,,,,,,2.0,,,,,1.0,,,,,2.0,,,1.0,,,1.0,
10388470,away,SC Freiburg,Lucas Höler,lucas-holer,L. Höler,F,9,184,586,M,280009,EUR,773798400,F,9,9,True,8.0,6.0,,,5.0,5.0,1.0,4.0,1.0,,,,33.0,13.0,6.5,4.0,0.0802,0.0,0.00033316,1,,,,2.0,2.0,,1.0,,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,
10388470,away,SC Freiburg,Nils Petersen,nils-petersen,N. Petersen,F,,188,136,,20826,EUR,597369600,F,18,18,True,5.0,1.0,1.0,,,1.0,1.0,4.0,1.0,,,,19.0,7.0,6.5,4.0,0.0,0.0,0.00773245,0,,,,2.0,2.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,
10388470,away,SC Freiburg,Noah Weißhaupt,noah-weisshaupt,N. Weißhaupt,F,10,181,339,M,1048820,EUR,1000944000,F,33,33,True,4.0,3.0,,,1.0,2.0,2.0,2.0,2.0,,,,19.0,6.0,6.4,1.0,0.0,0.0,0.00425877,0,,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
10388470,away,SC Freiburg,Yannik Keitel,yannik-keitel,Y. Keitel,M,14,186,246,M,877842,EUR,950572800,M,14,14,True,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,2.0,,,0.0,0.0,0.00057821,0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0
10388470,away,SC Freiburg,Benjamin Uphoff,benjamin-uphoff,B. Uphoff,G,1,192,41,M,164959,EUR,744768000,G,1,1,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388470,away,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388470,away,SC Freiburg,Robert Wagner,wagner-robert,R. Wagner,M,18,181,160,M,1131338,EUR,1058140800,M,23,23,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
