match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_aerialLost,stat_totalContest,stat_wasFouled,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_accurateCross,player_firstName,player_lastName,stat_bigChanceMissed
10411694,home,Atalanta,Juan Musso,juan-musso,J. Musso,G,1,191,4938,M,juanmusso,263651,EUR,768182400,G,1,1,False,17.0,16.0,2.0,1.0,16.0,16.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,26.0,7.5,1.0,0.0,0.0,4.736e-05,0,0.0295,,,,,,,,,,,,,,,,,,,,,,,,,
10411694,home,Atalanta,Rafael Tolói,rafael-toloi,R. Tolói,D,2,185,2015,M,,82943,EUR,655516800,D,2,2,False,65.0,59.0,4.0,1.0,28.0,29.0,38.0,1.0,2.0,7.0,,1.0,1.0,,,,90.0,80.0,7.1,10.0,0.2116,0.2143,0.025503,2,,True,31.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,
10411694,home,Atalanta,Merih Demiral,merih-demiral,M. Demiral,D,28,190,4108,M,merihdemiral,806968,EUR,889056000,D,28,28,False,49.0,45.0,2.0,2.0,34.0,36.0,13.0,7.0,10.0,6.0,,2.0,2.0,,,,90.0,63.0,7.0,6.0,0.0582,0.0,0.299796,1,,,11.0,,6.0,2.0,1.0,,1.0,1.0,,,,2.0,2.0,1.0,,,,,,,,,,
10411694,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2156,M,,151003,EUR,730080000,D,19,19,False,70.0,60.0,10.0,4.0,36.0,41.0,29.0,,4.0,8.0,,1.0,,,,,90.0,86.0,7.2,12.0,0.0,0.0,0.0115969,0,,,24.0,,4.0,,,,3.0,4.0,2.0,2.0,,2.0,2.0,1.0,2.0,,,,,,,,,
10411694,home,Atalanta,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1471,M,,842364,EUR,864086400,M,3,3,False,70.0,57.0,3.0,1.0,26.0,29.0,43.0,,5.0,10.0,,1.0,,,,,90.0,105.0,7.1,23.0,0.1745,0.0,0.236464,1,,,31.0,2.0,7.0,,1.0,,3.0,,1.0,,1.0,1.0,9.0,1.0,3.0,1.0,1.0,3.0,,,,,,
10411694,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,,100389,EUR,670204800,M,15,15,False,89.0,80.0,8.0,3.0,30.0,31.0,59.0,3.0,10.0,6.0,,6.0,3.0,,,,90.0,111.0,7.2,14.0,0.2193,0.0,0.0695256,3,,,50.0,1.0,8.0,5.0,2.0,,,1.0,2.0,2.0,,,,1.0,,,,2.0,1.0,1.0,,,,
10411694,home,Atalanta,Teun Koopmeiners,teun-koopmeiners,T. Koopmeiners,M,8,183,6981,M,teunkoopmeiners,803033,EUR,888624000,M,7,7,False,35.0,33.0,3.0,2.0,12.0,13.0,23.0,1.0,1.0,2.0,,,,,,,41.0,41.0,6.5,4.0,0.0235,0.0325,0.0670488,1,,,22.0,1.0,3.0,2.0,,1.0,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,
10411694,home,Atalanta,Matteo Ruggeri,matteo-ruggeri,M. Ruggeri,M,3,187,2490,M,,965011,EUR,1026345600,M,22,22,False,73.0,55.0,5.0,3.0,26.0,28.0,47.0,1.0,4.0,8.0,,2.0,2.0,,,,90.0,103.0,6.6,25.0,0.1446,0.0,0.0693933,1,,,29.0,2.0,8.0,3.0,1.0,,,,,2.0,,2.0,1.0,,1.0,,,1.0,1.0,,,,,
10411694,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174,80703,M,molalookman,824200,EUR,877305600,F,11,11,False,22.0,15.0,,,2.0,3.0,22.0,,9.0,2.0,,1.0,,,,,63.0,52.0,7.3,18.0,0.2274,0.0991,0.0354222,4,,,13.0,3.0,5.0,,1.0,2.0,,,4.0,2.0,,,8.0,3.0,5.0,,,,,1.0,,,,
10411694,home,Atalanta,Rasmus Højlund,rasmus-hojlund,R. Højlund,F,19,191,70296,M,RHøjlund,1086417,EUR,1044316800,F,17,17,False,22.0,16.0,,,1.0,1.0,21.0,1.0,3.0,3.0,,,,,,,89.0,37.0,6.4,17.0,0.0,0.0,0.0803553,0,,,15.0,,7.0,,,,,,6.0,,,2.0,5.0,,2.0,,,,2.0,,,,,
10411694,home,Atalanta,Jérémie Boga,jeremie-boga,J. Boga,F,13,172,4912,M,jeremieboga,367056,EUR,852249600,F,10,10,False,36.0,29.0,6.0,5.0,6.0,7.0,37.0,,9.0,2.0,,,,,,,63.0,63.0,7.5,20.0,0.0,0.0,0.260082,0,,,25.0,8.0,6.0,,,,,1.0,1.0,,,,11.0,2.0,7.0,,,4.0,2.0,,2.0,,,
10411694,home,Atalanta,Éderson,ederson,Éderson,M,13,183,7659,M,ederson99,946888,EUR,931305600,M,13,13,True,37.0,28.0,3.0,,9.0,10.0,27.0,1.0,6.0,7.0,,4.0,3.0,,,,49.0,50.0,7.2,11.0,0.0332,0.0848,0.0267903,1,,,19.0,,3.0,,,1.0,2.0,1.0,,1.0,,1.0,2.0,,1.0,,,1.0,,,,,,
