match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,player_firstName,player_lastName,stat_bigChanceCreated,stat_totalOffside,stat_aerialLost,stat_shotOffTarget,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented,stat_errorLeadToAGoal
10411483,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190,15444,M,MMaignan,191210,EUR,804729600,G,16,16,False,50.0,42.0,10.0,2.0,1.0,41.0,42.0,1.0,8.0,1.0,6.0,1.0,90.0,57.0,7.2,8.0,0.0,0.0,0.00022049,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411483,home,Milan,Davide Calabria,davide-calabria,D. Calabria,D,2,177,2430,M,,318607,EUR,849830400,D,2,2,False,25.0,19.0,2.0,1.0,,15.0,18.0,4.0,7.0,,5.0,,45.0,34.0,6.1,9.0,0.0,0.0,0.00160788,,0,True,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10411483,home,Milan,Simon Kjær,simon-kjaer,S. Kjær,D,24,189,1458,M,,21535,EUR,606873600,D,24,24,False,39.0,34.0,9.0,5.0,,27.0,29.0,7.0,10.0,2.0,,,45.0,45.0,7.0,5.0,0.0,0.0,0.00423767,,0,,2.0,,3.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10411483,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,23,185,7146,M,fikayotomori,788255,EUR,882489600,D,23,23,False,89.0,84.0,8.0,4.0,,77.0,79.0,7.0,10.0,4.0,9.0,,90.0,100.0,7.1,7.0,0.0,0.0,0.0043359,,0,,,2.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
10411483,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,19,184,26616,M,TheoHdez,788027,EUR,876096000,D,19,19,False,56.0,49.0,4.0,1.0,,25.0,27.0,26.0,32.0,,5.0,,80.0,84.0,7.5,13.0,0.1001,0.1859,0.07888,1.0,2,,,4.0,5.0,1.0,1.0,2.0,3.0,1.0,,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
10411483,home,Milan,Sandro Tonali,sandro-tonali,S. Tonali,M,8,181,14225,M,sandrotonali,892673,EUR,957744000,M,8,8,False,43.0,34.0,2.0,1.0,,18.0,20.0,17.0,28.0,,6.0,,90.0,62.0,6.9,16.0,0.0,0.0,0.0660672,1.0,0,,,4.0,3.0,3.0,,1.0,2.0,,,3.0,3.0,,5.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,
10411483,home,Milan,Rade Krunić,rade-krunic,R. Krunić,M,33,184,2486,M,,155449,EUR,749952000,M,33,33,False,77.0,72.0,3.0,1.0,,50.0,51.0,22.0,26.0,1.0,9.0,,90.0,87.0,7.2,5.0,0.0,0.0,0.0269781,1.0,0,,,5.0,3.0,2.0,,2.0,,1.0,,1.0,1.0,,,,2.0,,,,2.0,,,,,2.0,,,,,,,
10411483,home,Milan,Junior Messias,junior-messias,J. Messias,F,10,179,1230,M,,888219,EUR,674092800,M,30,30,False,27.0,23.0,4.0,3.0,,8.0,8.0,15.0,20.0,3.0,,,90.0,54.0,6.8,15.0,0.0576,0.0,0.0214967,,1,,2.0,14.0,10.0,3.0,2.0,7.0,6.0,1.0,,2.0,1.0,1.0,1.0,,5.0,,,,1.0,,,,,6.0,1.0,,,,,,
10411483,home,Milan,Ismaël Bennacer,ismael-bennacer,I. Bennacer,M,4,175,31837,M,IsmaëlBennacer,823733,EUR,880934400,M,4,4,False,42.0,37.0,1.0,1.0,,15.0,18.0,22.0,28.0,,4.0,,90.0,58.0,7.3,11.0,0.3037,0.5642,0.0195802,1.0,3,,2.0,4.0,5.0,2.0,1.0,3.0,,,,1.0,1.0,,4.0,,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,
10411483,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,10,188,75751,M,RLeão,851284,EUR,928972800,M,17,17,False,5.0,4.0,,,,,1.0,4.0,4.0,,,,11.0,8.0,6.7,2.0,0.1962,0.6461,0.00938455,,1,,,1.0,1.0,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
10411483,home,Milan,Olivier Giroud,olivier-giroud,O. Giroud,F,9,192,23426,M,OGiroud,39070,EUR,528422400,F,9,9,False,15.0,11.0,,,1.0,2.0,4.0,9.0,12.0,,5.0,,69.0,22.0,7.3,6.0,0.081,0.0,0.134963,2.0,1,,2.0,1.0,5.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,
10411483,home,Milan,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180,7592,M,AS56,901891,EUR,930441600,M,56,56,True,33.0,32.0,,,,16.0,17.0,16.0,16.0,1.0,6.0,,79.0,54.0,6.2,9.0,0.0245,0.0,0.0169634,,1,,,7.0,2.0,2.0,1.0,5.0,1.0,,,,,1.0,,,1.0,,1.0,,4.0,,,,,,,,,,,,
10411483,home,Milan,Malick Thiaw,malick-thiaw,M. Thiaw,D,12,194,6237,M,MThiaw,1014286,EUR,997228800,D,28,28,True,29.0,27.0,4.0,2.0,,23.0,23.0,4.0,6.0,,3.0,,45.0,34.0,6.7,2.0,0.0855,0.0,0.00053596,,1,,,1.0,2.0,,,,,1.0,,2.0,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,
10411483,home,Milan,Pierre Kalulu,pierre-kalulu,P. Kalulu,D,15,183,6630,M,Kalulujr_,965330,EUR,960163200,D,20,20,True,22.0,17.0,4.0,2.0,,8.0,10.0,9.0,12.0,,2.0,,45.0,32.0,6.9,7.0,0.0,0.0,0.00366351,,0,,1.0,1.0,5.0,,,2.0,2.0,2.0,,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,,
10411483,home,Milan,Ante Rebić,ante-rebic,A. Rebić,F,9,185,4196,M,_anterebic,152769,EUR,748569600,F,12,12,True,6.0,6.0,,,,1.0,1.0,5.0,6.0,,,,21.0,14.0,7.0,1.0,0.0,0.0,0.00863974,,0,,,,4.0,,,3.0,,,1.0,,,1.0,1.0,,3.0,,,,,,,,1.0,,,,,,,,
10411483,home,Milan,Fodé Ballo-Touré,fode-ballo-toure,F. Ballo-Touré,D,97,177,1466,M,,788170,EUR,852249600,D,5,5,True,3.0,3.0,,,,2.0,2.0,1.0,1.0,,1.0,,10.0,8.0,6.6,1.0,0.0,0.0,0.00025449,,0,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10411483,home,Milan,Antonio Mirante,antonio-mirante,A. Mirante,G,,193,328,M,,27955,EUR,426470400,G,83,83,True,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411483,home,Milan,Ciprian Tătărușanu,ciprian-tatarusanu,C. Tătărușanu,G,,198,630,M,,44453,EUR,508291200,G,1,1,True,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411483,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185,3401,M,,826195,EUR,940464000,D,46,46,True,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411483,home,Milan,Yacine Adli,yacine-adli,Y. Adli,M,29,187,3790,M,adliyacine,859024,EUR,964828800,M,7,7,True,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411483,home,Milan,Tommaso Pobega,tommaso-pobega,T. Pobega,M,4,188,1344,M,,928796,EUR,931996800,M,32,32,True,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411483,home,Milan,Tiemoué Bakayoko,tiemoue-bakayoko,T. Bakayoko,M,14,188,1233,M,,149735,EUR,777081600,M,14,14,True,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411483,home,Milan,Aster Vranckx,vranckx-aster,A. Vranckx,M,40,183,1108,M,,989371,EUR,1033689600,M,40,40,True,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411483,home,Milan,Brahim Díaz,brahim-diaz,B. Díaz,M,21,170,258553,M,Brahim,835485,EUR,933638400,M,10,10,True,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411483,home,Milan,Divock Origi,divock-origi,D. Origi,F,,189,3653,M,divockorigi,190399,EUR,798163200,F,27,27,True,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411483,home,Milan,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192,14835,M,cdk,960441,EUR,984182400,M,90,90,True,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
