match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_accurateCross,stat_challengeLost,stat_outfielderBlock,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,player_firstName,player_lastName,stat_totalOffside,stat_goalAssist,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_bigChanceCreated,stat_bigChanceMissed
10388418,home,Hertha BSC,Oliver Christensen,oliver-christensen,O. Christensen,G,53,190,517,M,860306,EUR,922060800,G,1,1,False,39.0,31.0,19.0,11.0,21.0,22.0,10.0,17.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,48.0,5.7,9.0,0.0,0.0,0.00415808,0,-0.9417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388418,home,Hertha BSC,Jonjoe Kenny,jonjoe-kenny,J. Kenny,D,3,176,414,M,361310,EUR,858384000,D,16,16,False,28.0,21.0,2.0,1.0,11.0,13.0,10.0,16.0,4.0,,,9.0,,,,,,,90.0,53.0,6.7,13.0,0.0719,0.0,0.0184111,1,,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10388418,home,Hertha BSC,Agustín Rogel,agustin-rogel,A. Rogel,D,3,190,476,M,875293,EUR,877046400,D,3,3,False,44.0,31.0,6.0,3.0,18.0,23.0,13.0,21.0,7.0,,,4.0,,,,,,,90.0,56.0,6.5,14.0,0.1125,0.0,0.00354832,1,,,3.0,8.0,,1.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10388418,home,Hertha BSC,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,882,M,226974,EUR,791251200,D,20,20,False,53.0,36.0,8.0,3.0,21.0,31.0,15.0,22.0,13.0,2.0,1.0,10.0,,,,,,,90.0,68.0,7.2,19.0,0.0,0.0,0.0247396,0,,,7.0,5.0,,,3.0,2.0,5.0,2.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,
10388418,home,Hertha BSC,Marvin Plattenhardt,marvin-plattenhardt,M. Plattenhardt,D,,181,84,,108584,EUR,696384000,D,21,21,False,22.0,17.0,3.0,1.0,5.0,6.0,16.0,23.0,5.0,,,2.0,,,,,,,90.0,49.0,7.1,15.0,0.0,0.0,0.365417,0,,7.0,1.0,3.0,,,,,3.0,2.0,1.0,,1.0,1.0,4.0,True,4.0,2.0,1.0,,,,,,,,,,,,,
10388418,home,Hertha BSC,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,M,29,29,False,24.0,18.0,1.0,1.0,11.0,12.0,7.0,13.0,13.0,3.0,2.0,5.0,,,,,,,90.0,43.0,7.1,10.0,0.0268,0.0,0.0204896,1,,1.0,5.0,4.0,,,2.0,1.0,4.0,2.0,2.0,,2.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,
10388418,home,Hertha BSC,Ivan Šunjić,ivan-sunjic,I. Šunjić,M,26,185,1157,M,283833,EUR,844819200,M,34,34,False,37.0,26.0,7.0,4.0,12.0,17.0,14.0,20.0,4.0,,,7.0,,,,,,,90.0,49.0,6.8,12.0,0.0685,0.0,0.0290466,1,,,,5.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,
10388418,home,Hertha BSC,Suat Serdar,suat-serdar,S. Serdar,M,8,183,677,M,800408,EUR,860716800,M,8,8,False,23.0,15.0,1.0,,4.0,6.0,11.0,17.0,9.0,5.0,3.0,9.0,,,,,,,84.0,40.0,7.4,12.0,0.0547,0.3076,0.040831,1,,,2.0,5.0,1.0,,1.0,,3.0,3.0,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,
10388418,home,Hertha BSC,Dodi Lukebakio,dodi-lukebakio,D. Lukebakio,M,11,187,4899,M,823631,EUR,875059200,F,14,14,False,20.0,15.0,1.0,1.0,3.0,5.0,12.0,15.0,7.0,4.0,2.0,4.0,,,,,,,90.0,40.0,7.2,15.0,0.8176,0.9882,0.0940517,2,,,1.0,11.0,1.0,1.0,,1.0,3.0,,2.0,6.0,5.0,1.0,1.0,,,,,,1.0,1.0,DLukebakio,,,,,,,,,
10388418,home,Hertha BSC,Stevan Jovetić,stevan-jovetic,S. Jovetić,F,8,183,1799,M,37126,EUR,625968000,F,19,19,False,28.0,13.0,3.0,2.0,5.0,5.0,9.0,24.0,4.0,1.0,,2.0,,,,,,,78.0,41.0,6.9,18.0,0.2793,0.0,0.0872416,2,,1.0,1.0,6.0,,2.0,,,,,1.0,5.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,
10388418,home,Hertha BSC,Chidera Ejuke,chidera-ejuke,C. Ejuke,M,21,176,3126,M,875890,EUR,883699200,F,40,40,False,11.0,10.0,1.0,1.0,4.0,5.0,6.0,8.0,3.0,5.0,3.0,1.0,,,,,,,58.0,22.0,6.7,6.0,0.1273,0.0,0.0122373,1,,2.0,,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,
10388418,home,Hertha BSC,Marco Richter,marco-richter,M. Richter,M,23,176,248,M,796027,EUR,880329600,F,23,23,True,7.0,1.0,3.0,,,1.0,1.0,7.0,2.0,1.0,,4.0,,,,,,,32.0,19.0,6.7,11.0,0.0495,0.1727,0.00157722,3,,1.0,1.0,3.0,2.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,
10388418,home,Hertha BSC,Davie Selke,davie-selke,D. Selke,F,9,195,1255,M,187437,EUR,790560000,F,7,7,True,4.0,3.0,,,,,3.0,4.0,4.0,,,1.0,,,,,,,12.0,7.0,6.7,1.0,0.0,0.0,0.00225231,0,,,2.0,3.0,,,,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,
10388418,home,Hertha BSC,Kevin-Prince Boateng,kevin-prince-boateng,K. Boateng,M,,186,1651,,8713,EUR,541987200,M,27,27,True,3.0,1.0,,,,,1.0,3.0,1.0,,,1.0,,,,,,,10.0,5.0,6.6,2.0,0.0,0.0,0.0034543,0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
10388418,home,Hertha BSC,Tjark Ernst,tjark-ernst,T. Ernst,G,1,193,378,M,1019319,EUR,1047686400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
