match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_ownGoals,player_sofascoreId,stat_goals,stat_totalOffside,stat_lastManTackle,stat_hitWoodwork
12499427,home,VfB Stuttgart,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2048,M,584722,EUR,844041600,G,33,33,False,36.0,21.0,26.0,11.0,0.0,12.0,16.0,9.0,20.0,1.0,3.0,1.0,1.0,1.0,90.0,39.0,5.9,15.0,0.00403342,0,-2.4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499427,home,VfB Stuttgart,Finn Jeltsch,Finn Jeltsch,,jeltsch-finn,F. Jeltsch,D,29,188,1205,M,1418649,EUR,1153094400,D,29,29,False,41.0,34.0,2.0,,0.0,25.0,28.0,9.0,14.0,4.0,6.0,,,,90.0,65.0,6.5,12.0,0.00516853,1,,1.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0347,1.0,,,,,,,,,,,,,,,,,,
12499427,home,VfB Stuttgart,Ameen Al-Dakhil,Ameen,Al-Dakhil,al-dhakil,A. Al-Dakhil,D,2,185,567,M,1979970,EUR,1015372800,D,2,2,False,28.0,26.0,1.0,,0.0,22.0,22.0,4.0,6.0,5.0,5.0,,,,77.0,43.0,7.1,2.0,0.00196725,0,,,,4.0,,4.0,,,2.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,
12499427,home,VfB Stuttgart,Ramon Hendriks,,,ramon-hendriks,R. Hendriks,D,3,189,435,M,916943,EUR,995414400,D,3,3,False,28.0,19.0,5.0,2.0,0.0,13.0,18.0,6.0,10.0,8.0,2.0,,,,90.0,46.0,6.6,10.0,0.0513897,0,,,,5.0,1.0,6.0,,,2.0,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
12499427,home,VfB Stuttgart,Maximilian Mittelstädt,,,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,False,22.0,20.0,4.0,3.0,0.0,10.0,11.0,10.0,12.0,9.0,4.0,,,,89.0,65.0,7.5,8.0,0.113819,0,,1.0,1.0,3.0,5.0,13.0,,,3.0,8.0,6.0,2.0,2.0,,2.0,,1.0,,3.0,1.0,,,,,,,,,,,,,
12499427,home,VfB Stuttgart,Jamie Leweling,,,leweling-jamie,J. Leweling,M,18,184,1954,M,990201,EUR,983145600,M,18,18,False,17.0,12.0,1.0,1.0,0.0,5.0,8.0,7.0,9.0,4.0,3.0,,,,68.0,32.0,7.5,6.0,0.21431,2,,,,,,5.0,,,1.0,2.0,1.0,,,0.1465,1.0,,2.0,,1.0,1.0,1.0,2.0,0.2021,,,,,,,,,,
12499427,home,VfB Stuttgart,Atakan Karazor,,,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,False,43.0,35.0,3.0,1.0,0.0,17.0,20.0,18.0,23.0,3.0,10.0,,,,90.0,53.0,6.3,9.0,0.00940279,0,,,1.0,1.0,4.0,3.0,,,1.0,1.0,1.0,,3.0,,,,1.0,,,,,,,True,,,,,,,,,
12499427,home,VfB Stuttgart,Angelo Stiller,,,stiller-angelo,A. Stiller,M,6,183,7426,M,901882,EUR,986342400,M,6,6,False,42.0,37.0,5.0,3.0,0.0,18.0,19.0,20.0,26.0,3.0,5.0,,,,90.0,62.0,6.5,10.0,0.167696,1,,3.0,,1.0,1.0,5.0,,,,1.0,,3.0,1.0,0.3262,1.0,1.0,2.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,
12499427,home,VfB Stuttgart,Enzo Millot,,,millot-enzo,E. Millot,M,10,175,4915,M,957889,EUR,1026864000,M,8,8,False,28.0,17.0,3.0,,1.0,7.0,12.0,11.0,17.0,1.0,3.0,,,,68.0,43.0,6.8,14.0,0.335361,1,,1.0,2.0,,5.0,,1.0,,1.0,,,2.0,1.0,0.4761,1.0,,,1.0,,,1.0,1.0,0.3346,,1.0,1.0,,,,,,,
12499427,home,VfB Stuttgart,Ermedin Demirović,,,ermedin-demirovic,E. Demirović,F,9,184,5628,M,878081,EUR,890784000,F,9,9,False,17.0,12.0,,,0.0,6.0,8.0,6.0,9.0,1.0,1.0,,,,77.0,29.0,7.3,9.0,0.00678725,2,,,2.0,2.0,6.0,4.0,,,,1.0,1.0,2.0,2.0,0.9281,,,1.0,2.0,,,,2.0,0.9753,,,1.0,,,e.demirovic29,1.0,1.0,,
