match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_outfielderBlock,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_totalOffside
12499614,home,VfL Bochum 1848,Patrick Drewes,patrick-drewes,P. Drewes,G,30,194,349,M,132607,EUR,728784000,G,27,27,False,44.0,27.0,33.0,16.0,0.0,13.0,14.0,14.0,30.0,1.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,90.0,53.0,6.2,17.0,0.00204028,0,-0.0869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499614,home,VfL Bochum 1848,Felix Passlack,passlack-felix,F. Passlack,M,25,170,280,M,795000,EUR,896400000,D,15,15,False,29.0,20.0,3.0,1.0,0.0,11.0,13.0,10.0,19.0,3.0,,1.0,3.0,,,,,90.0,53.0,6.6,15.0,0.093859,1,,3.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0113,1.0,,,,,,,,,,,,,,,,
12499614,home,VfL Bochum 1848,Jakov Medić,jakov-medic,J. Medić,D,5,194,859,M,872307,EUR,905126400,D,13,13,False,39.0,36.0,3.0,,0.0,31.0,32.0,5.0,7.0,2.0,,9.0,5.0,,,,,90.0,50.0,6.5,3.0,0.00260676,0,,,,1.0,1.0,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,
12499614,home,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,D,4,4,False,14.0,12.0,2.0,1.0,0.0,11.0,12.0,1.0,2.0,1.0,,,1.0,,,,,16.0,16.0,6.3,2.0,0.00060704,0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
12499614,home,VfL Bochum 1848,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,D,32,32,False,40.0,27.0,7.0,2.0,0.0,17.0,22.0,12.0,25.0,5.0,,4.0,8.0,,,,,90.0,70.0,7.1,21.0,0.227347,0,,7.0,2.0,1.0,5.0,,1.0,,,3.0,,2.0,3.0,,3.0,,,1.0,2.0,2.0,,,,,,,,,,,
12499614,home,VfL Bochum 1848,Dani de Wit,dani-de-wit,D. de Wit,M,20,183,552,M,855854,EUR,885945600,M,10,10,False,24.0,18.0,1.0,,0.0,9.0,10.0,9.0,14.0,7.0,1.0,1.0,1.0,,,,,90.0,36.0,6.6,7.0,0.00388197,2,,,,4.0,5.0,1.0,,,1.0,2.0,,,3.0,0.0825,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
12499614,home,VfL Bochum 1848,Ibrahima Sissoko,ibrahima-sissoko,I. Sissoko,M,28,193,1219,M,829093,EUR,877910400,M,6,6,False,41.0,33.0,8.0,2.0,0.0,24.0,26.0,10.0,16.0,3.0,,1.0,2.0,,,,,90.0,48.0,6.8,8.0,0.0563328,0,,1.0,1.0,2.0,4.0,,,,,2.0,,1.0,2.0,,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,
12499614,home,VfL Bochum 1848,Matúš Bero,matus-bero,M. Bero,M,19,181,413,M,187207,EUR,810345600,M,19,19,False,26.0,15.0,3.0,1.0,0.0,9.0,11.0,6.0,16.0,6.0,,1.0,5.0,,,,,90.0,51.0,7.1,19.0,0.0191864,2,,1.0,,1.0,5.0,2.0,2.0,,1.0,1.0,2.0,3.0,2.0,0.2002,1.0,,,,1.0,,,1.0,,1.0,1.0,0.8488,,,,,
12499614,home,VfL Bochum 1848,Lukas Daschner,lukas-daschner,L. Daschner,M,10,185,114,M,877297,EUR,907200000,M,7,7,False,14.0,10.0,,,0.0,2.0,3.0,9.0,14.0,4.0,1.0,2.0,3.0,,,,,62.0,31.0,7.3,12.0,0.0461261,2,,3.0,1.0,1.0,2.0,,2.0,1.0,,,5.0,,2.0,0.2216,1.0,,,,,,1.0,,,1.0,1.0,0.4986,,,,,
12499614,home,VfL Bochum 1848,Myron Boadu,myron-boadu,M. Boadu,F,21,183,1727,M,856744,EUR,979430400,F,9,9,False,5.0,4.0,,,1.0,,,4.0,5.0,1.0,,1.0,,,,,,63.0,9.0,7.2,3.0,0.0512001,0,,,,1.0,2.0,,1.0,1.0,,,2.0,,,,2.0,,,1.0,,,,,1.0,,,,,,,,
12499614,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,False,24.0,16.0,1.0,1.0,1.0,6.0,7.0,10.0,17.0,8.0,,2.0,3.0,,,,,85.0,39.0,7.3,12.0,0.38367,2,,,,8.0,11.0,,2.0,2.0,1.0,,4.0,1.0,1.0,0.0474,1.0,,,7.0,,,1.0,,,,,,True,,,,
12499614,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,True,30.0,25.0,4.0,1.0,0.0,14.0,16.0,12.0,15.0,5.0,1.0,1.0,2.0,,,,,74.0,43.0,6.9,6.0,0.0243679,1,,1.0,1.0,,4.0,1.0,,,,2.0,,1.0,1.0,0.0442,1.0,,,2.0,3.0,3.0,1.0,,,,,,,,,,
12499614,home,VfL Bochum 1848,Moritz-Broni Kwarteng,moritz-broni-kwarteng,M. Kwarteng,M,11,175,96,M,886132,EUR,893721600,M,11,11,True,9.0,8.0,,,0.0,3.0,4.0,5.0,5.0,1.0,,,1.0,,,,,28.0,13.0,6.7,2.0,0.0252821,1,,,,,,,,,,,1.0,,1.0,0.0195,2.0,,,,,,1.0,,,,,,,,,,
12499614,home,VfL Bochum 1848,Moritz Broschinski,moritz-broschinski,M. Broschinski,F,17,188,263,M,924205,EUR,969667200,F,29,29,True,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,3.0,,1.0,1.0,,,,,27.0,12.0,6.6,6.0,0.00015389,2,,,,,,1.0,1.0,,,,2.0,,1.0,0.1079,,,,1.0,,,1.0,,,1.0,,0.0248,,,,,
12499614,home,VfL Bochum 1848,Mats Pannewig,mats-pannewig,M. Pannewig,M,24,195,73,M,1197157,EUR,1098921600,M,24,24,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,10.0,3.0,6.2,,0.00154541,1,,,,1.0,1.0,,,,,,,,,0.0399,,,,2.0,,,1.0,,,,,,,1.0,1.0,,
12499614,home,VfL Bochum 1848,Timo Horn,timo-horn,T. Horn,G,1,192,267,M,97923,EUR,737164800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499614,home,VfL Bochum 1848,Cristian Gamboa,cristian-gamboa,C. Gamboa,D,,175,274,M,117794,EUR,625190400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499614,home,VfL Bochum 1848,Tim Oermann,tim-oermann,T. Oermann,D,15,187,294,M,1138778,EUR,1065398400,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499614,home,VfL Bochum 1848,Samuel Bamba,bamba-samuel,S. Bamba,M,17,179,217,M,1083404,EUR,1076630400,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Samuel Bamba,,,,,,,,,,,,,,,
12499614,home,VfL Bochum 1848,Aliou Balde,aliou-balde,A. Balde,F,14,163,3664,M,1002357,EUR,1039651200,F,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499614,away,Holstein Kiel,Timon Weiner,timon-weiner,T. Weiner,G,1,191,134,M,1140362,EUR,916617600,G,1,1,False,32.0,25.0,17.0,10.0,0.0,22.0,24.0,3.0,8.0,,,2.0,9.0,1.0,1.0,1.0,,90.0,43.0,6.8,7.0,0.00082828,0,-0.6278,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12499614,away,Holstein Kiel,Timo Becker,timo-becker,T. Becker,D,5,186,174,M,814735,EUR,859248000,D,17,17,False,42.0,36.0,9.0,7.0,0.0,24.0,28.0,12.0,14.0,1.0,,4.0,6.0,,,,,90.0,61.0,6.9,6.0,0.00413511,1,,,,1.0,3.0,,,,1.0,2.0,,,,0.0171,,,,1.0,2.0,,,1.0,,,,,,,,,
12499614,away,Holstein Kiel,Carl Johansson,carl-johansson,C. Johansson,D,5,185,82,M,347116,EUR,769651200,D,5,5,False,60.0,54.0,4.0,3.0,0.0,45.0,47.0,9.0,13.0,3.0,1.0,4.0,7.0,,,,,90.0,72.0,7.6,6.0,0.0432275,1,,,,4.0,5.0,,,,,3.0,,,,0.0466,2.0,,,2.0,1.0,,,1.0,1.0,1.0,,0.4874,,,,,
12499614,away,Holstein Kiel,Max Geschwill,geschwill-max,M. Geschwill,D,28,182,46,M,963073,EUR,994464000,D,14,14,False,44.0,34.0,9.0,4.0,0.0,25.0,31.0,9.0,13.0,4.0,1.0,2.0,5.0,,,,,78.0,57.0,6.7,11.0,0.0289079,0,,,,2.0,4.0,,1.0,1.0,,2.0,,,1.0,,,,,2.0,1.0,1.0,,1.0,,,,,,,,,
12499614,away,Holstein Kiel,Finn Porath,finn-porath,F. Porath,M,27,179,117,M,789714,EUR,856656000,M,8,8,False,34.0,18.0,7.0,1.0,0.0,8.0,15.0,10.0,31.0,5.0,1.0,1.0,2.0,,,,,90.0,57.0,6.6,30.0,0.101543,0,,12.0,,3.0,6.0,1.0,1.0,,,,,3.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,
12499614,away,Holstein Kiel,Magnus Knudsen,magnus-knudsen,M. Knudsen,M,4,175,118,M,977919,EUR,992563200,M,24,24,False,51.0,44.0,6.0,4.0,0.0,30.0,34.0,14.0,17.0,9.0,1.0,,6.0,,,,,90.0,56.0,6.6,8.0,0.0352722,0,,,,1.0,4.0,,,,,1.0,,1.0,2.0,,,,,6.0,2.0,1.0,,,,,,,,,,,
12499614,away,Holstein Kiel,Lewis Holtby,lewis-holtby,L. Holtby,M,90,176,208,M,1135884,EUR,653616000,M,10,10,False,25.0,18.0,3.0,1.0,0.0,14.0,18.0,5.0,14.0,2.0,1.0,,3.0,,,,,64.0,38.0,6.5,15.0,0.0507846,1,,7.0,1.0,,1.0,1.0,,,,,1.0,,,0.0397,1.0,Lewis,Holtby,,1.0,,1.0,,,,,,True,,,,
12499614,away,Holstein Kiel,Tymoteusz Puchacz,tymoteusz-puchacz,T. Puchacz,M,27,180,3583,M,867493,EUR,917049600,M,27,27,False,22.0,13.0,3.0,1.0,0.0,12.0,18.0,2.0,6.0,1.0,,4.0,9.0,,,,,45.0,44.0,6.9,14.0,0.0216303,1,,2.0,1.0,2.0,8.0,1.0,1.0,1.0,,,2.0,3.0,,0.0322,,,,,2.0,1.0,1.0,,,,,,,,,puszka.27,
12499614,away,Holstein Kiel,Armin Gigović,armin-gigovic,A. Gigović,M,37,187,1508,M,988893,EUR,1018051200,F,37,37,False,28.0,25.0,3.0,1.0,0.0,16.0,16.0,9.0,12.0,2.0,,,4.0,,,,,81.0,42.0,7.1,6.0,0.00572969,2,,,,,4.0,,,,,3.0,1.0,3.0,1.0,0.1956,,,,1.0,1.0,1.0,2.0,,,,,,,,,,
12499614,away,Holstein Kiel,Andu Yobel Kelati,andu-yobel-kelati,A. Y. Kelati,F,16,181,53,M,1021087,EUR,1029196800,F,16,16,False,25.0,18.0,5.0,2.0,1.0,11.0,16.0,7.0,9.0,1.0,,,4.0,,,,,64.0,37.0,7.5,9.0,0.142863,2,,,,,4.0,,1.0,1.0,,2.0,2.0,3.0,,0.1983,1.0,,,1.0,,,2.0,,1.0,,,,,,,,
12499614,away,Holstein Kiel,Benedikt Pichler,benedikt-pichler,B. Pichler,F,11,187,206,M,843709,EUR,869356800,F,9,9,False,18.0,13.0,1.0,1.0,0.0,5.0,7.0,8.0,12.0,7.0,,,1.0,,,,,90.0,28.0,7.3,8.0,0.224567,2,,1.0,,3.0,4.0,,2.0,1.0,,,1.0,,2.0,0.8881,2.0,,,4.0,,,1.0,,1.0,1.0,1.0,0.9929,,1.0,,,4.0
12499614,away,Holstein Kiel,Lasse Rosenboom,lasse-rosenboom,L. Rosenboom,M,23,190,90,M,980616,EUR,1011398400,D,23,23,True,18.0,14.0,3.0,1.0,0.0,8.0,9.0,6.0,10.0,4.0,1.0,2.0,3.0,,,,,45.0,27.0,6.5,6.0,0.0707536,0,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,
12499614,away,Holstein Kiel,Steven Skrzybski,steven-skrzybski,S. Skrzybski,F,7,173,278,M,122573,EUR,722044800,F,7,7,True,13.0,10.0,1.0,1.0,1.0,4.0,4.0,7.0,10.0,1.0,,,2.0,,,,,26.0,20.0,7.3,4.0,0.50505,1,,1.0,1.0,,2.0,1.0,,,1.0,2.0,,2.0,,0.0877,1.0,,,,,,,,1.0,,,,,,,,
12499614,away,Holstein Kiel,Fiete Arp,jann-fiete-arp,F. Arp,F,7,186,976,M,877837,EUR,947116800,F,20,20,True,6.0,5.0,1.0,,0.0,2.0,2.0,4.0,5.0,3.0,,,1.0,,,,,26.0,19.0,6.6,4.0,0.0187938,2,,1.0,1.0,,3.0,1.0,,,,,,2.0,1.0,0.1046,,,,1.0,1.0,1.0,1.0,,,1.0,,0.1138,,1.0,,,
12499614,away,Holstein Kiel,Shuto Machino,shuto-machino,S. Machino,F,18,185,1746,M,925910,EUR,938649600,F,18,18,True,5.0,4.0,,,0.0,,,4.0,5.0,,,,1.0,,,,,12.0,13.0,7.4,4.0,0.0162977,1,,,,,1.0,,,,,,2.0,1.0,,0.2647,,,,,,,,,,1.0,1.0,0.319,,,,,
12499614,away,Holstein Kiel,Nicolai Remberg,nicolai-remberg,N. Remberg,M,21,187,305,M,1064305,EUR,961372800,M,22,22,True,5.0,3.0,,,0.0,2.0,2.0,1.0,3.0,1.0,,1.0,,,,,,9.0,8.0,6.6,3.0,0.0273144,0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12499614,away,Holstein Kiel,Thomas Dähne,thomas-dahne,T. Dähne,G,21,193,74,M,126346,EUR,757641600,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499614,away,Holstein Kiel,Marko Ivezić,marko-ivezic,M. Ivezić,D,6,191,161,M,1105869,EUR,1007251200,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499614,away,Holstein Kiel,Dominik Javorček,dominik-javorcek,D. Javorček,D,37,183,151,M,964152,EUR,1036195200,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499614,away,Holstein Kiel,Marvin Schulz,marvin-schulz,M. Schulz,M,10,186,43,M,254445,EUR,790128000,M,15,15,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
