match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_wonContest,stat_outfielderBlock,stat_shotOffTarget,stat_goalAssist,stat_challengeLost,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,captain,stat_totalOffside,stat_blockedScoringAttempt,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
11453061,home,Al-Hilal,Bono,,,bono,Bono,G,37,195.0,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,17.0,13.0,7.0,3.0,13.0,13.0,4.0,10.0,1.0,90.0,26.0,6.4,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453061,home,Al-Hilal,Saud Abdulhamid,,,abdulhamid-saud,S. Abdulhamid,D,23,178.0,8457,M,s.abdulhamed66,966849,EUR,932256000,D,66,66,False,48.0,40.0,6.0,3.0,13.0,14.0,39.0,6.0,,90.0,77.0,7.7,16.0,1,31.0,5.0,4.0,2.0,7.0,6.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,5.0,,,,,,,,,,,,,,
11453061,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187.0,26133,M,kkoulibaly26,126071,EUR,677376000,D,3,3,False,54.0,47.0,11.0,7.0,30.0,30.0,24.0,5.0,,90.0,63.0,7.0,10.0,0,17.0,,,,1.0,1.0,,1.0,,2.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,
11453061,home,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182.0,1057,M,,1138857,EUR,627609600,D,5,5,False,51.0,49.0,8.0,6.0,30.0,31.0,20.0,5.0,,90.0,60.0,7.2,2.0,0,19.0,,,1.0,1.0,4.0,,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,
11453061,home,Al-Hilal,Yasir Al-Shahrani,,,yasir-al-shahrani,Y. Al-Shahrani,D,12,171.0,762,M,,160923,EUR,706752000,D,12,12,False,44.0,36.0,1.0,,17.0,19.0,26.0,4.0,,81.0,65.0,6.9,15.0,1,19.0,1.0,,2.0,6.0,5.0,1.0,1.0,,,2.0,2.0,1.0,2.0,,2.0,,3.0,,,1.0,,,,,,,,,,
11453061,home,Al-Hilal,Sergej Milinković-Savić,,,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191.0,13384,M,sms,331447,EUR,793843200,M,22,22,False,53.0,40.0,5.0,1.0,6.0,7.0,49.0,7.0,,90.0,71.0,8.1,20.0,2,34.0,3.0,,1.0,4.0,8.0,1.0,2.0,,1.0,3.0,2.0,,2.0,1.0,1.0,2.0,3.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,
11453061,home,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181.0,15472,M,rubenneves,280955,EUR,858211200,M,8,8,False,67.0,60.0,11.0,7.0,22.0,25.0,47.0,7.0,,89.0,84.0,7.3,13.0,0,39.0,5.0,1.0,,3.0,3.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,2.0,,,,,,,,
11453061,home,Al-Hilal,Michael,,,michael,Michael,M,96,166.0,9025,M,Michael19,878084,EUR,826588800,M,96,96,False,34.0,27.0,,,7.0,8.0,37.0,3.0,,89.0,60.0,8.3,21.0,3,23.0,11.0,3.0,,4.0,5.0,2.0,2.0,2.0,,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,
11453061,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171.0,13905,M,malcomoliveira_97,551772,EUR,856915200,M,77,77,False,28.0,25.0,2.0,2.0,,,29.0,1.0,,80.0,39.0,7.2,6.0,1,26.0,1.0,1.0,,1.0,3.0,,2.0,1.0,,,,,2.0,1.0,,,,2.0,,,,1.0,,,1.0,,,,,
11453061,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171.0,11126,M,29salem,160893,EUR,682560000,M,29,29,False,48.0,37.0,4.0,4.0,5.0,5.0,51.0,5.0,,90.0,81.0,7.9,25.0,2,34.0,8.0,2.0,,8.0,5.0,2.0,7.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,,3.0,,1.0,,1.0,,1.0,,True,1.0,,,
11453061,home,Al-Hilal,Aleksandar Mitrović,,,aleksandar-mitrovic,A. Mitrović,F,9,189.0,24095,M,AleksMitrović,192144,EUR,779673600,F,9,9,False,24.0,18.0,1.0,1.0,6.0,7.0,17.0,2.0,,89.0,36.0,7.6,7.0,8,12.0,,,7.0,7.0,10.0,,,2.0,,,,,1.0,,,1.0,10.0,,,5.0,,,1.0,,1.0,,,1.0,,
11453061,home,Al-Hilal,Salman Al-Faraj,,,salman-al-faraj,S. Al-Faraj,M,7,180.0,489,M,,148858,EUR,617932800,M,7,7,True,12.0,11.0,1.0,1.0,4.0,4.0,9.0,3.0,,10.0,15.0,6.5,3.0,0,7.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
11453061,home,Al-Hilal,Nasser Al-Dawsari,,,nasser-al-dawsari,N. Al-Dawsari,M,16,178.0,1153,M,,872607,EUR,914025600,M,16,16,True,5.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,,9.0,11.0,7.3,,0,4.0,1.0,1.0,1.0,2.0,3.0,,,,,1.0,3.0,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,
11453061,home,Al-Hilal,Mohammed Al-Burayk,,,mohammed-al-burayk,M. Al-Burayk,D,2,173.0,281,M,,804096,EUR,716515200,D,2,2,True,2.0,1.0,,,1.0,2.0,,1.0,,1.0,3.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453061,home,Al-Hilal,Mohamed Kanno,,,mohamed-kanno,M. Kanno,M,28,191.0,1575,M,,828524,EUR,780192000,M,28,28,True,3.0,3.0,1.0,1.0,2.0,2.0,1.0,,,1.0,4.0,,,0,1.0,,,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
11453061,home,Al-Hilal,Saleh Al-Shehri,,,saleh-al-shehri,S. Al-Shehri,F,11,184.0,1112,M,,818779,EUR,752112000,F,11,11,True,4.0,4.0,,,,,4.0,2.0,,11.0,6.0,6.9,,0,4.0,,,1.0,2.0,2.0,,,,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
11453061,home,Al-Hilal,Mohammed Al-Owais,,,mohammed-al-owais,M. Al-Owais,G,33,185.0,753,M,,791416,EUR,687052800,G,21,21,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453061,home,Al-Hilal,Mohammed Jahfali,,,mohammed-jahfali,M. Jahfali,D,70,185.0,103,M,,791561,EUR,656726400,D,70,70,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453061,home,Al-Hilal,Mohammed Al-Qahtani,Mohammed Al-Qahtani,,al-qahtani-mohammed,M. Al-Qahtani,M,15,167.0,790,M,,1134261,EUR,1027382400,M,56,56,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453061,home,Al-Hilal,Abdullah Al-Hamdan,,,abdullah-al-hamdan,A. Al-Hamdan,F,9,185.0,1411,M,,915991,EUR,937094400,F,14,14,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453061,away,Damac FC,Moustapha Zeghba,,,moustapha-zeghba,M. Zeghba,G,1,190.0,852,M,,888378,EUR,659145600,G,30,30,False,36.0,16.0,31.0,11.0,9.0,10.0,26.0,17.0,6.0,90.0,50.0,7.4,20.0,0,7.0,,,,,4.0,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,3.0,4.0
11453061,away,Damac FC,Alhwsawi Sanousi Mohammed,Alhwsawi Sanousi Mohammed,,alhwsawi-sanousi-mohammed,A. S. Mohammed,D,12,172.0,20,M,,1085415,EUR,902707200,D,21,21,False,28.0,20.0,2.0,1.0,13.0,16.0,14.0,2.0,,90.0,54.0,6.5,19.0,1,7.0,2.0,,5.0,8.0,6.0,3.0,,,3.0,,1.0,1.0,1.0,1.0,,,4.0,,1.0,1.0,,,,,,,1.0,,,
