match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_lastManTackle,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,player_sofascoreId,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_expectedGoals,stat_challengeLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,captain,stat_goals,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_totalOffside
12450234,home,Olympique Lyonnais,Lucas Perri,,,lucas-perri,L. Perri,G,1,196.0,3418,M,871290,EUR,881712000,G,1,1,False,19.0,17.0,6.0,4.0,0.0,13.0,13.0,4.0,6.0,1.0,1.0,10.0,1.0,1.0,4.0,90.0,31.0,7.3,3.0,0.00027762,0,0.5551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450234,home,Olympique Lyonnais,Saël Kumbedi,,,sael-kumbedi,S. Kumbedi,D,26,175.0,827,M,1155226,EUR,1111795200,D,20,20,False,58.0,53.0,1.0,,0.0,22.0,23.0,31.0,36.0,,3.0,4.0,,,,90.0,80.0,6.6,12.0,0.207328,0,,1.0,2.0,8.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12450234,home,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180.0,1320,M,152813,EUR,721094400,D,22,22,False,82.0,81.0,3.0,2.0,0.0,39.0,39.0,42.0,43.0,,5.0,9.0,,,,90.0,99.0,7.4,2.0,0.0111294,0,,,1.0,2.0,,2.0,1.0,5.0,,1.0,,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
12450234,home,Olympique Lyonnais,Moussa Niakhaté,,,moussa-niakhate,M. Niakhaté,D,19,190.0,8301,M,758168,EUR,826243200,D,19,19,False,73.0,68.0,3.0,1.0,0.0,29.0,30.0,39.0,43.0,3.0,4.0,3.0,,,,90.0,83.0,7.1,5.0,0.0192626,0,,,4.0,4.0,,,,6.0,,1.0,,,1.0,,1.0,,niakhate,,,,,,,,,,,,,,,,,,,
12450234,home,Olympique Lyonnais,Ainsley Maitland-Niles,,,ainsley-maitland-niles,A. Maitland-Niles,D,98,178.0,1575,M,352768,EUR,872812800,D,98,98,False,74.0,64.0,5.0,,0.0,23.0,30.0,41.0,45.0,1.0,5.0,6.0,,,,90.0,104.0,7.3,14.0,0.027425,1,,1.0,1.0,2.0,,,,8.0,,4.0,2.0,1.0,1.0,1.0,4.0,,,1.0,1.0,0.009,,,,,,,,,,,,,,,,
12450234,home,Olympique Lyonnais,Tanner Tessmann,,,tanner-tessmann,T. Tessmann,M,6,187.0,1230,M,1022084,EUR,1001289600,M,15,15,False,38.0,35.0,2.0,2.0,0.0,17.0,17.0,18.0,22.0,,3.0,3.0,,,,70.0,51.0,7.1,5.0,0.0299745,1,,1.0,3.0,5.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,0.0661,1.0,1.0,3.0,0.2637,,,,,,,,,,,,
12450234,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181.0,3233,M,343067,EUR,775872000,M,8,8,False,71.0,60.0,6.0,3.0,0.0,25.0,27.0,36.0,47.0,4.0,8.0,2.0,,,,90.0,91.0,7.3,16.0,0.0666332,1,,3.0,2.0,4.0,1.0,,,1.0,,1.0,2.0,,1.0,1.0,,3.0,,,,0.0243,1.0,,,,1.0,1.0,1.0,,,,,,,,,
12450234,home,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176.0,76914,M,979128,EUR,1061078400,M,18,18,False,68.0,61.0,2.0,2.0,2.0,18.0,18.0,44.0,52.0,,,6.0,,,,89.0,79.0,8.0,13.0,1.15103,0,,2.0,,7.0,2.0,1.0,,1.0,,,2.0,3.0,2.0,,,,rayan_cherki,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,
12450234,home,Olympique Lyonnais,Thiago Almada,,,thiago-almada,T. Almada,M,11,171.0,27604,M,944660,EUR,988243200,M,23,23,False,63.0,56.0,8.0,5.0,0.0,18.0,20.0,40.0,45.0,,2.0,4.0,,,,90.0,78.0,6.9,12.0,0.165623,1,,2.0,,4.0,1.0,2.0,1.0,1.0,,,3.0,2.0,,,,1.0,thiago_almada23,,,0.0192,,,,,2.0,,1.0,,,,,,,,,
12450234,home,Olympique Lyonnais,Georges Mikautadze,,,mikautadze-georges,G. Mikautadze,F,9,176.0,13076,M,1009372,EUR,972950400,M,69,69,False,28.0,23.0,3.0,1.0,0.0,3.0,3.0,20.0,26.0,1.0,2.0,2.0,,,,90.0,44.0,6.3,14.0,0.0351139,2,,1.0,2.0,6.0,2.0,2.0,,,,,4.0,,1.0,,,1.0,georgesmkd,,,0.1384,,1.0,,0.0562,,,1.0,1.0,,,,,,,,
