match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_dispossessed,stat_totalClearance,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_shotOffTarget,player_firstName,player_lastName,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,captain,player_sofascoreId,stat_errorLeadToAGoal,stat_totalOffside
11407460,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,25.0,18.0,21.0,14.0,7.0,9.0,11.0,16.0,5.0,1.0,2.0,3.0,90.0,31.0,6.7,7.0,0.00505344,0,-0.9805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407460,home,Hellas Verona,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,1096210,EUR,1000425600,D,38,38,False,31.0,23.0,,,10.0,12.0,14.0,25.0,7.0,,,,90.0,60.0,7.1,20.0,0.2274,0,,6.0,1.0,1.0,2.0,4.0,7.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11407460,home,Hellas Verona,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,6,6,False,48.0,38.0,10.0,7.0,19.0,24.0,19.0,24.0,7.0,,,,90.0,61.0,6.7,12.0,0.0129374,0,,,,1.0,2.0,4.0,3.0,,,,,,1.0,1.0,1.0,1.0,2.0,,1.0,6.0,,,,,,,,,,,,,,,
11407460,home,Hellas Verona,Bruno Amione,bruno-amione,B. Amione,D,2,189,503,M,990050,EUR,1010016000,D,2,2,False,40.0,30.0,6.0,4.0,23.0,27.0,7.0,13.0,9.0,,,,89.0,55.0,7.4,13.0,0.00634936,1,,,,,7.0,1.0,11.0,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,3.0,1.0,3.0,0.0675,0.1557,,,,,,,,,,,
11407460,home,Hellas Verona,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181,1614,M,1034303,EUR,1044662400,D,24,24,False,26.0,14.0,6.0,1.0,7.0,7.0,11.0,24.0,4.0,,,,90.0,51.0,7.1,17.0,0.237647,0,,5.0,4.0,2.0,3.0,3.0,6.0,,1.0,1.0,,1.0,,1.0,1.0,,,2.0,1.0,,,1.0,,,1.0,,,,,,,,,,
11407460,home,Hellas Verona,Michael Folorunsho,michael-folorunsho,M. Folorunsho,M,90,190,1521,M,869795,EUR,886809600,M,90,90,False,31.0,18.0,8.0,2.0,8.0,10.0,10.0,21.0,4.0,,,,90.0,48.0,6.8,14.0,0.00686754,2,,,,2.0,2.0,7.0,8.0,2.0,,,,1.0,,2.0,2.0,,2.0,,1.0,2.0,,4.0,0.1052,,,2.0,,,,,,,,,
11407460,home,Hellas Verona,Ondrej Duda,ondrej-duda,O. Duda,M,11,181,1121,M,246319,EUR,786585600,M,33,33,False,51.0,43.0,4.0,2.0,20.0,23.0,23.0,31.0,10.0,,,,90.0,69.0,6.9,15.0,0.0311663,2,,3.0,,,,6.0,4.0,2.0,2.0,,,,2.0,2.0,1.0,2.0,2.0,,,1.0,2.0,2.0,0.1166,0.4345,,,,,,,,,,,
11407460,home,Hellas Verona,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179,1937,M,877037,EUR,959299200,M,26,26,False,20.0,14.0,3.0,2.0,4.0,5.0,11.0,19.0,4.0,,,,90.0,50.0,8.2,13.0,0.0697945,9,,4.0,1.0,4.0,2.0,10.0,10.0,2.0,3.0,3.0,,,,2.0,1.0,2.0,3.0,1.0,2.0,1.0,5.0,3.0,0.8748,0.7292,,3.0,,,1.0,1.0,1.0,,,,
11407460,home,Hellas Verona,Tomáš Suslov,tomas-suslov,T. Suslov,F,31,175,1258,M,964154,EUR,1023408000,M,31,31,False,21.0,15.0,1.0,,7.0,11.0,10.0,12.0,,,,,75.0,37.0,6.9,12.0,0.274618,1,,2.0,2.0,2.0,1.0,5.0,5.0,,3.0,1.0,,,,1.0,1.0,3.0,,3.0,1.0,,,3.0,0.017,,,1.0,,,,,,,,,
11407460,home,Hellas Verona,Jordi Mboula,jordi-mboula,J. Mboula,F,2,182,263,M,826003,EUR,921542400,M,77,77,False,9.0,7.0,,,2.0,2.0,5.0,9.0,1.0,,,,61.0,15.0,6.5,6.0,0.00170822,1,,2.0,,3.0,1.0,4.0,1.0,,,,,,1.0,,,2.0,3.0,,,,,,0.0295,,,1.0,,,,,,,,,
11407460,home,Hellas Verona,Milan Đurić,milan-duric,M. Đurić,F,9,199,819,M,76132,EUR,643334400,F,11,11,False,34.0,12.0,,,3.0,8.0,9.0,26.0,2.0,,,,90.0,43.0,8.3,26.0,0.0176501,2,,,,3.0,15.0,5.0,16.0,,,,1.0,,1.0,,,2.0,1.0,2.0,2.0,,2.0,1.0,0.4256,0.5939,1.0,,,,1.0,,1.0,True,,,
11407460,home,Hellas Verona,Darko Lazović,darko-lazovic,D. Lazović,M,88,181,680,M,41157,EUR,653356800,M,8,8,True,8.0,6.0,,,1.0,1.0,5.0,7.0,,,,,29.0,10.0,6.6,3.0,0.220762,1,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,0.0643,0.05,,,,,,,,,,,
11407460,home,Hellas Verona,Federico Bonazzoli,federico-bonazzoli,F. Bonazzoli,F,90,182,985,M,284363,EUR,864172800,F,99,99,True,8.0,6.0,,,,,6.0,8.0,3.0,,,,15.0,10.0,6.9,2.0,0.0128424,0,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11407460,home,Hellas Verona,Diego Coppola,diego-coppola,D. Coppola,D,42,192,1399,M,1050692,EUR,1072569600,D,42,42,True,3.0,3.0,,,3.0,3.0,,,,,,,1.0,3.0,,,3.054e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407460,home,Hellas Verona,Alessandro Berardi,alessandro-berardi,A. Berardi,G,,185,37,M,147700,EUR,663984000,G,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407460,home,Hellas Verona,Simone Perilli,simone-perilli,S. Perilli,G,34,195,110,M,253369,EUR,789436800,G,34,34,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407460,home,Hellas Verona,Juan Cabal,juan-cabal,J. Cabal,D,32,185,4400,M,988037,EUR,978912000,D,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407460,home,Hellas Verona,Josh Doig,josh-doig,J. Doig,D,3,189,836,M,989276,EUR,1021680000,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407460,home,Hellas Verona,Riccardo Saponara,riccardo-saponara,R. Saponara,M,,184,174,M,126236,EUR,693273600,M,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407460,home,Hellas Verona,Suat Serdar,suat-serdar,S. Serdar,M,8,183,687,M,800408,EUR,860716800,M,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407460,home,Hellas Verona,Charlys,charlys,Charlys,M,8,186,163,M,1466543,EUR,1077148800,M,37,37,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlys,,,,,,,,
11407460,home,Hellas Verona,Martin Hongla,martin-hongla,M. Hongla,M,78,183,1195,M,856062,EUR,890006400,M,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407460,home,Hellas Verona,Thomas Henry,thomas-henry,T. Henry,F,9,191,450,M,795541,EUR,780019200,F,9,9,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407460,home,Hellas Verona,Yayah Kallon,yayah-kallon,Y. Kallon,F,9,175,173,M,967510,EUR,993859200,F,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407460,home,Hellas Verona,Juan Manuel Cruz,juan-manuel-cruz,J. Cruz,F,18,184,211,M,1017372,EUR,932342400,F,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
